Peter L,Jul 2017,4,Well placed hotel with good facilities,Basic hotel with with comfortable rooms and nice bathrooms. Parking is expensive as our fees for pet dogs. The hotel is ideally positioned for exploring the town. Breakfast are off a high standard but no hot options are available. Good wifi. Overall we had a pleasant stay. The…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jul 10, 2017","Responded Jul 10, 2017","Hello Peter,  Thank you for taking the time to give us feedback on your stay. We are glad to hear about your overall experience at the hotel.  The delivery entrance to the supermarket can cause minor disturbances during mornings for light sleepers in the rooms in absolute vicinity facing Laboratoriegatan. We are sorry about this, and will put you in a different room on your next stay. Welcome back!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: July 2017,"[All, languages]",190
Mike M,Jun 2017,4,gut geschlafen,Auf der Durchreise übernachtete meine Frau und ich erneut in Lund. Diesmal in diesem Hotel. Die Damen am Empfang war überaus hilfsbereit. Sie stellte uns ein Parkticket aus für die Dachgarage. Leider ist der Empfang am Wochenende nur bis 17.00 Uhr besetzt. Das Zimmer war sauber…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jun 28, 2017","Responded Jun 28, 2017","Hello Mike,  We're glad to hear that you slept well and enjoyed good service during your stay with us. Welcome back next time you're around!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: June 2017,"[All, languages]",190
Michael E,Jun 2017,5,"Perfect location, quiet area and spacious rooms","The location in the center of the ""oldtown"" of Lund is perfect, lots of restaurants and nice walking just around the corner. Despite that, there is no street noice and even right in the middle of the student festivities the street wa quitet at night. Easy parking in the same…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jun 28, 2017","Responded Jun 28, 2017","Hello Michael,  StayAt with staff are very happy to read your review and really glad that you enjoyed your stay with us! We are looking forward to welcoming you back again with your family!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: June 2017,"[All, languages]",190
Laura R,Jun 2017,5,Hemtrevligt och jättegullig personal!,"Bekväma sängar, fräscht och tillgång till nästan allt man behöver i en lägenhet såsom kyl, mikro, kaffebryggare, hårtork och strykjärn. Ingen lyx, men väldigt funktionellt. Nästan lite stort för en person men perfekt för två  Nära till allt i centrala Lund. Bland de tystare…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jun 28, 2017","Responded Jun 28, 2017","Hej Laura,  Tack för ditt omdöme. Vi är glada att höra att du känt dig som hemma hos oss, detta är vår främsta prioritering i alla lägen! Hoppas att vi får nöjet att välkomna dig tillbaka!  Ha en fin dag, Nathalie Jabrell Operations Manager",Date of stay: May 2017,"[All, languages]",190
Alina B,May 2017,5,Прекрасное место,"Отлично было всё: номер, завтраки, ресепшн, рекомендую! Очень уютно, просторные и чистые номера, доброжелательный и приветливый персонал, удобное расположение, для желающих есть возможность организовать досуг (настольные игры)","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded May 21, 2017","Responded May 21, 2017","Hello Alina,  We are glad to hear that you enjoyed your stay with us! Hope to see you next time you're around.   Welcome back, Nathalie Jabrell Operations Manager",Date of stay: May 2017,"[All, languages]",190
Mi T,May 2017,5,Stay at StayAt,"Vilket härligt hotell! Det som utmärker det mest är nog att personalen är helt fantastisk. Vilket bemötande!!! Att hotellet ligger centralt, men lugnt är ingen nackdel. Rummen är fina och sängarna sköna. Stämningen på hotellet är familjär. Så fort jag besöker Lund, så bor jag på…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded May 21, 2017","Responded May 21, 2017","Hej Mi,  Stort tack för din fina recension, vi är så glada att ha dig som en återkommande gäst.  Varmt välkommen åter, Nathalie Jabrell Operations Manager",Date of stay: May 2017,"[All, languages]",190
dglenroute,Mar 2017,5,Wonderful for long term or short term stay,"I spent almost 4 weeks at the StayAt. The room was comfortable and spacious. I had my own kitchen so I didn't have to keep eating in restaurants. It was a memorable hotel experience! The staff was delightful, helpful and experienced. Every week, they organized events for the…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Mar 27, 2017","Responded Mar 27, 2017",Thank you for the feedback on your stay! We are glad to have had you as a guest and truly hope to see you soon again!,Date of stay: October 2016,"[All, languages]",190
Soeren S,Feb 2017,4,Good stay,As an apartment hotel the concept is slightly different to a regular hotel. The rooms contain a fully equipped kitchen and by default cleaning is once a week (additional cleaning can be booked).  My room and the bathroom were big enough and clean.  The reception isn't filled…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 28, 2017","Responded Feb 28, 2017","Hello Soeren!  Thank you for your feedback. Hope to see you soon again!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: January 2017,"[All, languages]",190
OhioanMike,Feb 2017,4,"Comfortable enough hotel, outstanding staff","The location of the hotel is convenient to the center of town, so if work or tourism takes you to that part of Lund, it is an easy walk from StayAt.  The room is very spacious by European standards, but American travelers will find the rooms to be a bit small.  I found it…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 13, 2017","Responded Feb 13, 2017","Hello Mike,  Thank you for taking the time to give us feedback on your stay. We are glad that you enjoyed your visit and hope to see you next time you are in Lund!  Welcome back!  Nathalie Jabrell Operations Manager",Date of stay: February 2017,"[All, languages]",190
David C,Jan 2017,4,"Stayed here for two weeks, work related","Location is right in the middle of Lund. Good breakfast every morning and nice arrangements by the staff, either movie night og things like bowling. Room was very clean and amenities were good. The size of the room is very good.  Only thing I can fault is the amount of wardrobe…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 23, 2017","Responded Jan 23, 2017","Thank you for your kinds words! We are glad that you liked our guest events and hope that you had the time to enjoy some of them during your stay with us. We have developed a renovation plan for our larger studios and one of the things that our interior designers have added is more storage space. We hope you'll find this satisfying when visiting in the future!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: January 2017,"[All, languages]",190
Thomas S,Jan 2017,4,Perfekta familjehotellet,"Bra läge mitt i centrala Lund. Trevlig och hjälpsam personal i den lilla receptionen som är obemannad kväll och natt. Trivsam entré med många sittplatser och spel, tidningar och kaffemaskin. Helt vanlig frukost, men väldigt mycket att välja på. Rummen är stora och fräscha,…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 23, 2017","Responded Jan 23, 2017","Tack Thomas för ditt fina omdöme! Vi hoppas att vi får nöjet att välkomna dig tillbaka till oss i framtiden.  Vänligen, Nathalie Jabrell Operations Manager",Date of stay: November 2016,"[All, languages]",190
Ulrik1805,Jan 2017,4,Prisbilligt og godt beliggende,"Meget centralt placeret. Tæt på det meste i Lund, herunder universitetet, som jeg skulle besøge. Personalet var venligt, hjælpsomt og imødekommende. Prismæssigt er hotellet aboslut overkommeligt og der er virkelig value-for-Money.  Skal man besøge Lund kan hotellet varmt…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hej Ulrik,  Stort tack för att din fina recension av vårt hotell. Vi önskar dig varmt välkommen åter nästa gång du har vägarna förbi Lunds Universitet!  Vänligen, Nathalie Jabrell Operations Manager",Date of stay: January 2017,"[All, languages]",190
AnteM71,Jan 2017,3,Centralt lägenhetshotell,"Upplever hotellet mer som lägenhetshotell med en enkel foajé och liten reception som är obemannad nattetid. Bra läge mitt i centrala Lund. Rummet/lägenheten var rent och innefattade mindre toalett med dusch, kök, sittgrupp samt dubbelsäng på en yta som kändes lagom tilltagen.…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hej Andreas,  Tack för att du tagit dig tid att ge oss feedback på din vistelse hos oss. Vi beklagar att frukosten inte levt upp till vår standard och ska se till att allas prio framöver ligger på att ha framme en trevlig buffé välfyllda fat, tallrikar, glas och bestick.  Varmt välkommen åter, Nathalie Jabrell Operations Manager",Date of stay: December 2016,"[All, languages]",190
HerrBengtsson,Jan 2017,5,Överraskande,"Var lite skeptisk till detta boende men är nu mycket nöjd. Mycket fräscht, bra centralt läge, bra parkeringsmöjligheter och trevlig personal. Fruktosten var också ok men skulle kunna innehålla något varmt också. Rekommenderas starkt","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hej HerrBengtsson,  Vi är så glada att läsa om din upplevelse hos oss! Hoppas att vi får se dig nästa gång du har vägarna förbi Lund.  Varmt välkommen åter, Nathalie Jabrell Operations Manager",Date of stay: January 2017,"[All, languages]",190
Roohee,Jan 2017,4,"Good location, comfortable stay","The serviced apartments are good and the staff are helpful and efficient. The rooms are good, with a kitchenette and attached bath. The breakfast facility is very good. It is close to the university, and is an excellent choice for both short and long term stays.","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hello Roohee,  Thank you for your nice rating! We are glad you consider us a good fit for both short and long term stays since this is one of our top goals with our business.  Hope to see you soon again! Nathalie Jabrell Operations Manager",Date of stay: June 2016,"[All, languages]",190
Texan_2urist,Dec 2016,3,Good Stay but can be better,"I stayed in this Aparthotel for 3 nights. I have been given a room at 5th floor facing back of the market area. The check in was quick. Front desk staff members were helpful with smile on face. Room was nice and quite. Bathroom was big enough, neat and tidy. A small kitchen was…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hello,  Thank you for taking the time to give us such good feedback on your stay. We apologize for the bad smell experienced from the refrigerator and are currently investigating different ways of dealing with this. We use ozone techniqe for neutralizing bad smell in rooms and open areas at the hotel, but this technique cannot be applied in cold areas such as refrigerators. We hope to find a solution soon!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: November 2016,"[All, languages]",190
Lena L,Dec 2016,5,stay at alund i Lund,"Bra läge nära till allt. Bra dygnsparkering betalades i receptionen. trevlig personal , Lagom vanlig frukost .  Lite slarvig städning vilket vi påpekade. Men  allt annat bra så vi kommer att bo här flera gånger.","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hej Lena,  Tack för ert fina omdöme! Vi beklagar att städningen inte levt upp till våra standards och jobbar hela tiden för att förbättra upplevelsen för våra gäster.  Varmt välkomna åter, Nathalie Jabrell Operations Manager",Date of stay: November 2016,"[All, languages]",190
Hidde-Jan,Nov 2016,4,"Great location, ok room","Stayed here on a business trip. The location is perfect, staff at the desk very friendly and the breakfast extensive. The bed was ok, some fan making a semi annoying background sound, the Wi-Fi very fast, the view on the parking lot a bit depressing. I'd probably come back but…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hello Hidde-Jan,  Thank you for giving us a review on your stay! We are sorry that you did not enjoy the view over the parking lot, we will make sure to give you a room facing the other way next time you stay with us. Everyone appreciate different rooms and views, some like the parking lot since it is more quiet and others find it more important to have something interesting to look at from the window. We learn about our guests every day!  Hope to see you soon again! Nathalie Jabrell Operations Manager",Date of stay: November 2016,"[All, languages]",190
Andrius S,Oct 2016,5,Excellent !!!,"Stayed here for all five days. Rooms have a kitchen corner, where you can cook for yourself if you'd like it. Bathroom is pretty big! TV with a lot of channels. In the basement you will find a small training room and sauna! Hotel is at the centrum of Lund. I recommend this hotel…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 18, 2017","Responded Jan 18, 2017","Hello Andrius,  Thank you for you top review! We are looking forward to seing you with us soon again!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: October 2016,"[All, languages]",190
halsdukar,Oct 2016,2,Ett helt okej hotell helt utan finesser,"Rummet var stort och rymligt men kändes mer som en opersonlig lägenhet än ett mysigt hotellrum. Tyckte inte om att hotellet inte hade receptionen öppen på kvällen. Vi fick veta att det fanns ett centralnummer i Stockholm att ringa om något skulle gå fel, känns inte helt säkert.…","Response from StayAtHotelLund, Manager at Forenom Aparthotel LundResponded Nov 21, 2016","Responded Nov 21, 2016","Hello,  Thank you for taking the time to give us feedback on your stay! We offer hotel apartments equipped with everything you need for a short to longterm stay away from home and our aim is to create the feeling of home that you sometime lack when staying at a normal hotel. I am sorry to hear that we have failed to give you this feeling during your stay.  Our on-duty staff at StayAt Hotel in Bromma are as passionate about guest service as we are and give the best help possible even from far away - always no more than a phone call away.  Looking forward to welcoming you back to us soon!  Nathalie Jabrell Operations Manager",Date of stay: October 2016,"[All, languages]",190
AndersNielsen2690,Oct 2016,5,Super lækkert hotel,"Vi elsker altid at besøge Stay At. Altid rene værelser. Store og lyse. Med mulighed for at lavet lidt mad eller en kop kaffe. Personalet er altid søde til at hjælpe og kender byen. Vi har været der flere gange, og kommer der helt sikkert igen.",,,,Date of stay: August 2016,"[All, languages]",190
Lekst78,Aug 2016,5,Perfekt för familjer!,Jätte rymliga lägenheter med två stora rum och stort fräscht badrum. Perfekt för familjer med barn som både får extra sängar och kok-möjligheter. Perfekt beläget mitt i centrala Lund. Trevlig service och god frukost och dessutom tvättstuga och gym som ingår!,,,,Date of stay: August 2016,"[All, languages]",190
Mclgs,Aug 2016,5,Great accommodation for a family ,"We stay with my family one night. Apartments are ample, well decorated and with everything you need for a comfortable stay.  Clean, friendly staff and good breakfast. Would definitely recommend. Walking distance to all main attractions. ",,,,Date of stay: August 2016,"[All, languages]",190
B_L05,Aug 2016,4,Surpisingly good!,"We stayed two night at StayatLund and enjoyed it. Although the check-in was rather awkward, as the receptionist had already left for the day and the parking procedure was not very clear for a non-Swedish speaking guest, the place is absolutely recommendable. The rooms are…",,,,Date of stay: August 2016,"[All, languages]",190
HuaHinMike_13,Aug 2016,1,lost my reservation?,"late the night before arriving to Lund,  received email from Stay At Lund saying they had lost my reservation,  were full up,  and they had booked me at the Grand (ok, but I really avoid those kind of ""Grand"" hotels).   Here's the kicker,  keeping in mind they had lost my…","Response from StayAtHotelLund, Manager at Forenom Aparthotel LundResponded Aug 10, 2016","Responded Aug 10, 2016","Hello Mikael,  It is a tough situation when a hotel is fully booked and something happens to leave the staff with an overbooking. We are terrible sorry about how the situation was handled, we always aim for total transperancy against our guests.  We tried to solve a hard sitatuion by accomodating you at the finest hotel in Lund at our cost, and we hope you were able to enjoy your stay at Grand Hotel.  Again, we are sorry about your experience with StayAt and want to ensure you that we really tried our best to make your visit in Lund the best it could be.  Best regards, Nathalie Jabrell Operations Manager",Date of stay: August 2016,"[All, languages]",190
bianca72,Aug 2016,5,Great gem,We had a family room and it was great. Room is big with own bathroom (website isn't too clear on this) and small kitchen. It's in the middle of town and they have a great parking place outside the hotel. We got a great deal on the price. Would stay here again,,,,Date of stay: August 2016,"[All, languages]",190
C4ROL1NE,Jul 2016,5,Très sympa pour famille,"Un très chouette séjour. Chambre/appartement familial, avec une cuisine pour y faire nos repas, un lave vaisselle, tout l'équipement, les produits pour la vaisselle, une salle de bains nickel et spacieuse, et une décoration sympa.  Tout cela permet de passer un chouette séjour à…",,,,Date of stay: July 2016,"[All, languages]",190
Ragge62,Jul 2016,2,Noisy!,"We have stayed at this hotel twice before and been very satisfied. This visit this time was unfortunately a disappointment. The room we were given had a very bad location, just above the yard of a busy grocery store. Noisy vans, compressors for waste, smoking from the employee`s…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jul 26, 2016","Responded Jul 26, 2016","Hello,  Thank you for your feedback. We are sorry to hear about your latest experience with us and also sorry that our alternatives for room move were so poor this time. We have taken action on your noise complaints and found out that our neighbour were doing prohibited contruction work during night time. This has now stopped fortunately, and we would like to thank you for informing us about this. Normally, the rooms facing the courtyard are the most quiet at the hotel.  We hope to see you soon again! Best regards, Nathalie Jabrell Operations Manager",Date of stay: July 2016,"[All, languages]",190
Bumblehumla,Jun 2016,3,It used to be a better deal. Parking can be a real bad experience,"We stayed a couple of times in the hotel, it used to be our favorite hotel in Lund. The prices were reasonable in the last years, now it has become expansive.  This time we booked a superior room which should have had a size of 35 square meters. The room we got was meant for…","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Jun 17, 2016","Responded Jun 17, 2016","Hello,  Thank you for your feedback. We are sorry that you experience the room as small. The superior rooms are 35 sqm (including bathroom) in general, but the size can differ little (+/- 1-2 sqm) depending on the room plan.  Parking in Lund is expensive since municipality are working towards making the city center a car free zone. We use Q-Park as a parking alternative to our guests since this is the closest and most accessable parking lot. We really try to be as clear as we can in our information regarding the parking tickets, as we are concerned about how our guests experience parking as part of their stay.  Thanks to your feedback, we are adding a note in English for all parking tickets sold by the front desk to foreign guests. We hope that this will make it all much clearer!  We hope to see you soon again! Best regards, Nathalie Jabrell, Operations Manager  ",Date of stay: May 2016,"[All, languages]",190
James A,May 2016,4,"Great location, nice hotel with good breakfast","Stayed a week while visiting our son.  Great location, with restaurants and shopping near by.  Staff was very friendly and helpful.  Room was clean and satisfactory for the 3 of us.  We really enjoyed the buffet breakfast in the morning and the coffee and cookies through out the…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jun 22, 2016","Responded Jun 22, 2016","Hello James,  Thank you for your nice feedback. We hope to see you again next time your visiting your family!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: April 2016,"[All, languages]",190
Mi T,Feb 2016,5,Personligt,Personalen är fantastisk och man får känslan av att bo hemma hos någon. Vi möttes av värme och hjälpsamhet  och fick hjälp med allt från att  hitta bra restauranger till vägbeskrivningar OCH vi blev bjudna på micropopcorn en kväll. Här vill jag bo igen!,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 22, 2016","Responded Feb 22, 2016","Hej Mi,  Tack för din fina recension. Vi försöker vara så tillmötesgående vi bara kan genom att tillgodose alla våra gästers behov. Jättekul att vi gjort ett positivt intryck och vi önskar dig varmt välkommen tillbaka!  Vänligen, Nathalie Jabrell Operations Manager",Date of stay: February 2016,"[All, languages]",190
JuliaJ10,Feb 2016,4,"Clean convenient apartments in Lund, if a bit industrial.",StayAt Lund is a great resource with clean and convenient apartments in Lund. The breakfast is great and the apartments are clean. The only downside is that the place lacks a bit of charm. The hallways seem to be inspired by the architecture of the nearby dorm rooms and the…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Feb 22, 2016","Responded Feb 22, 2016","Hello Julia,  Thank you for your feedback. We are glad that you enjoyed your stay with us! Hallways are a tough one - we agree with you. We are trying to create a more home-y feel to them as we speak by putting up large canvas paintings made by own guests... True artists I must say!  We hope you'll have another visit soon so you can see our new paintings!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: March 2015,"[All, languages]",190
Jonna2016,Jan 2016,5,Fint hotell och utmärkt service!,Jag måste ge mitt största beröm till detta hotell! Jag hörde av mig innan min vistelse där och hörde om hotellet kunde bistå med glutenfri och laktosfri frukost. Jag har blivit lovad samma sak på andra hotell tidigare men när jag väl stått där på frukostbuffén har de stått där…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 24, 2016","Responded Jan 24, 2016","Hej Jonna,  Vad glada vi blir av att läsa din fina recension. Vi försöker visa stor omtanke för alla våra gäster och ska se till att föra vidare din feedback till frukostpersonalen!  Varmt välkommen tillbaka, Nathalie Jabrell Operations Manager",Date of stay: January 2016,"[All, languages]",190
Gabrio_Desy,Dec 2015,5,Appartamenti moderni,"In posizione centrale, a 15 min a piedi dalla stazione, dispone di camere moderne e grandi, colorate e con cucina funzionale. I letti sono grandi e comodi ed essendo in poaizione tranquilla, si dorme benissimo! Personale gentilie e disponibile. Colazione varia e abbondante.",,,,Date of stay: June 2015,"[All, languages]",190
Morgan O,Dec 2015,4,Jättefint hotell,"Ett jättefint hotell med fräscha rum och modern inredning. Vi bodde i ett familjerum med pentry så man kan laga lättare mat där. Plus för att det finns diskmaskin. Hotellet ligger centralt i Lund och är nära till sevärdheter. Parkering kan erbjudas mot avgift,",,,,Date of stay: November 2015,"[All, languages]",190
Arndt,Dec 2015,4,Convenient apartment hotel in the centre of Lund,"We stayed at the StayIn Lund for two nights; everything went well. As others pointed out, the place is clean and convenient. The breakfast times could be a bit more generous (even on weekdays, not everyone is there on business). Another detail is the fact that if you want an…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 25, 2016","Responded Jan 25, 2016","Hello,  Thank you for taking the time to give us feedback on your stay with us. We're sorry that we couldn't meet your wishes for both a pet room and a Queen bed this time. This room type must have been fully booked during your stay.  We hope we'll be able to accomodate you with both a Queen bed and a pet room next time you visit!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: December 2015,"[All, languages]",190
Marco Z,Dec 2015,4,Good Place to be,Stayed a night for a business meeting near by. Selected the hotel because of the good reviews and its location. The location is perfect if u wanna go out for beers and dinner . Same if u wanna explore Lund . The rooms are well equipped and with lots of space . The style of the…,"Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 25, 2016","Responded Jan 25, 2016","Hello Marco,  Thank you for your feedback. Unfortunately we're not able to keep the back door towards the parking deck open (without key card) because of security reasons. We hope that you were able to go in without trouble once you collected your key.  Warmly welcome back to us!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: December 2015,"[All, languages]",190
khdaphnet,Dec 2015,5,Warm and family friendly,"The staffs were warm and friendly. Activities were organized regularly. The reception area was equipped with kid friendly items, and fika was available for certain time everyday free-of-charge. However the room size's not very big, with 2 children it's a bit cramped. And the…","Response from StayAtHotelLund, Chef at Forenom Aparthotel LundResponded Jan 25, 2016","Responded Jan 25, 2016","Hello,  Thank you for your feedback. We're sorry to hear about your poor experience regarding the cleaning. We try hard to set a high standard regarding this with daily spot checks, and will continue this work to avoid these mistakes in the future.  Warmly welcome back to us!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: September 2015,"[All, languages]",190
Per D,Nov 2015,4,Lägenhetshotell i centrala Lund,"Fint lägenhetshotell i centrala Lund, nära affärer och restauranger. Hotellet har bra frukost och fina, nybyggda rum. Rummen är stora och har ett litet kökmed spis, kyl, diskbänk. Hotellet ligger centralt men ändå i en lugn och tyst del av centrum.",,,,Date of stay: November 2015,"[All, languages]",190
MXM166,Nov 2015,4,Hotel agréable,"Situé à dix minutes de l'université, l'hôtel est très agréable - la chambre est fonctionnelle avec une cuisine et frigo. Elle est bien agencée et donne sur une rue calme sans circulation. Le petit déjeuner est simple avec des produits locaux, en cours d'après-midi, il y a…",,,,Date of stay: May 2015,"[All, languages]",190
gunvor,Oct 2015,5,Amazing suites hotel in town ,We thoroughly enjoyed our stay while visiting the university. The apartment style room had plenty of room and a fully equipped kitchenette. The bed and the sofa bed for the kids was also very comfortable. The lobby was spacious with coffee and tea available much of the day. He…,,,,Date of stay: October 2015,"[All, languages]",190
Loket_1959,Sep 2015,5,Fantastiskt rum och rätt nivå av service,"Bodde en helg på hotellet och vi var tre i sällskapet samt en hund.  Vi fick ett stort rum med bra kök. På rummet fanns dessutom matskål för hunden, det överraskade verkligen positivt. Läget för att besöka centrala Lund är mycket bra. Parkering finns på baksidan av hotellet.","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Sep 16, 2015","Responded Sep 16, 2015","Hello,  We would like to thank you for taking the time to give us feedback on your stay. We are glad to see that you are satisfied with your stay and hope to see soon again!  And of course your dog is welcome to! StayAt loves dogs!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: September 2015,"[All, languages]",190
WhereNextl,Aug 2015,5,Great Stay!,"We booked a superior studio for 3 adults. The large twin beds were really comfortable and the fold-out sofa bad was fine for one adult or two children. The apartment was fresh, modern and very well equipped. It was spacious and bright and a pleasure to come back to at any time…","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Sep 16, 2015","Responded Sep 16, 2015","Hello,  We would like to thank you for taking the time to give us feedback on your stay. The breakfast is one of the most important parts of a hotel stay for many guests and we will act on your feedback directly.  We hope to see you soon again when you are visiting your daughter!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: August 2015,"[All, languages]",190
Julian Tavora,Aug 2015,5,Fully equipped apartment - perfect stay,"This place is perfect. From its location, to its staff and everything in between.  We stayed in one of the apartments with a 5yo and a baby. The apartment was modern, fully equipped and very clean. Everything you need is a short walk away, including museums and bars to chill out…",,,,Date of stay: August 2015,"[All, languages]",190
annafbarker,Aug 2015,5,"Absolutely perfect, highly recommend!","This is a brilliant place to stay. The staff are so helpful and friendly. It's great having the option to cook in the flat, and the provided breakfast is delicious. There's a gym and a sauna and it's super central- I haven't been bored once. Couldn't recommend enough as a place…","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Sep 16, 2015","Responded Sep 16, 2015","Hello,  We would like to thank you for taking the time to give us feedback on your stay. We are glad to see that you are satisfied with your stay and hope to see soon again!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: August 2015,"[All, languages]",190
Marenstephanie,Aug 2015,5,Schönes Hotel mit tollem Personal,"Als wir ankamen mussten wir uns selbst einchecken, was aber mit telefonischer Unterstützung der Rezeptionistin kein Problem war. Die Zimmer waren riesig, sehr modern und sauber und die Küchenzeile war gut eingerichtet. Das Frühstück war lecker, reichhaltig und das Personal sehr…","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Sep 16, 2015","Responded Sep 16, 2015","Hello,  We would like to thank you for taking the time to give us feedback on your stay. We are glad to see that you are satisfied with your stay and hope to see soon again!  We are also glad to hear that you lost items found its way back home safely.  Best regards, Nathalie Jabrell Operations Manager",Date of stay: August 2015,"[All, languages]",190
Anna B,Jul 2015,3,Bra frukost,Helt ok hotell med litet kök ifall man äter inne. Tvättstuga med två bokningsbara maskiner men testade dem inte. Bra frukost där de hade lagt tid på uppläggning och de små detaljerna. Barnen saknade dock bacon eller annat varmt. Kaffemaskin för de som inte ville ha bryggkaffe…,,,,Date of stay: July 2015,"[All, languages]",190
MarcLager,Jul 2015,4,Centralt och prisvärt,"Vi bodde två nätter i ett stort rum - barnen låg i bäddsoffan och vi vuxna i dubbelsängen. Rummet kändes rymligt, modernt och praktiskt, med bord och kokvrå. Toalett och dusch var helt okej. Sängen var bra, men kuddarna kändes lite platta och skulle nog behöva bytas ut. …",,,,Date of stay: July 2015,"[All, languages]",190
gbjaero,Jun 2015,5,Excellent hotel right in the city center,"Stayed for a week with my wife and our two teenagers - the staff is really friendly, breakfast great and both rooms and facilities clean and functional. We had 5-6 other families staying there at the same time and everyone pleased with the hotel....",,,,Date of stay: July 2014,"[All, languages]",190
Imanol B,May 2015,4,Muy bueno,Excelente relacion precio calidad. La atencion muy buena. El desayuno de lo me jor . Habitaciones comodas tipo departamentos. Algo malo. ..La habitacion que me toco no tenia aire acondicionado. Por lo demas super recomendado,,,,Date of stay: April 2015,"[All, languages]",190
TheSeattleTraveller,Apr 2015,5,Outstanding,This is a fantastic hotel in Lund. Right in the middle of the city. Lund by itself is a beautiful University town. I was taking the train from CPH airport. My flight was delayed and I had emailed them. They send me a code for the getting into the main door and retrieving my key…,"Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded May 24, 2015","Responded May 24, 2015","Hello,  Thank you for your important feedback. We are glad that you were happy with our solution for late night check-ins and that everything was to your satisfaction during your stay with us.  Warmly welcome back to us!  Best regards, Nathalie Jabrell Operations Manager StayAt Hotel Apartments",Date of stay: November 2014,"[All, languages]",190
TravelNat80,Apr 2015,5,Great stay!,"Stayed here for work several times. Great experience every time. Good location (close to station and in city centre, 2 min walk from restaurants & supermarker), good facilities (gym, sauna, laundry room), helpful staff, nice and clean room! Perfect!! Really feels like home!","Response from StayAtHotelLund, Receptionschef at Forenom Aparthotel LundResponded Apr 29, 2015","Responded Apr 29, 2015","Hello,  Thank you for chosing StayAt Lund when you travel for work. We are glad to hear that you enjoy our service and appreciate you giving us this feedback.  Warmly welcome back next time - hope to see you soon again!  Best regards, Nathalie Jabrell Operations Manager",Date of stay: March 2015,"[All, languages]",190
