a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_01547,Architecture,Building,Landmark,Medieval architecture,Place of worship,Church,Sky,Classical architecture,Facade,Spire,Lund Cathedral ¢,SH S.W, Aug 2017
Lund_01373,Landmark,Building,Architecture,Town,Steeple,Medieval architecture,Church,Cathedral,City,Sky,Lundagérd,Antonella Torrett, Aug 2017
Lund_01503,Garden,House,Property,Estate,Home,Natural landscape,Building,Cottage,Shrub,Manor house,Botanical Garden,Satu Koivukanga, Aug 2017
Lund_01001,Fountain,Water,Water resources,Water feature,Grass,Landscaping,Garden,Lawn,Watercourse,Landscape,Stadsparken i Lund,Stadsparken i Lund, Aug 2016
Lund_00733,Building,Landmark,Architecture,Property,Town,House,Mansion,Château,Estate,Stately home,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_02111,Landmark,Building,Architecture,Classical architecture,Presidential palace,Official residence,Estate,Palace,Mansion,Stately home,Lundagérd 8,@ Erik Westrup, Aug 2013
Lund_00808,Urban area,City,Roof,Architecture,Building,Human settlement,Town,Metropolitan area,Neighbourhood,Residential area,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_02872,Building,Property,Estate,Mansion,Landmark,House,Architecture,Palace,Classical architecture,Château,Lundagérd,Annette Friberg, Aug 2018
Lund_01866,Building,Landmark,Property,Architecture,Town,Brick,Church,House,Brickwork,Medieval architecture,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_03048,Snow,Winter,Asphalt,Freezing,Road,Sky,Lane,Tree,Road surface,Frost,Raby Sjopark,N R - UE T TR T T, Aug 2018
Lund_00536,Building,Château,Stately home,Landmark,Architecture,Property,Estate,Mansion,Palace,Medieval architecture,Grand Hotel Lund ¢,[ NN, Aug 2017
Lund_03179,Property,Building,Estate,House,Home,Manor house,Residential area,Real estate,Architecture,Tree,Kulturen,A'» Seb Cartoon, Aug 2017
Lund_00684,Landmark,Sky,Architecture,Building,Church,Medieval architecture,Classical architecture,Place of worship,Steeple,Town,Lundagérd 9,@ Rene Wagner, Aug 2017
Lund_00984,Estate,Property,Building,Mansion,House,Palace,Architecture,Official residence,Historic house,Manor house,Lundagérd,& MONICA MARIN(, Aug 2017
Lund_00130,Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,Shore,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00908,Building,Architecture,Classical architecture,Landmark,Property,Estate,Mansion,Palace,House,Stately home,Lundagérd 9,[\ ), Aug 2014
Lund_00782,Landmark,Building,Classical architecture,Architecture,Medieval architecture,Facade,Place of worship,Historic site,Church,Cathedral,[T L H e G B T,% Antonella Torrett, Aug 2017
Lund_00675,Building,Architecture,Landmark,Facade,Sky,Classical architecture,City,Church,Cathedral,Place of worship,[T e T T T,@ Daniel Klein, Aug 2018
Lund_02005,Building,Estate,Mansion,Property,Palace,House,Stately home,Official residence,Architecture,Presidential palace,Lundagérd c,Matic Smodis, Aug 2016
Lund_01478,Landmark,Medieval architecture,Building,Architecture,Steeple,Town,Church,Facade,Historic site,Cathedral,Lund Cathedral,Gabriele Kreiner, Aug 2017
Lund_01607,Town,City,Human settlement,Street,Public space,Town square,Landmark,Building,Architecture,Cobblestone,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01391,Property,Building,House,Home,Town,Architecture,Estate,Historic house,Real estate,Mansion,Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_01142,Landmark,Architecture,Building,Sky,Mansion,Stately home,Palace,Spring,Estate,Plant,LG LT,@ Anamaria Dutcez, Aug 2016
Lund_00967,Property,Garden,Lawn,Estate,Natural landscape,Grass,Tree,Landscaping,House,Botanical garden,Botanical Garden,"':,(”; Bin Ma", Aug 2017
Lund_01568,Property,Building,Real estate,House,Home,Roof,,,,,Ljungs Handel ¢,Johan Ljung, Aug 2017
Lund_00618,Building,Landmark,Architecture,Property,House,Estate,Mansion,Courthouse,Palace,Historic house,Sankt Lars sjukhus,6 IR DL, Aug 2017
Lund_00088,Building,Property,Architecture,Facade,Vehicle,Neighbourhood,House,Bicycle,Arch,Urban design,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02007,Landmark,Building,Architecture,Palace,Classical architecture,City,Facade,Tourism,Tourist attraction,Presidential palace,Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_00764,Landmark,Building,Medieval architecture,Architecture,Tree,Tower,Historic site,Castle,Estate,Plant,Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_03033,Filling station,Fuel,Gasoline,Building,Transport,Sky,Gas,Business,Architecture,Evening,CircleK,1@ [ E R, Aug 2017
Lund_02628,Grassland,Grass,Pasture,Land lot,Green,Natural environment,Lawn,Meadow,Field,Grass family,Rabysjon och Raby s,620 Mikko Lauhakri, Aug 2018
Lund_00615,Landmark,Building,Architecture,Tree,Estate,Courthouse,House,Mansion,City,Tourist attraction,Lundagérd,@ loanna Giannopo, Aug 2016
Lund_00854,Building,Estate,Mansion,Property,Palace,Official residence,Stately home,Architecture,Manor house,House,Lundagérd,Aleksandras Ples, Aug 2013
Lund_02593,Body of water,Water resources,Natural landscape,Nature,Riparian zone,Water,River,Watercourse,Bank,Stream,Vackert stopp pa mii,[0 P, Aug 2016
Lund_00116,Building,Facade,Architecture,Roof,House,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00824,Estate,Building,Property,House,Architecture,Mansion,Landmark,Home,Tree,Stately home,Lundagérd 9,@ Daniel Klein, Aug 2018
Lund_01317,Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site,Kulturen |,Kulturen |, Aug 2016
Lund_00786,Estate,Property,Garden,Lawn,Home,House,Natural landscape,Botanical garden,Building,Grass,Botanical Garden,u& Andreas Gillberg, Aug 2017
Lund_00257,Landmark,Architecture,Building,Medieval architecture,Sky,Classical architecture,Cathedral,Place of worship,Church,Gothic architecture,[T T o1 T T T,NI Kampfnase, Aug 2018
Lund_00035,Statue,Landmark,Monument,Architecture,Building,Sculpture,Art,Campus,National historic landmark,Facade,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00783,Water,Landmark,Fountain,Architecture,Sky,Tree,Botany,Garden,Water feature,Reflecting pool,Lundagérd,S GEERS Wy, Aug 2018
Lund_02145,Natural landscape,Nature,Vegetation,Nature reserve,Tree,Natural environment,Bank,Waterway,Canal,Wilderness,Botanical Garden,Dennis Svartek, Aug 2017
Lund_00861,Building,Estate,Classical architecture,Landmark,Mansion,Architecture,Palace,Property,Stately home,Official residence,Lundagérd 8,@ Ryan Wilson, Aug 2009
Lund_02328,Grassland,Grass,Pasture,Land lot,Meadow,Grass family,Lawn,Tree,Recreation,Plant,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016
Lund_00708,Building,Landmark,Architecture,Grass,Church,Tree,Medieval architecture,Sky,Stately home,Estate,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
Lund_00213,Tree,Architecture,Landmark,Urban area,Town,Building,Wall,City,Public space,Street,‘i’) [N,‘i’) [N, Aug 2018
Lund_00776,Building,Landmark,Estate,Mansion,Palace,Property,Architecture,House,Official residence,Sky,,, Aug 2016
Lund_00560,Building,Landmark,Architecture,Property,Palace,Stately home,Estate,Classical architecture,Château,Facade,Lundagérd,ESRVNTISVIN: Y, Aug 2017
Lund_02197,Building,Property,Architecture,Mixed-use,Apartment,Neighbourhood,House,Residential area,Real estate,Commercial building,Asylen,ﬁ BN PN R, Aug 2017
Lund_00341,Building,Estate,Mansion,Property,Landmark,House,Architecture,Palace,Classical architecture,Official residence,Lundagérd 9,B Ben Weston, Aug 2018
Lund_02646,Hay,Field,Straw,Farm,Harvest,Grass family,Rural area,Tree,Agriculture,Plant,Nobbel6vs mosse,i\ 1T T, Aug 2014
Lund_02438,Natural landscape,Body of water,Nature,Sky,Vegetation,Nature reserve,Water resources,Water,Lake,Natural environment,L TR TR,O ) Olexiy Avramche!, Aug 2017
Lund_01738,Garden,Lawn,Yard,Natural landscape,Botanical garden,Grass,Walkway,Landscape,Flower,Landscaping,Botanical Garden,Hasse Johansso, Aug 2017
Lund_00820,Cobblestone,Town,Public space,Sky,Human settlement,Flooring,City,Town square,Tourism,Street,Stortorget c,(r;’ Mato Bo$njak, Aug 2016
Lund_02882,Property,Building,Architecture,Tree,Estate,Urban area,House,Manor house,Mansion,Sky,. jLarsen,. jLarsen, Aug 2017
Lund_00045,Landmark,Architecture,Building,Sky,Cathedral,Church,Town,Tree,Wall,City,. Robert Henger,. Robert Henger, Aug 2018
Lund_01485,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,Michael Sturaro, Aug 2016
Lund_01475,Town,City,Street,Human settlement,Building,Urban area,Road,Architecture,Public space,Downtown,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00124,Town,City,Building,Human settlement,Pedestrian,Street,Plaza,Neighbourhood,Public space,Architecture,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01739,Building,Property,Estate,Stately home,Architecture,Mansion,Palace,Manor house,Château,Official residence,Lundagérd,é_ Lucian Gevelegia, Aug 2008
Lund_00092,Building,Town,Electronic signage,Restaurant,Signage,Architecture,City,Facade,Mixed-use,Downtown,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street,[T ¢,@ Mato Bo$njak, Aug 2016
Lund_00700,Landmark,Architecture,Building,Sky,Medieval architecture,Cathedral,Town,City,Gothic architecture,Facade,Lundagérd 9,//*5;' Streifi Greif, Aug 2017
Lund_00458,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014
Lund_02541,Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain,Klosteréngshojden,Klosteréngshojden, Aug 2016
Lund_00457,Building,Estate,Palace,Property,Mansion,Landmark,Official residence,Stately home,Architecture,Classical architecture,Lundagérd 9,N Nadia Naji, Aug 2014
Lund_01801,Reflecting pool,Water,Botany,Botanical garden,Tree,Pond,Garden,Park,Architecture,Fountain,Lundagérd,Fernando Gémez, Aug 2017
Lund_02089,Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree,Botanical Garden,Krisztina Boldisn, Aug 2016
Lund_00980,Town,City,Public space,Human settlement,Town square,Building,Architecture,Plaza,Street,Tourism,[T e T T T,@ Daniel Klein, Aug 2018
Lund_00056,Property,House,Home,Residential area,Town,Land lot,Building,Estate,Cottage,Rural area,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02038,Sky,Cloud,Water,Reflection,Architecture,River,Morning,Waterway,Evening,Atmosphere,Nova,@ Leif Tomas Olssc, Aug 2017
Lund_03199,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Church,Steeple,Place of worship,Spire,Facade,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018
Lund_02821,Property,Building,Estate,Medieval architecture,Architecture,House,Castle,Tree,Château,Manor house,Lundagérd,Lundagérd, Aug 2017
Lund_00199,Night,Building,Street,City,,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00821,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Facade,Cathedral,Classical architecture,Sky,[T L He 1 BT,‘g\ Thomas Crahay, Aug 2017
Lund_01492,Landmark,Building,Architecture,Medieval architecture,Cathedral,Place of worship,Classical architecture,Church,Facade,Gothic architecture,Lund Cathedral,RICUCEIEE, Aug 2016
Lund_02796,Tree,Branch,Twig,Woody plant,Plant,Leaf,Sky,Sunlight,Deciduous,Plant stem,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00667,Landmark,Sky,Building,Architecture,Palace,Estate,Mansion,City,Tree,Stately home,Lundagérd,% William Térneber, Aug 2016
Lund_00522,Building,Estate,Landmark,Architecture,Palace,Mansion,Classical architecture,Property,Stately home,Official residence,Lundagérd 9,(o) JoL RV, Aug 2018
Lund_00112,Building,Property,House,Architecture,Home,Real estate,Tree,Facade,Window,Historic house,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00172,Landmark,Architecture,Building,Tower,Church,Tree,Steeple,Sky,Place of worship,Winter,‘i’) [N,‘i’) [N, Aug 2018
Lund_00138,Town,Neighbourhood,Building,Street,Human settlement,City,Pedestrian,Downtown,Urban area,Architecture,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01523,Wall,Castle,Building,Architecture,Fortification,Medieval architecture,Tree,Château,History,Sky,Lundagérd,"(&, =1 0 YT", Aug 2017
Lund_00168,Tree,Woody plant,Plant,Car,Vehicle,Residential area,Architecture,Building,Grass,House,"‘é"" [N","‘é"" [N", Aug 2018
Lund_00477,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_01129,Property,Building,House,Residential area,Town,Home,Architecture,Real estate,Neighbourhood,Estate,Kulturen,"""“ Kcenus Llanosa", Aug 2017
Lund_00741,Medieval architecture,Architecture,Building,Landmark,Place of worship,Gothic architecture,Cathedral,Church,Classical architecture,Steeple,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00462,Estate,Palace,Sky,Building,Landmark,Château,Mansion,Stately home,Castle,Architecture,Lundagérd,&) Breogén Gémez, Aug 2017
Lund_00086,Classical architecture,Architecture,Landmark,Column,Building,Facade,Ancient roman architecture,Arch,Material property,Stock photography,‘i’) [N,‘i’) [N, Aug 2018
Lund_01044,Building,Estate,Mansion,Classical architecture,Landmark,Palace,Architecture,Official residence,Stately home,Presidential palace,Lundagérd,G  Giliana Gallegra, Aug 2018
Lund_02020,Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area,Kulturen |,Kulturen |, Aug 2016
Lund_02028,Building,Property,Estate,Tree,Sky,Architecture,Stately home,House,Grass,Mansion,Lundagérd,Jens Sonn, Aug 2017
Lund_00516,Building,Estate,Mansion,Property,Palace,Landmark,Stately home,Architecture,Classical architecture,Official residence,Lundagard ¢,. 21308, Aug 2018
Lund_01119,Building,Landmark,Architecture,Medieval architecture,Property,Facade,Brick,Stately home,Arch,Brickwork,Lund Cathedral,; P RS E, Aug 2017
Lund_02405,Water,Landmark,Sky,Architecture,Tree,Botany,Street light,Garden,Spring,Building,Lundagérd,@ (&= T ] YT, Aug 2017
Lund_00525,Building,Mansion,Property,Estate,Palace,Architecture,Landmark,House,Classical architecture,Stately home,Lundagérd 9,C ) Carin Gardén, Aug 2018
Lund_01290,Garden,Botanical garden,Shrub,Lawn,Tree,Natural landscape,Flower,Plant,Spring,Botany,Botanical Garden,Krisztina Boldisn, Aug 2016
Lund_02304,Natural landscape,Grassland,Natural environment,Plain,Sky,Field,Pasture,Land lot,Grass,Prairie,L EENE,RCLEEL 0], Aug 2016
Lund_00260,Landmark,Building,Estate,Mansion,Palace,Architecture,Official residence,House,Presidential palace,Stately home,Lundagérd 8,@ Zhu Yanwei, Aug 2017
Lund_00907,Building,Architecture,Landmark,Classical architecture,Palace,Property,Mansion,Estate,House,Facade,Lundagérd,0 Joachim Maxein, Aug 2017
Lund_00370,Building,Palace,Estate,Mansion,Architecture,Official residence,Stately home,Château,Presidential palace,House,A LG,& Victor Kalbskopf, Aug 2016
Lund_00198,Grassland,Grass,Road,Walking,Field,Grass family,Plain,Tree,Rural area,Ecoregion,‘i’) [N,‘i’) [N, Aug 2018
Lund_01704,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Presidential palace,Mansion,Estate,Lundagérd 9,Crac Isacuk, Aug 2018
Lund_02862,Sky,Landmark,Grass,Natural landscape,Tree,Cloud,Monument,Memorial,Tower,Rural area,Lund Cathedral,@ (LTI, Aug 2017
Lund_01479,Property,House,Home,Building,Water,Real estate,Waterway,Residential area,Cottage,Village,Kulturen,=1LV ), Aug 2018
Lund_02385,Sky,Cloud,Field,Hay,Pasture,Plain,Rural area,Straw,Farm,Grassland,Nobbel6vs mosse,L 1T T, Aug 2014
Lund_00209,Vehicle,Boat,Waterway,Watercraft,Port,Harbor,Ship,Marina,Tall ship,Channel,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02647,Grassland,Natural landscape,Natural environment,Prairie,Plain,Sky,Steppe,Pasture,Grass,Ecoregion,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
Lund_01350,Building,Landmark,Property,Mansion,Palace,Estate,Architecture,Classical architecture,House,Stately home,Lundagérd,Annette Friberg, Aug 2018
Lund_00439,Château,Palace,Estate,Building,Mansion,Stately home,Castle,Architecture,House,Manor house,Lundagérd,) IDEVIGEEN T Yo, Aug 2014
Lund_00876,Building,Landmark,Architecture,Town,Property,City,Human settlement,Sky,Public space,Urban area,Lundagérd g,@ Daniel Klein, Aug 2018
Lund_02137,Building,Shack,House,Architecture,Log cabin,Village,,,,,Kulturen g,@ Giulia Spada, Aug 2018
Lund_01158,Property,Architecture,Building,Estate,Panorama,Residential area,Photography,Sky,Real estate,Facade,Lundagérd,L) UIf Zimmermann, Aug 2018
Lund_01289,Estate,Mansion,Palace,Building,Château,Property,Stately home,Official residence,Manor house,Castle,. jLarsen,. jLarsen, Aug 2017
Lund_00117,Building,Medieval architecture,Architecture,Landmark,Church,Town,Wall,Place of worship,Chapel,Sky,‘i’) [N,‘i’) [N, Aug 2018
Lund_02227,Sky,Motor vehicle,Residential area,Road,Cloud,Urban area,Transport,Town,Asphalt,Architecture,Lunds Bollklubb,Florian Weissbac, Aug 2018
Lund_00544,Landmark,Building,Classical architecture,Architecture,Mansion,Estate,Property,Palace,Official residence,Stately home,Lundagérd 8,6 W Matecki, Aug 2012
Lund_01559,Town,City,Public space,Human settlement,Plaza,Building,Landmark,Town square,Pedestrian,Street,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00118,Natural landscape,Tree,Table,Furniture,Bench,Estate,Grass,Grove,Architecture,Building,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02571,Grassland,Pasture,Natural environment,Sky,Natural landscape,Green,Meadow,Grass,Plain,Land lot,Rinnebick Gorge 2,ﬁ Ani Vera, Aug 2017
Lund_01565,Property,House,Building,Roof,Home,Cottage,Architecture,Real estate,Land lot,Grass,Kulturen,Giulia Spada, Aug 2018
Lund_01449,Building,Architecture,Church,Grass,Tree,Estate,Abbey,Place of worship,Campus,Lawn,Lundagérd,patrice bragard, Aug 2018
Lund_02063,Building,Estate,Palace,Stately home,Official residence,Mansion,Architecture,Presidential palace,Sky,House,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_01685,Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire,Kulturen |,Kulturen |, Aug 2016
Lund_01650,Landmark,Building,Architecture,Stately home,Sky,City,Urban area,Spire,Tree,Turret,Lundagérd,@ Gheorghe Zamfir, Aug 2018
Lund_01146,Building,Property,Architecture,Neighbourhood,Stately home,Brick,Real estate,College,Apartment,City,Lund Cathedral,; P RS E, Aug 2017
Lund_00359,Building,Landmark,Architecture,Palace,Classical architecture,Property,Mansion,Estate,House,Official residence,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
Lund_01639,Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use,The More Hotel Lunc,@ Gabor Papp, Aug 2016
Lund_02671,Town,Residential area,Neighbourhood,Property,Building,Street,Human settlement,Road,City,Architecture,g hussam selawi,g hussam selawi, Aug 2018
Lund_00226,Landmark,Building,Architecture,Sky,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Church,Lund Cathedral,Q Jonas Kirkegaart, Aug 2017
Lund_00617,Building,Landmark,Town,Property,Neighbourhood,Architecture,City,Human settlement,Residential area,Urban area,AF Borgen AB ¢,EIE D1 (61, Aug 2016
Lund_00914,Estate,Building,Mansion,Palace,Landmark,Stately home,Property,Official residence,Classical architecture,Château,Lundagérd 9,@ Viral Rami, Aug 2017
Lund_03178,Building,Architecture,Landmark,Property,Town,House,Sky,Facade,Mansion,City,[T e T T T,Daniel Klein, Aug 2018
Lund_00559,Landmark,Estate,Mansion,Building,Palace,Property,Architecture,House,Stately home,Sky,Lundagérd,L Lodewijk Portielj, Aug 2018
Lund_00391,Property,Building,Estate,Stately home,Architecture,College,Manor house,Tree,City,House,Lund Cathedral,; P RS E, Aug 2017
Lund_02627,Land lot,Tree,Fence,Rural area,Wall,Landscape,Pasture,Road,Farm,Cloud,Rinnebick Gorge,Florian Weissbac, Aug 2018
Lund_02228,Property,Grass,Transport,Residential area,Land lot,Public space,Tree,Architecture,Road,Neighbourhood,CircleK,Thanon Shamel, Aug 2016
Lund_01107,Estate,Mansion,Property,Building,Landmark,Lawn,Home,Grass,Architecture,House,Lundagérd,@ Tiinde Vigyinszki, Aug 2017
Lund_01751,Property,Building,Estate,Town,Public space,Palace,Tree,City,House,Sky,Lundagérd,Annette Friberg, Aug 2018
Lund_02216,Property,Public space,Tree,Real estate,Landscape,Playground,Leisure,Land lot,Plant,Recreation,Rostréttsgatan lekpl:,&% Florian Weissbac, Aug 2018
Lund_02870,Building,Estate,Mansion,Palace,Property,Classical architecture,Stately home,Architecture,Official residence,Manor house,Alejandro Carrillc,Alejandro Carrillc, Aug 2016
Lund_00050,Transport,Train station,Rolling stock,Mode of transport,Railway,Public transport,Train,Vehicle,Track,Passenger car,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01924,Body of water,Natural landscape,Bank,Pond,Water resources,Nature,Natural environment,Water,Nature reserve,River,Stadsparken,jessica delgado, Aug 2016
Lund_01777,Architecture,Building,Sky,Commercial building,Mixed-use,Real estate,City,Cloud,Vehicle,Car,Sigma Connectivity /,Birgit Pia Nghr, Aug 2016
Lund_02133,Natural landscape,Body of water,Nature,Pond,Vegetation,Nature reserve,Water resources,Bank,Natural environment,Fish pond,Botanical Garden,Christina Valfrids, Aug 2017
Lund_02102,Property,Building,Architecture,Town,House,Facade,Real estate,Residential area,Tree,Home,Carglass®Lund ¢,LEOF S, Aug 2016
Lund_00428,Estate,Property,Building,Architecture,Stately home,Manor house,Tree,Grass,House,Château,University Library,A  Alejandro Carrillc, Aug 2016
Lund_02803,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Cathedral,City,Gothic architecture,Church,[T e T T T,"""% Jan Nilsson", Aug 2017
Lund_01471,Estate,Building,Mansion,Palace,Property,Stately home,Château,Official residence,Landmark,Manor house,Lundagérd,umberto mazzoc, Aug 2014
Lund_00643,Garden,Botanical garden,Flower,Botany,Plant,Shrub,Estate,Landscaping,Château,Spring,Botanical Garden,Y @ Yvonn Johansso, Aug 2017
Lund_00427,Landmark,Medieval architecture,Building,Architecture,Classical architecture,Spire,Steeple,Church,Place of worship,Cathedral,Lundagérd 9,PR LED T, Aug 2014
Lund_01398,Fountain,Daytime,Water feature,Garden,Grass,Botanical garden,Park,Landscape,Landscaping,Lawn,Stadsparken,L) UIf Zimmermann, Aug 2018
Lund_00336,Landmark,Building,Architecture,Medieval architecture,Town,Classical architecture,City,Sky,Facade,Steeple,Lund Cathedral,A Ayu Hjalmarsson, Aug 2017
Lund_02299,Motor vehicle,Road,Tree,Asphalt,Street,Plant,Thoroughfare,Building,Vehicle,Residential area,CircleK,e Thanon Shamel, Aug 2016
Lund_01943,Architecture,Landmark,Building,Medieval architecture,Classical architecture,Place of worship,Cathedral,Church,Facade,Historic site,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_00963,Property,Building,Mansion,Estate,Landmark,House,Stately home,Architecture,Manor house,Château,Lund Cathedral,; P RS E, Aug 2017
Lund_02849,Building,Town,Landmark,Architecture,City,Human settlement,Plaza,Facade,Town square,House,Lundagérd,@ (&= T ] YT, Aug 2017
Lund_00151,City,Town,Town square,Tree,Plaza,Public space,Human settlement,Building,Mixed-use,Street,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01925,Town,City,Human settlement,Building,Downtown,Plaza,Public space,Architecture,Mixed-use,Urban area,Stortorget,Florian Weissbac, Aug 2018
Lund_02372,Hay,Field,Rural area,Straw,Grass,Farm,Sky,Plain,Landscape,Plant,N[ AT T T,i\ Bengt Jiirs, Aug 2014
Lund_01439,Landmark,Architecture,Building,Medieval architecture,Town,Urban area,Stately home,Tree,Brick,City,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01188,Public space,Sky,Building,Plaza,Town square,City,Architecture,Town,Human settlement,Estate,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
Lund_00218,Night,Light,Lighting,Architecture,Building,Facade,House,City,Hotel,,"‘é"" [N","‘é"" [N", Aug 2018
Lund_01727,Body of water,Waterway,Water,River,Canal,Tree,Reflection,Natural landscape,Bank,Sky,,, Aug 2017
Lund_01789,Town,City,Human settlement,Public space,Tourism,Landmark,Pedestrian,Town square,Architecture,Building,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01688,House,Property,Building,Home,Cottage,Architecture,Rural area,Tree,Real estate,Farmhouse,Locus Peccatorum -,Vladislav Juricky, Aug 2013
Lund_00152,Public space,Building,Human settlement,Architecture,City,College,Campus,Tree,Walking,Tourism,"‘é"" [N","‘é"" [N", Aug 2018
Lund_02053,Architecture,Landmark,Building,Sky,Steeple,Spire,Facade,Tourism,Church,City,Lund Cathedral,Q Joost van der Ga, Aug 2016
Lund_01623,Town,Building,City,Human settlement,Architecture,Landmark,Public space,Street,Neighbourhood,Cobblestone,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01066,Landmark,Building,Architecture,Sky,Town,Facade,City,Tower,Church,Cathedral,Lund Cathedral,@ (LTI, Aug 2017
Lund_01909,Body of water,Natural landscape,Nature,Bank,Vegetation,Water,Pond,Nature reserve,Natural environment,River,Stadsparken,51. Maziar Haghpan:, Aug 2017
Lund_00740,Building,Landmark,Architecture,Church,Parish,Medieval architecture,Place of worship,Brick,Chapel,Tree,[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01720,Landmark,Building,Palace,Architecture,Estate,Mansion,Classical architecture,House,Sky,Stately home,Lundagérd 9,LETEY T, Aug 2013
Lund_00440,Building,Estate,Property,Mansion,Palace,Stately home,Manor house,Architecture,Official residence,House,Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_01075,Building,Landmark,Property,Architecture,Estate,Palace,Mansion,Classical architecture,Sky,House,Lundagérd,‘a Sapkaris Nikolao, Aug 2018
Lund_01690,Estate,Mansion,Landmark,Property,Building,Architecture,House,Palace,Official residence,Tree,[TV T,Carlos Velasco, Aug 2015
Lund_00039,Building,Property,House,Architecture,Town,Facade,Home,Medieval architecture,Estate,Almshouse,@ Arlette Codnich,@ Arlette Codnich, Aug 2013
Lund_02832,Aerial photography,Residential area,Suburb,Bird's-eye view,Metropolitan area,Urban area,Neighbourhood,Urban design,City,Human settlement,Lundagérd 8,@ Daniel Klein, Aug 2018
Lund_01339,Building,Estate,Landmark,Property,Palace,Mansion,Architecture,Stately home,Château,Official residence,qﬁi Maxime LMA,qﬁi Maxime LMA, Aug 2018
Lund_02757,Body of water,Water,Bank,Natural landscape,Water resources,Lake,Vegetation,Reservoir,Natural environment,Pond,Alexanders Golv & K,zg{ Bygg Alexander, Aug 2016
Lund_02149,Property,Building,House,Real estate,Architecture,Neighbourhood,Residential area,Apartment,Home,Estate,OLYMPUS DIGITAL C,Anna Lagerkvist, Aug 2003
Lund_00904,Landmark,Architecture,Building,Tree,Sky,Château,Botany,Estate,Steeple,House,Lundagérd 9,@ EONE Y, Aug 2018
Lund_00205,Tree,Public space,Urban area,Town,Neighbourhood,Human settlement,Street,Mode of transport,City,Woody plant,"‘é"" [N","‘é"" [N", Aug 2018
