index_ID,lan_long,place,author,date
Lund_01592,"55.7045801,13.1964699",Kulturen,M) M2 BEGONA DEL, Mar 2018
Lund_01593,"55.7041445,13.1932547",Lund Cathedral c,S Fdrdn ],
Lund_01594,"55.7050247,13.1953994",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01595,"55.7119483,13.203493",[TV T :,qf‘gu Kaveh Kamran, Aug 2017
Lund_01596,"55.7047847,13.1938413",Lundagard ¢,Lars R, May 2017
Lund_01597,"55.7047847,13.1938413",Lundagérd ¢,ﬁ Kiryl Shantyka, Jun 2017
Lund_01598,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01599,"55.7047847,13.1938413",Lundagérd 9,*9 Bogdan Tatar, Aug 2018
Lund_01600,"55.6972583,13.18703",Stadsparken,BIVIITVENT EEETT, May 2018
Lund_01601,"55.7041445,13.1932547",LT T o1 T T T,sasan fallahi, Sep 2016
Lund_01602,"55.7051186,13.1955048",Chateau 8,Q (T QT T, Jan 2017
Lund_01603,"55.6972583,13.18703",Stadsparken ¢,ﬁ John Eckerdal, Jul 2016
Lund_01604,"55.6972583,13.18703",Stadsparken,Goran Svennarp, Oct 2017
Lund_01605,"55.7047847,13.1938413",Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_01606,"55.7045801,13.1964699",Kulturen,Kulturen, May 2017
Lund_01607,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01608,"55.7038692,13.2033632",Botanical Garden,C) Christina Valfrids, Jun 2018
Lund_01609,"55.7047847,13.1938413",Lundagérd 9,*9 Bogdan Tatar, Aug 2018
Lund_01610,"55.7047847,13.1938413",Lundagérd 9,A Anon Ymous, Jun 2017
Lund_01611,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01612,"55.7027211,13.1930256",,, Nov 2017
Lund_01613,"55.7089365,13.1971643",University Library,(NN TR o= Tal o], Oct 2016
Lund_01614,"55.7052479,13.1953623",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01615,"55.7045801,13.1964699",Kulturen,leva Eglite, Mar 2018
Lund_01616,"55.7077976,13.1568181",Rinnebick Gorge 2,LR b,
Lund_01617,"55.7041445,13.1932547",[T T o1 T T T,AtilaK, Dec 2017
Lund_01618,"55.7047847,13.1938413",Lundagérd,LT [N EETG Y, Oct 2018
Lund_01619,"55.7038523,13.1890138",Grand Hotel Lund,@) (=11 E, May 2017
Lund_01620,"55.7038692,13.2033632",Botanical Garden,Florent Santaniel, May 2016
Lund_01621,"55.7139459,13.1599796",Nova,E29|x} 0kS0|0F, Jul 2017
Lund_01622,"55.7041445,13.1932547",[T L He 1 BT,Matthew H. Motz, Jun 2018
Lund_01623,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01624,"55.7038692,13.2033632",Botanical Garden,Nikhil Verma, Jun 2016
Lund_01625,"55.7054269,13.1955826",A LG,Jonte Eckhardt, May 2018
Lund_01626,"55.7047847,13.1938413",Lundagérd,RV O A,
Lund_01627,"55.7041445,13.1932547",Lund Cathedral,Alexander Williar, Jul 2015
Lund_01628,"55.7041445,13.1932547",LT T o1 T T T,(O R, Jul 2016
Lund_01629,"55.6960644,13.1986066",Another parking plac,Gabor Papp, Aug 2016
Lund_01630,"55.7045801,13.1964699",Kulturen,(Z‘w Alexandra von Pe, Jun 2017
Lund_01631,"55.7147081,13.2127023",Ingvar Kamprad Desi,Sabry Razick, May 2018
Lund_01632,"55.6972583,13.18703",Stadsparken,Shan Xiao, Jul 2017
Lund_01633,"55.7041445,13.1932547",Lund Cathedral,Erik Sven Mauroy, Apr 2017
Lund_01634,"55.7051529,13.1952232",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01635,"55.7017852,13.210495",Sankt Jorgen Park,Sankt Jorgen Park, Jun 2017
Lund_01636,"55.7047847,13.1938413",Lundagérd,Vincent Séguin, Jan 2015
Lund_01637,"55.7042547,13.1973299",Hylla smedja,ﬁ BN PN R, Jun 2017
Lund_01638,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01639,"55.6960644,13.1986066",The More Hotel Lunc,@ Gabor Papp, Aug 2016
Lund_01640,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01641,"55.7047847,13.1938413",Lundagérd 9,dimitar vitev, Sep 2016
Lund_01642,"55.7047847,13.1938413",jpb_20110418_1733,Johan Berkman,
Lund_01643,"55.6972583,13.18703",Stadsparken,Thomas Kuriako:, Sep 2017
Lund_01644,"55.7041445,13.1932547",Lund Cathedral,Sascha Bleuler, Jul 2018
Lund_01645,"55.6972583,13.18703",Stadsparken,Giorgio Berardi, Oct 2017
Lund_01646,"55.7047847,13.1938413",Lundagérd 8,f} Filipe Naif, Jun 2018
Lund_01647,"55.7047847,13.1938413",Lundagérd 9,\g Piyush Goyal, Sep 2018
Lund_01648,"55.7139459,13.1599796",Nova .,5‘3.‘..@ Khoo Kay Joe, May 2016
Lund_01649,"55.6972583,13.18703",Stadsparken,@ Gheorghe Zamfir, Aug 2018
Lund_01650,"55.7047847,13.1938413",Lundagérd,@ Gheorghe Zamfir, Aug 2018
Lund_01651,"55.7045801,13.1964699",Kulturen,(Z‘w Alexandra von Pe, Jun 2017
Lund_01652,"55.6972583,13.18703",Stadsparken,P Maziar Haghpan:, Aug 2017
Lund_01653,"55.7047847,13.1938413",Lundagérd,Jacek Centkowsl, Apr 2018
Lund_01654,"55.7047847,13.1938413",Lundagérd,Marco Piccinini, Jun 2018
Lund_01655,"55.7038692,13.2033632",Botanical Garden,f} sasan fallahi, Jul 2016
Lund_01656,"55.7038692,13.2033632",RN en T L),) Habib ElRachidi, May 2018
Lund_01657,"55.7041445,13.1932547",[T L He 1 BT,% Hans Olav Nyma, Jul 2018
Lund_01658,"55.7038692,13.2033632",Botanical Garden,Leila Daoud, May 2017
Lund_01659,"55.7003432,13.1837575",. TR T E,Katrine Hansson, Jun 2017
Lund_01660,"55.7003432,13.1837575",Stadsparken,K Katrine Hansson, Jun 2017
Lund_01661,"55.7089365,13.1971643",University Library,l\‘ IEELEI VLT, Jul 2017
Lund_01662,"55.7047847,13.1938413",Lundagérd,@ Felicia Johansso, May 2017
Lund_01663,"55.6972583,13.18703",Stadsparken,Catalina vasquez, Jun 2018
Lund_01664,"55.7047847,13.1938413",Lundagérd,Marzia Cescon, Oct 2017
Lund_01665,"55.7047847,13.1938413",Lundagérd 9,6 Rene Wagner, Aug 2017
Lund_01666,"55.7045801,13.1964699",Kulturen 8,' Lars Skough, Jul 2018
Lund_01667,"55.7119483,13.203493",[TV T,Q Jonas Kirkegaart, Aug 2017
Lund_01668,"55.7047847,13.1938413",Lundagérd,% Mohammad A.M, May 2018
Lund_01669,"55.7041445,13.1932547",[T T o1 T T T,(o) JoL RV, Aug 2018
Lund_01670,"55.7047847,13.1938413",Lundagérd,Q‘* Alexandra Balab:, Jun 2014
Lund_01671,"55.6919448,13.2293468",Fossilparken,Amanda Janse, Sep 2017
Lund_01672,"55.6892672,13.1973592",World Trade Center L,Johannes Rydbe!, Jan 2017
Lund_01673,"55.7048883,13.1954467",V View360 Sweder,V View360 Sweder,s_ Jun 2018
Lund_01674,"55.7041445,13.1932547",[T T e T T T,g ISR e, Sep 2018
Lund_01675,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01676,"55.7089365,13.1971643",University Library,Henrik Klasson, Oct 2016
Lund_01677,"55.7047847,13.1938413",Lundagérd 8,lilia sanabria, May 2018
Lund_01678,"55.6972583,13.18703",Stadsparken ¢,-1 LR, May 2018
Lund_01679,"55.7047847,13.1938413",Lundagérd {,Medar Simsek, Jan 2016
Lund_01680,"55.7119483,13.203493",[TV T,Helen Lindholm, Aug 2014
Lund_01681,"55.7047847,13.1938413",Lundagérd,) ravio ERachici, May 2018
Lund_01682,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01683,"55.7047847,13.1938413",Lundagérd,3 Hermes Spaink,
Lund_01684,"55.7041445,13.1932547",[T T o1 T 1T,Yue Zhao, Jan 2018
Lund_01685,"55.7045801,13.1964699",Kulturen |,Kulturen |, Aug 2016
Lund_01686,"55.7054269,13.1955826",AF Borgen AB ¢,@?} Hanna Olsson, May 2018
Lund_01687,"55.7089365,13.1971643",University Library,6 IR DL, May 2004
Lund_01688,"55.7050451,13.1961291",Locus Peccatorum -,Vladislav Juricky, Aug 2013
Lund_01689,"55.7067651,13.1869731",Lund C,@ Diego Reyes Gon, Sep 2017
Lund_01690,"55.7119483,13.203493",[TV T,Carlos Velasco, Aug 2015
Lund_01691,"55.6972583,13.18703",Stadsparken,A  Alejandro Carrillc, Jun 2016
Lund_01692,"55.7088974,13.1833781",Bjeredsparken,Jelena Njegomir, Oct 2017
Lund_01693,"55.704155,13.2024641",Botanical Garden,Buyruk Alparslan,s_ Jun 2017
Lund_01694,"55.7044576,13.2018896",Viktor Erik Jense,Viktor Erik Jense, Jun 2017
Lund_01695,"55.7041445,13.1932547",Lund Cathedral (,ﬁ John Eckerdal, May 2016
Lund_01696,"55.7041445,13.1932547",Lund Cathedral,Martin Saralegi-A, Jul 2017
Lund_01697,"55.7045801,13.1964699",Kulturen |,Kulturen |, Aug 2016
Lund_01698,"55.6972583,13.18703",Stadsparken,@) Habiv er-Rachici,
Lund_01699,"55.6972583,13.18703",Stadsparken ¢,Stadsparken ¢, Jun 2018
Lund_01700,"55.7047847,13.1938413",Lundagérd 9,aldijana aldy,
Lund_01701,"55.7038692,13.2033632",Botanical Garden,@ Sumeet Ranjan S, May 2017
Lund_01702,"55.7176112,13.213892",Elite Hotel Ideon,Alexander Beliak, Jul 2017
Lund_01703,"55.7047847,13.1938413",Lundagérd 8,LR (),
Lund_01704,"55.7047847,13.1938413",Lundagérd 9,Crac Isacuk, Aug 2018
Lund_01705,"55.7060964,13.1924846","Lundagérdens salon,",'r? James Andrews, May 2017
Lund_01706,"55.7061194,13.1924444",Café Mondo,‘f‘ James Andrews, May 2017
Lund_01707,"55.7047847,13.1938413",Lundagérd ¢,Matt Kucinsky, Aug 2015
Lund_01708,"55.7045801,13.1964699",Kulturen,Kim nicolai Pede, Jul 2018
Lund_01709,"55.6955722,13.2366622",Chadis Livs,Rohan Jn. Baptis, Jan 2017
Lund_01710,"55.7047847,13.1938413",Lundagérd,(O L= T R ), Mar 2017
Lund_01711,"55.7038692,13.2033632",Botanical Garden,Marianna Bologn, Apr 2017
Lund_01712,"55.6972583,13.18703",Stadsparken,5 a Anna Sadowska, Oct 2018
Lund_01713,"55.7048824,13.1972753",Kulturen,@ Kulturen i Lund,s_ May 2017
Lund_01714,"55.7047847,13.1938413",Lundagérd 9,Lundagérd 9, Oct 2013
Lund_01715,"55.7058497,13.192443",Café ltalia,‘f James Andrews, May 2017
Lund_01716,"55.7045801,13.1964699",Kulturen 8,' Lars Skough, Jul 2018
Lund_01717,"55.7038692,13.2033632",Botanical Garden,S ) Sookyong Lee, Apr 2017
Lund_01718,"55.7041445,13.1932547",Lund Cathedral,Anthony Amina,
Lund_01719,"55.7058047,13.1924625",‘ﬁ James Andrews,‘ﬁ James Andrews, May 2017
Lund_01720,"55.7047847,13.1938413",Lundagérd 9,LETEY T, Aug 2013
Lund_01721,"55.7047847,13.1938413",Lundagérd,""" Andi Varn Johani", Aug 2011
Lund_01722,"55.7047847,13.1938413",Lundagérd,'v Rafael Schwartz, May 2018
Lund_01723,"55.7047847,13.1938413",Lundagérd 8,pl chalier,
Lund_01724,"55.6972583,13.18703",Stadsparken g,Christian H, Jul 2017
Lund_01725,"55.6797841,13.1825263",CircleK 9,. Sl L), May 2017
Lund_01726,"55.7051331,13.1915304",Juridicum 3,f@: Mister No, Sep 2017
Lund_01727,"55.7103369,13.2082791",,, Aug 2017
Lund_01728,"55.7041445,13.1932547",[T T o1 T T T,[T T o1 T T T, Jul 2018
Lund_01729,"55.7041445,13.1932547",[T T o1 T T T,SIS TS, Jun 2018
Lund_01730,"55.6898804,13.1708437",Killbybadet,Aleksander Szyci, Sep 2018
Lund_01731,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jun 2016
Lund_01732,"55.7047847,13.1938413",Lundagérd,Aleksandra Déag, Sep 2017
Lund_01733,"55.694569,13.242097",Linero library,V View360 Sweder,s_ Jun 2017
Lund_01734,"55.7045801,13.1964699",Kulturen,David Villa,Aug2017 |
Lund_01735,"55.7047847,13.1938413",Lundagérd ¢,@ Kiryl Shantyka, Jun 2017
Lund_01736,"55.7267419,13.1864081",Férhagar (Hundrastg,K Kalle Andersson, May 2018
Lund_01737,"55.7041445,13.1932547",Lund Cathedral 3,Filip Tvetberg, Sep 2016
Lund_01738,"55.7038692,13.2033632",Botanical Garden,Hasse Johansso, Aug 2017
Lund_01739,"55.7047847,13.1938413",Lundagérd,é_ Lucian Gevelegia, Aug 2008
Lund_01740,"55.7051639,13.1940061",Department of Philo:,J) jLarsen, Aug 2017
Lund_01741,"55.6884643,13.2291621",Rabysjon och Raby s,=~ JULEEERE Y,
Lund_01742,"55.6972583,13.18703",Stadsparken,Martin Andersso, May 2018
Lund_01743,"55.7038692,13.2033632",Botanical Garden,Botanical Garden, Aug 2016
Lund_01744,"55.7047847,13.1938413",Lundagérd 9,ﬂ»«;‘ B, Jul 2018
Lund_01745,"55.7038692,13.2033632",Botanical Garden,Alicja Lewandow, Sep 2017
Lund_01746,"55.7047847,13.1938413",Lundagérd =,@ Matilda Berg,
Lund_01747,"55.7015909,13.1971719",Coop Konsum,J  Janus sobrzezeje, Aug 2018
Lund_01748,"55.7041445,13.1932547",Lund Cathedral ¢,[ CLLQI (T, Aug 2013
Lund_01749,"55.7041445,13.1932547",Lund Cathedral,r Marion Kaletta, Oct 2017
Lund_01750,"55.7047847,13.1938413",Lundagérd 9,.@ UIf Larsson, Sep 2018
Lund_01751,"55.7047847,13.1938413",Lundagérd,Annette Friberg, Aug 2018
Lund_01752,"55.6972583,13.18703",Stadsparken,Jonas Blomgqvist, May 2018
Lund_01753,"55.6863758,13.22316",Stora Raby,Daniel C. Gomes,s_ Sep 2014
Lund_01754,"55.7047847,13.1938413",Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_01755,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01756,"55.7047847,13.1938413",Lundagérd,Martin Pehrsson, Jul 2016
Lund_01757,"55.7056532,13.1942706",University Square,6 IR DL, Jul 2016
Lund_01758,"55.7045801,13.1964699",Kulturen,Frida Olsson, Jun 2016
Lund_01759,"55.7121821,13.1990654",L E N ERTL T T,Bertil Magnussol, Sep 2006
Lund_01760,"55.6855231,13.2131243",Audi Lund - Toveks C,Rebecca nohlgre, May 2017
Lund_01761,"55.7041445,13.1932547",Lund Cathedral,John Valliant Lat,
Lund_01762,"55.6972583,13.18703",Stadsparken,Gabriel Wennstig, Jun 2016
Lund_01763,"55.7041445,13.1932547",Lund Cathedral,Minh Do-Quang, Mar 2016
Lund_01764,"55.7047847,13.1938413",Lundagérd 9,Lundagérd 9, Apr 2014
Lund_01765,"55.7041445,13.1932547",Lund Cathedral,Hans Wilhelm He, Jun 2016
Lund_01766,"55.7047847,13.1938413",Lundagérd c,Goran Egevad, Oct 2017
Lund_01767,"55.7047847,13.1938413",OLYMPUS DIGITAL C,@ Mariusz Denkiew, May 2016
Lund_01768,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01769,"55.7045801,13.1964699",Kulturen,. AL P Y, Jun 2017
Lund_01770,"55.7041445,13.1932547",[T T o1 T T T,oL 1T ], Jul 2016
Lund_01771,"55.6884643,13.2291621",Rabysjon och Raby s,Jonas Karlsson, Jul 2017
Lund_01772,"55.705125,13.1878619",Espressohouse Lund,Michael Anderss, Apr 2017
Lund_01773,"55.6898804,13.1708437",Killbybadet 4,Daniel Kretz,s_ Jul 2016
Lund_01774,"55.7047847,13.1938413",Lundagérd,‘; Ago Pértelpoeg, Jun 2018
Lund_01775,"55.7045801,13.1964699",Kulturen,@ DLCI@L T, Jul 2017
Lund_01776,"55.7047847,13.1938413",Lundagérd 9,L CIOEILEIVE, Oct 2017
Lund_01777,"55.7166748,13.2252592",Sigma Connectivity /,Birgit Pia Nghr, Aug 2016
Lund_01778,"55.7041445,13.1932547",Lund Cathedral :,Albin Wilander, Jul 2016
Lund_01779,"55.6955434,13.2249077",Scandic Star Lund,Q ) Tomas Kulle,
Lund_01780,"55.7047847,13.1938413",Lundagérd 9,IR G, Apr 2018
Lund_01781,"55.7041445,13.1932547",Lund Cathedral,@ Carsten Andreas,
Lund_01782,"55.6972583,13.18703",Stadsparken 9,Amir Armfalk, May 2017
Lund_01783,"55.7038692,13.2033632",Botanical Garden,Elen Vasilova, Jul 2016
Lund_01784,"55.7041445,13.1932547",Lund Cathedral ¢,Neha Soni, Jan 2018
Lund_01785,"55.6955434,13.2249077",Scandic Star Lund,Conny Flink, Jul 2018
Lund_01786,"55.7107332,13.1688289",L0y /p 8,& saad al saifi, Jul 2016
Lund_01787,"55.7047847,13.1938413",Lundagérd,Benjamin Kiintze, Aug 2018
Lund_01788,"55.7047847,13.1938413",Lundagérd c,ahmed adnan, Jan 2016
Lund_01789,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01790,"55.7047847,13.1938413",Lundagérd g,‘\;) Vesna Fati¢, May 2017
Lund_01791,"55.7041445,13.1932547",Lund Cathedral,Bnapumup Poma, Nov 2016
Lund_01792,"55.7038692,13.2033632",Botanical Garden,n QICELER UG,
Lund_01793,"55.6916362,13.1647761",U Py BT,Peter Sondhauss,s_ Jun 2018
Lund_01794,"55.7047847,13.1938413",Lundagérd,Zackarias Soderl, Mar 2017
Lund_01795,"55.7047847,13.1938413",Lundagérd,Mandana Raghel, Jul 2018
Lund_01796,"55.7047847,13.1938413",Lundagérd,R ROSA TRULLOLS, Jun 2013
Lund_01797,"55.716955,13.16073",Skanska Sverige AB,NG T LR, Mar 2007
Lund_01798,"55.7041445,13.1932547",Need to go! Sweet ar,“s déxna KapneoHe, Jul 2016
Lund_01799,"55.7025064,13.1978695",Folkuniversitetets fo,LRI IYCET, Mar 2017
Lund_01800,"55.7045801,13.1964699",Kulturen,";9"" RN R R", Jul 2018
Lund_01801,"55.7047847,13.1938413",Lundagérd,Fernando Gémez, Aug 2017
Lund_01802,"55.7047847,13.1938413",Lundagérd 8,@ Daniel Klein, Aug 2018
Lund_01803,"55.7041445,13.1932547",Lund Cathedral,Oldfich Kamensk, Aug 2018
Lund_01804,"55.7047847,13.1938413",Lundagérd 9,2 Nl, Apr 2018
Lund_01805,"55.6972583,13.18703",Stadsparken,Alexandre Smirn, Oct 2017
Lund_01806,"55.7041445,13.1932547",Lund Cathedral,A Adeel Tajammul, Apr 2017
Lund_01807,"55.7047847,13.1938413",Lundagérd ¢,J) Janek Friesen,
Lund_01808,"55.7058743,13.1703946",Lilla Coop,Hallgrimur Oskar,
Lund_01809,"55.7015909,13.1971719",Coop Konsum,Henrik Queckfelc, Jan 2017
Lund_01810,"55.7047847,13.1938413",Lundagérd ¢,@ Kiryl Shantyka, Jun 2017
Lund_01811,"55.7047847,13.1938413",Lundagérd,’ Lisa Vult von Ste, Jul 2017
Lund_01812,"55.7041445,13.1932547",Lund Cathedral,Josef Magnusso, Jun 2017
Lund_01813,"55.7047847,13.1938413",Lundagérd 9,—i' BTy S, Aug 2018
Lund_01814,"55.7047847,13.1938413",Lundagérd,Risto Lazarevic, Jan 2018
Lund_01815,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_01816,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_01817,"55.7047847,13.1938413",Lundagérd 8,@ Martin Giles, Mar 2014
Lund_01818,"55.704722,13.1979288",Bosebo church,6 IR DL, May 2004
Lund_01819,"55.7067651,13.1869731",Lund C 3,NECH]], May 2017
Lund_01820,"55.7119483,13.203493",[T T VT,(é 7 Paulina Belenitsk, Sep 2018
Lund_01821,"55.7041445,13.1932547",[T T o1 T T T,C » David Ekberg, Dec 2016
Lund_01822,"55.7047847,13.1938413",Lundagérd,Simius Taaravare, Oct 2016
Lund_01823,"55.7041445,13.1932547",[T T o1 T T T I,[T T o1 T T T I, Apr 2018
Lund_01824,"55.7024347,13.193463",Stadshall Lund,&) Bjarne Rosengrel, Apr 2017
Lund_01825,"55.7047847,13.1938413",Lundagérd,Vladyslav Humer,
Lund_01826,"55.7047847,13.1938413",Lundagérd,B Benjamin Kiintze, Aug 2018
Lund_01827,"55.7047847,13.1938413",Lundagérd,l{’;ﬁ Rohan Jn. Baptis, Jun 2016
Lund_01828,"55.7047847,13.1938413",Lundagérd 9,Zoran Trivic, Oct 2017
Lund_01829,"55.7130159,13.1892252",Lunds Fontéinhus,J  Janus sobrzezeje, May 2018
Lund_01830,"55.7227858,13.1897052",Sankt Hans Hill,@ Sumeet Ranjan S, May 2017
Lund_01831,"55.6888641,13.1689524",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_01832,"55.6972583,13.18703",Stadsparken,@) Habiv er-Rachici, May 2018
Lund_01833,"55.7036757,13.1883242",Bantorget,A’ Stefanos Karidak, Jun 2017
Lund_01834,"55.7041445,13.1932547",[T T o1 T T T,Erik Nilsson, Mar 2017
Lund_01835,"55.7041445,13.1932547",Lund Cathedral,@ Carsten Andreas,
Lund_01836,"55.6972583,13.18703",Stadsparken,5 a Anna Sadowska, Oct 2018
Lund_01837,"55.7047847,13.1938413",Lundagérd vid Unive,@ (T QT T, Jan 2017
Lund_01838,"55.7041445,13.1932547",[T T o1 T 1T,@ iR, May 2018
Lund_01839,"55.7047847,13.1938413",Lundagérd,Jitka Lepiarzova, May 2016
Lund_01840,"55.7047847,13.1938413",Lundagérd,a Centar Prevencij:, Oct 2016
Lund_01841,"55.7017085,13.1947351",Lund Market Hall ¢,=1V A (LT, Sep 2017
Lund_01842,"55.7047847,13.1938413",Lundagérd {,yﬂ Bogdan Kostiv, Feb 2018
Lund_01843,"55.6972583,13.18703",Stadsparken,Jonathan Ohrling, May 2017
Lund_01844,"55.7041445,13.1932547",[T e T T T,Marc Fallon, Apr 2017
Lund_01845,"55.7027486,13.1932879",Stortorget H,Ani Vera, May 2017
Lund_01846,"55.7047847,13.1938413",Lundagérd 8,G T4, Jul 2017
Lund_01847,"55.7047847,13.1938413",Lundagérd,% Mohammad A.M, May 2018
Lund_01848,"55.7041445,13.1932547",Lund Cathedral,Dmitrii Goncharo, Aug 2017
Lund_01849,"55.7041445,13.1932547",[T L He 1 BT,qﬁi Maxime LMA, Aug 2018
Lund_01850,"55.7047847,13.1938413",Lundagérd,Juliane Gaviragh, Mar 2017
Lund_01851,"55.7092486,13.1534855",Virpinge Golfklubb,LGRS Ty,s_ Oct 2016
Lund_01852,"55.7041445,13.1932547",Lund Cathedral,Copaceanu Cons, Sep 2016
Lund_01853,"55.7047847,13.1938413",Lundagérd 9,Jeroen Klijs, Sep 2017
Lund_01854,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jul 2016
Lund_01855,"55.7077976,13.1568181",Rinnebiéck Gorge,a Daniel Nilsson,
Lund_01856,"55.7047847,13.1938413",Lundagérd,‘ Ozren HadZiagi¢-, Jul 2007
Lund_01857,"55.7045801,13.1964699",Kulturen,Hassanain Goval, Sep 2016
Lund_01858,"55.6972583,13.18703",Stadsparken,Sebastian Svérde, Oct 2016
Lund_01859,"55.7193594,13.1845319",Monument Slaget vic,david stuart, Sep 2018
Lund_01860,"55.7047847,13.1938413",Lundagérd,D  Dominik Wojciec, May 2015
Lund_01861,"55.6972583,13.18703",Stadsparken :,Mr.Roman Lak, Sep 2016
Lund_01862,"55.7047847,13.1938413",Lundagérd 9,?“»2 il Jénos Kiss, Sep 2018
Lund_01863,"55.6972583,13.18703",Stadsparken 3,Stadsparken 3, May 2018
Lund_01864,"55.7041445,13.1932547",Lund Cathedral,?\. Jonathan Bryce,
Lund_01865,"55.7045801,13.1964699",Kulturen,AnexcaHap KoHc, May 2018
Lund_01866,"55.7119483,13.203493",[T TV HTET 3 T,a Abubakar M, Aug 2017
Lund_01867,"55.7041445,13.1932547",[T T o1 T 1T,Travel to, Jul 2017
Lund_01868,"55.7041445,13.1932547",Lund Cathedral,H> Hans Wilhelm He, Jun 2016
Lund_01869,"55.7047847,13.1938413",Lundagérd,$ Bjarne Rosengrel, Mar 2017
Lund_01870,"55.7047847,13.1938413",Lundagard ¢,D Dariusz,
Lund_01871,"55.6891506,13.1682052",P ) Peter Sondhauss,P ) Peter Sondhauss,s_ May 2018
Lund_01872,"55.7038692,13.2033632",Botanical Garden,ﬂ) Mr.Roman Lak, Jun 2018
Lund_01873,"55.7047847,13.1938413",Lundagérd 9,LT =T, Oct 2016
Lund_01874,"55.7045802,13.1964697",Kulturen,CamodJan, Aug 2016
Lund_01875,"55.6857624,13.2251573",. Bartosz Klukac,. Bartosz Klukac,Photo
Lund_01876,"55.7047847,13.1938413",Lundagérd,AT U R G o),
Lund_01877,"55.7047847,13.1938413",Lundagérd,Sebastian Ander:, May 2017
Lund_01878,"55.7047847,13.1938413",,,Photo
Lund_01879,"55.7041445,13.1932547",[T T o1 11 T,Logan Leske, Sep 2017
Lund_01880,"55.7041445,13.1932547",[T L He 1 BT,. EECIen, Sep 2017
Lund_01881,"55.7041445,13.1932547",Lund Cathedral :,H  Horst Hesener, Jun 2018
Lund_01882,"55.7017085,13.1947351",Lund Market Hall,ﬁﬁ LR Ny, Jul 2017
Lund_01883,"55.7047847,13.1938413",Lundagérd,Sai Prathyusha K, Sep 2017
Lund_01884,"55.7089365,13.1971643",University Library,R G074, Jun 2018
Lund_01885,"55.7045801,13.1964699",Kulturen,ﬁ Frida Olsson, Jun 2016
Lund_01886,"55.7045801,13.1964699",Kulturen,M) M2 BEGONA DEL, Mar 2018
Lund_01887,"55.7038692,13.2033632",Botanical Garden ¢,Jorgen Grahn, Apr 2017
Lund_01888,"55.7073713,13.1893119",BT G e,V View360 Sweder,s_ Oct 2018
Lund_01889,"55.7051005,13.1956306",Akademiska Forenin,6 Ales Stursa, Jul 2012
Lund_01890,"55.7041445,13.1932547",Lund Cathedral,Hermes Spaink,
Lund_01891,"55.7041445,13.1932547",Lund Cathedral,Hussein Abdulaa,
Lund_01892,"55.6972583,13.18703",Stadsparken,Q chandan gupta, May 2017
Lund_01893,"55.7041445,13.1932547",Lund Cathedral,Ishan Chauhan,
Lund_01894,"55.7043209,13.1950509",Historiska Museet Lt,@ (T QT T, Jan 2017
Lund_01895,"55.7047847,13.1938413",Lundagérd 9,Adrian Wach, Apr 2014
Lund_01896,"55.7041445,13.1932547",Lund Cathedral,Simone Pellegrin, Mar 2016
Lund_01897,"55.7183332,13.2264245",R Y T EY T T,R Y T EY T T, May 2016
Lund_01898,"55.6982104,13.1964399",Loppmarknad,J) JAKAWAT PUMP, May 2017
Lund_01899,"55.7047847,13.1938413",Lundagérd,Fabian Eklund Si, Jun 2017
Lund_01900,"55.7143434,13.2152341",Ideon Science Park,Ricardo Mendes, Aug 2017
Lund_01901,"55.7115603,13.18181",Valentin Kuhn,Valentin Kuhn, Mar 2017
Lund_01902,"55.703143,13.1937996",Espresso House Stol,ZE N (Pe e, Apr 2018
Lund_01903,"55.7047847,13.1938413",Lundagérd 8,f} Filipe Naif, Jun 2018
Lund_01904,"55.7047847,13.1938413",Lundagérd,Anders Sjostrom, Jun 2018
Lund_01905,"55.7047847,13.1938413",Lundagérd,@ Juca Felix Galino, Jun 2016
