"[Chinese, (Sim.)]",6,2,,5,2 weeks ago ,鹿肉排很赞,,主菜点了鹿肉排，甜点的冰淇淋怪怪的，感觉...More
[English],208,56,4.0,5,"June 27, 2015 ","Perfect Diner, well worth the money",,"We had a perfect diner. Great food, nicely served. Helpfull and friendly staff which know what they are doing! It's not cheap but worth the money you pay. We had a lovely evening and will most certainly return to Lund and to this great establishment!...More"
[English],208,9,1.0,3,"June 27, 2016 ",Fancy food and cocktails,,"A nice place for a fancy dinner or lunch, and one of Lund's best cocktail bars. Not very exciting for vegetarians or vegans though."
[English],208,15,9.0,5,"June 27, 2016 ","Great food, excellent service",Malmö,I regularly visit Mat & Distillat for lunch and dinner. It is one of my favorite restaurants I. lund. Recommended for both business and private dinner/lunch. The staff is attentive and service minded. The food is clearly prepared with love and attention to detail. The...More
[English],208,54,9.0,5,"June 27, 2016 ",Best food I've had in Lund,"Gothenburg, Sweden","This place serves excellent food and drinks. Outside of the main famous cocktails you can also find more exotic ones that contain Swedish spirits like Punsch.
It's best to get a reservation beforehand, as this is a very popular restaurant."
[English],208,259,179.0,4,"June 29, 2012 ",Probably best restaurant in Lund,"Stockholm, Sweden","Mat & Destillat is a really great restaurant, I was staying on business in Malmo but had heard so much good about the restaurant that I had to go here one night. This was a regular Wednesday night and the place was packed so guess...More"
[English],208,64,28.0,4,"June 3, 2016 ",Best in Lund!,"Gothenburg, Sweden","The city of Lund is a hard place to run a good restaurant. Mat & Destillat has succeeded. From welcome to goodbye with great food, parings and service in between this is the best restaurant in Lund. 

Still lacking some minor details which means it's...More"
[English],208,230,70.0,4,"June 30, 2015 ",Very good lunch,"Ban Si Thanu, Thailand",I was treated to by my Publisher to a lunch at Mat & Destillat in early June this year. Excellent service and good food. My home city is lucky to have places like this.
[English],208,97,21.0,4,"June 30, 2016 ",Late night dinner,"Orebro, Sweden","Cozy atmosphere and good service. Food very good, the dessert was fantastic. If I go back to Lund this restaurant will be one of my stops."
[English],208,86,35.0,5,"June 30, 2017 ",Comfortable and Refined,"Santa Cruz, California","Have now experienced this very nice restaurant as part of a large lunch party and as a solo diner at night.  Both times, food was exceptional - attractive & tasty - very fresh takes on traditional Swedish cuisine which were fun and interesting.  The ambiance...More"
[English],208,13,4.0,4,"June 8, 2016 ",Good food,,All though we were 10 min late we were met by smiling staff. The food we had came quickly and tasted fantastic. The dinner was served by smiling professional staff. The proces are fair. The bar serves wonderful drinks all made from the bottom.
[English],208,14,6.0,4,"March 11, 2014 ",Almost perfect!,Sweden,"It's a bit noisy but the excellent service, the great food and the well trained bartender makes up for it."
[English],208,3,,5,"March 12, 2014 ",lots of taste for reasonable money,lund,"no meal has ever been bad,most extremely tasty,they always know what I want,service impeccable.The whole crew are my friends"
[English],208,39,15.0,4,"March 15, 2013 ",Innovative and tasty,"Malmo, Sweden","We had no booking and the restaurant this Friday was full. At first it seemed very noisy, but I was happy they found a  corner for us. Starters were wonderful. Smoked scallop and boef tartar with wonderful mustard seeds, marinated. Main course was not a...More"
[English],208,72,14.0,4,"March 15, 2016 ",One of the best restaurants in Lund,"Lund, Sweden","Small restaurant with excellent food and service.

It´s situated closed to the old cathedral and the adress i wellknown for all citizen in Lund. If I say Café Lundagård to old people in Lund the remember the coffeehouse with delicious cakes"
[English],208,8,3.0,5,"March 15, 2016 ",Probably the best restaurant in Lund?,"Lund, Sweden","The winner of the annual gastronomic competition. Central location, nice and competent staff. Very good value for your money."
[English],208,6,4.0,5,"March 15, 2016 ","Beautiful view, delicious food","Kentville, Canada","Very nice and cozy restaurant, with delicious food and impeccable service. Great location and in the summer there is also a nice patio."
[English],208,34,35.0,5,"March 19, 2016 ",Good food but bit over priced,"Sor-Trondelag, Norway","Very good and fine food but bit over priced. 
I liked the potatoes served with the main dish which had amazing taste!! Delicious!"
[English],208,13,2.0,5,"March 20, 2016 ",Good food and a supernice bar,,"The atmosphere is very friendly and the staff very alert, nice and proffessional. Food is good and drinks are perfect. The bar is managed by one of the best bartenders in Sweden. Always kind and helpful!"
[English],208,51,10.0,3,"March 20, 2018 ","Good atmosphere, food could have been better","Helsinki, Finland","I have been only a few times in Lund and this was first time I had dinner in the town. I picked the place as per hotel’s recommendation. Atmosphere really good, continental, friendly and welcoming. Drinks good, also the wine. Unfortunately the food was not...More"
[English],208,70,13.0,5,"March 23, 2018 ","Wonderful , Delicious, Responsive","Lafayette, Indiana","After meetings and a lecture at Lund University, my colleague asked me if I had a preference for dinner.  When I said that I wanted a good Swedish dinner, this was her immediate recommendation.  In past trips, I have enjoyed reindeer entrees, but the only...More"
[English],208,119,37.0,4,"March 25, 2015 ",Lovely place,"Lund, Sweden","Nice place to sit looking out over the Lundagård park and enjoy their very goodlooking as well as good tasting ""Dagens"" dish for lunch. But you have Always some more interesting and charming dishes to chose from including a few nice desserts. Staff is always...More"
[English],208,88,68.0,4,"March 28, 2016 ","Good food, swish restaurant","Zurich, Switzerland","Great food. Service was friendly. I personally found the atmosphere less congenial than at Bantorget 9, where I had been the previous evening, though only marginally so. It was certainly busy and lively! The dessert was just fantastic!"
[English],208,104,35.0,5,"March 28, 2016 ",Best in Lund,Sweden,"My favorite place in Lund for a fancy dinner. Excellent food, great cocktails and really attentive staff. A little bit pricey, but worth the money when you really want a first class experience. Tend to be crowed and rather noisy during the weekends."
[English],208,59,9.0,4,"March 7, 2017 ",Great ambiance and nice food ,,"A cozy restaurant with a great ambiance and. Had the codfish which was such an amazing dish 
The friendly service and food, equals to value for money."
[English],208,43,23.0,5,"March 9, 2015 ",Fancy and tasty food,"Lund, Sweden","If you want to celebrate something or go for a date, this place is just created for this. Amazing food, helpful and friendly stuff, cozy atmosphere and perfect location. For me as a student with salary, but, well, still student, this place is a bit...More"
[English],208,25,3.0,4,"March 9, 2017 ",Good,,As long as you make it clear for yourself that this is a more pricey restaurant and that the portions are incredibly small there is nothing you should complain about. The food was absolutely delicious and the Ambiente was correspondingly.
[English],208,39,6.0,3,"May 1, 2018 ",Fysiotherapeuth,"Stockholm, Sweden","We had skånsk råbiff and piggvar. The Food was good, not anything extraordinary. The service could be better. We had to ask for everything , Instead  of waiter asking us if we would like to order or have more water ."
[English],208,4,5.0,4,"May 11, 2013 ",Probably the best in lund,"kobe, japan","Great food, helpful staff, bit expensive but then there is not much competition - Lund is not a good place for eating out.

Atmosphere is bit too much sometimes, I suppose because it double as cocktail bar."
[English],208,2,,5,"May 12, 2015 ",Wow! Thats a fantastic restaurant!,,"Location: great
Staff: even greater
Food: Wow! best ever! quality can't get better!
Drinks: Holy moly thats what coctails is about!
Interior: super nice and also sexy lighting!"
[English],208,39,13.0,4,"May 16, 2014 ",Great Food,,"Came here without reservation on a Friday arround 6pm and was able to get a table in the back.
It was a challenge to get the attention of the wait staff, and after 5 to 10 minutes of no luck at the bar, I had...More"
[English],208,25,7.0,5,"May 16, 2017 ",Professional service and good drinks,"Helsingborg, Sweden","Very good service on this restaurant in the middle of Lund. Especially the first course with fresh potatoes, white fish roe was very delightful bit everything was good. We also tasted their after dinner drinks. Certainly an experience and not bad at all."
[English],208,67,10.0,4,"May 17, 2016 ",The drinks make everything ok,"Ronneby, Sweden","Went here on a busy Friday night (book ahead) and we had a ""litte bit of everything"" (sic courses) with the accompanying wine package. Overall, it was a very tasty experience. Very well cooked food and nice wines (some were great). There was one big...More"
[English],208,813,190.0,5,"May 17, 2018 ",Great service and imaginative preparations ,"Columbia, Maryland","Although the fare is traditional Swedish, it receives an update at this handsome restaurant on Lund’s main drag. The service is great and the wine list first rate. Perhaps the best meal ever eaten in Sweden."
[English],208,29,5.0,5,"May 20, 2017 ",Excellent service. Great dinner.,,"Warmly reconmended in Lund. A nice mixture of university students, their professors, and the Lundensian crowd. Nice menus of well made dishes that integrate the season and the region. Next to Grand Hotel, the go to place in Lund."
[English],208,354,204.0,4,"May 24, 2014 ",Very tasty,"Pavia, Italy",Very tasty and varied menu. Decent selection of European wines. Professional service. Highly recommended
[English],208,26,9.0,5,"May 24, 2017 ",You would not regret ,,"Great location close to the cathedral. Excellent, really excellent food and lively atmosphere, it is a must for all of you visiting Lund."
[English],208,23,13.0,4,"May 24, 2017 ",Excellent food!,"Lund, Sweden",Had the 3 course dinner and was very happy with the experience ... restaurant was booked but we had excellent service.  The only difficult point was splitting the check with a group of 9.  Would recommend the restaurant.
[English],208,502,185.0,5,"May 24, 2018 ",Excellent seasonal Swedish food,"Bradford, United Kingdom",Beautiful restaurant serving the best seasonal Swedish food. The ambiance and service are first rate and the food was the best I ate during my trip. The price is at the higher end but this is a quality place so I think it is fair.
[English],208,98,16.0,4,"May 28, 2016 ",Great modern Swedish kitchen,"Lund, Sweden","If you want to try high-quality, modern Swedish cuisine at an affordable price, Mat&Destillat is the place to go. Nice and friendly atmosphere and really tasty food. I often come here for lunch and I'm never disappointed. The cocktail bar is great as well"
[English],208,21,13.0,4,"May 28, 2016 ","Lovely restaurant, mid-upper scale","Leiden, The Netherlands",Had lunch wtih hosts from Lund University. We opted for the vegetarian option which was excellent. Good albeit a little bit sombre service. Salad is complimentary by the bar. Recommended.
[English],208,99,56.0,4,"May 29, 2012 ",Probably the best restaurant in town right now,Sweden,"Mat&Destillat serves classic Swedish food with a modern twist. The food is well cooked and presented, and the service perfect. The price level is moderate to expensive for this kind of restaurant. Recommended!"
[English],208,32,9.0,5,"May 5, 2016 ","Fantastic service, delicious and delicate seasonal food and lovely atmosphere!","London, United Kingdom",You know when you go into a restaurant and immediately feel happy because everyone inside is having a great time?  That's Mat & Destillat.  We wandered in tonight (a holiday in Sweden) and were very lucky to get one of the non reserved seats in...More
[English],208,29,9.0,5,"May 7, 2012 ",Simply the best and most unusul meal I have ever had,"Glasgow, United Kingdom","Beautifully presented , perfectly cooked- Veal tartare with artichoke, roasted garlic and delicious small dollops of sauce; Cod with apple, pea and lamb sweetbreads marinated in milk with anise; Rhubarb with rhibarb sorbet and licorice macaroons- very subtle. Attentive service"
[English],208,1,,5,"May 7, 2018 ",Best in Lund,,I have been here many times and have never been disappointed. Excellent food and good service. Always worth a visit. Also very good drinks and a cosy bar.
[English],208,76,51.0,4,"May 8, 2016 ","Good food, slow service","Knokke, Belgium","Some nice creative plates, small portions, good quality. Every table was booked several times, but the service did not manage it. The homemade bread was a little bit disappointing, very cold ( deepfreezed?) when served."
[English],208,172,209.0,4,"November 10, 2012 ",Very good wine selection,"Marseille, France","This is a nice place for dinner. In season, they serve game.
A must try: the blood soup (goose blood), delicious, especially with a red Jura wine.
The Grand Hotel has an excellent wine list (cheap compared to most other restaurants in the world for...More"
[English],208,657,161.0,4,"November 11, 2013 ",Very good,"Stockholm, Sweden",We stopped by and had turbot and roe deer + a bottle of Sancerre. We found the food as good as last time. However was the service somewhat stressful which takes down the total rating one step.
[English],208,15,4.0,5,"November 11, 2018 ","Tasty, beautiful, friendly and professional.","Lund, Sweden",A great dinner on a busy Saturday night in a beautiful place. The place was full and very busy but that did in no way spoil or effect our evening in any negative way as the staff seemed to have a very good grip on...More
[English],208,296,118.0,4,"November 12, 2014 ",Rightly popular place for lunch and dinner,"Amsterdam, The Netherlands","I had both a dinner and a lunch in this restaurant located almost opposite the dome, in the past two months, and both were good. There is balanced choice of dishes, including local ones, and the atmosphere is pleasant. The acceptably priced lunch options explain...More"
[English],208,37,4.0,5,"November 12, 2018 ",One of the best restaurants in Lund,"Lund, Sweden","Great food, great cocktails and great service, what more can you ask for? The menu often works with seasonal ingredients and the dishes are always well composed. The interior is modern but still warm and elegant."
[English],208,19,6.0,4,"November 13, 2015 ",Good but not fantastic,"Lund, Sweden","Food was good, service was pretty good (I do think they are a bit caught up in their success). I think don't think they lived up to the hype but I was happy with what I ate and what I paid for it."
[English],208,368,138.0,4,"November 16, 2014 ",Cosy and well cooked food,"Malmo, Sweden","Went here for lunch right at 11.30 when they opened. 10 min later the place was literally full. A very popular place. Service is great, you got your food fast and could pay when you wanted. The food is very well cooked and looks very...More"
[English],208,15,5.0,2,"November 16, 2015 ",Actually really poor quality food,"Lund, Sweden","We had a meal a normal Friday night, the place was completely packed which is nice but mean no time for service, and actually the food was really bad. Combo's didn't work at all. The only good thing was the drinks. Will not be visiting...More"
[English],208,28,9.0,5,"November 18, 2015 ",the best food in Lund,"Paris, France","The quality of the food is outstanding  and the decor, service and presentation is unusually sophisticated for Sweden. It's become necessary to reserve and there are now two dinner times - the traditional 5-6pm and another later on at 8pm - 9pm. It's obviously far...More"
[English],208,42,14.0,4,"November 2, 2017 ","Extraordinary service, good food",Köpenhamn,"Disclaimer: I had a very bad cold on the day I was there. So I can not vouch for the food. But my husband says it was delicious, and I can confirm that the textures were elegant.

This place stands out because of its service....More"
[English],208,49,10.0,4,"November 20, 2017 ","Great food, good wine",,"Interested and fashionable version of Swedish/French kitchen traditions. A bit snobby, but reasonable priced for the quality. We had a 3 course meal a la carte with 2 glasses of wine, costing €70 pp."
[English],208,8,,5,"November 22, 2018 ",Excellent,,"One word: Excellent. 

Really exceptional food. Great service. Staff where excellent. Had the moose as a Thanksgiving meal. Good times."
[English],208,10,4.0,2,"November 23, 2014 ",Under my experctations!,"Reggio Emilia, Italy","Very nice position close to the city center, high service level but very expensive compared to the quantity and the quality. Sophisticated food but nothing that  I liked so much.I won't come back in this place."
[English],208,40,5.0,4,"November 26, 2015 ",Enjoyable,"Stockholm, Sweden","The food was pleasing; it was, however, pricy. I ordered the lamb which was perfectly cooked, and the side dishes were also tasty. I didn't order desert, but my friend ordered cheese which was in his opinion very good.

The service was pleasant and professional,...More"
[English],208,584,345.0,4,"November 28, 2012 ",Cocktail bar and restaurant well worth a visit,Helsingborg,"Today we had a business lunch at Mat & Destillat. We were three of us and arrived at different times, and in spite of the difficulty this presented to the staff, we were taken care of very proficiently. A modern, yet cosy, cocktailbar to the...More"
[English],208,40,18.0,4,"November 28, 2016 ","Great food, service so so","Cambridge, United Kingdom","Arrived at 11.28 for my 11.30 lunch. I'm Dutch, so arrive on time (and meeting a Swede, so early lunch). The door was locked and the waiters ignored me. Not missed me, but actually, actively ignored me. Muppets.
The chef, who could presumably not hear...More"
[English],208,79,51.0,3,"November 28, 2016 ",Good food but not over the top.,"Lund, Sweden","Went for a late lunch so the restaurant was not very busy when I arrived but still the first thing I saw were quite a bit of uncleaned tables, and so they were when I left after my lunch as well. 
My food were well...More"
[English],208,35,19.0,5,"November 29, 2012 ",Flawless in every aspect,"Nykoping, Sweden",Outstanding dining in a fresh and timeless milieu. Impeccable service. The food is appetizing and made to perfection.
[English],208,6,22.0,5,"November 4, 2014 ","Excellent service, excellent food and excellent ambience","London, England","The Lund food scene is changing! This fabulous restaurant offers delicious food, in a gorgeous setting with world class service.  I'm a Vegan and came into the restaurant and the chef made me a bespoke meal from scratch.  The food is fresh, creative, incredibly tasty...More"
[English],208,12,8.0,5,"October 10, 2012 ",Well Worth the trip,"Bancroft, Canada","Not a budget meal, but definetely well worth the dollar. The falvours were exquiste and the attention excellent! A treat out with our son who is going to university here."
[English],208,15,9.0,5,"October 10, 2013 ",Gorgeous,"Wien, Österreich","We (a group of 12) were here a few days ago and we all were astonished. Every meal was just amazing. I had the swedish deer as main and I think i have never eaten something as good as this. Also my dessert, a chocolate...More"
[English],208,148,127.0,5,"October 10, 2014 ",Delicious!,"Houston, Texas","Ate from a prix fix, and was very impressed.  Although some people at our table found one course a bit bland, everything was very well prepared. Wines were well paired with each course, and yet no one wine was too strong (I am not a...More"
[English],208,35,8.0,5,"October 12, 2015 ",Glad that my one meal in Sweden was here.,"Pinecrest, Florida","Went to Lund recently for a business meeting and ended up eating dinner here.  The food and wine was great, as was the ambience.  The menu doesn't have a ton of variety, but there should be something for almost anyone.   I had the raw reindeer...More"
[English],208,15,3.0,4,"October 12, 2016 ",Lunch,"Lund, Sweden",Fantastic food and beer. Went for lunch with the family. All were satisfied that everything. Well populated so book a table if you don't come alone.
[English],208,44,14.0,5,"October 14, 2015 ",Outstanding,"Cardiff, United Kingdom",Lunched here today. Very busy but the service and the food remained outstanding. I had the most marvellous mushroom soup followed by a scans-inspired fish dish with plum. Wonderful - can't wait to return when I am next in Lund.
[English],208,16,2.0,5,"October 14, 2018 ",Always excellent,,"We have come back to this place now for over four years and never been disappointed. Since our first visit we have always received excellent food, drinks and service, hence our expectations are also very high when we visit Mat & Destillat. Still, they continue...More"
[English],208,9,2.0,1,"October 15, 2015 ",Nothing vegetarian on the menu,Lund,"They only offer the choice of two meat and one fish dish on the menu, so we decided not to eat there, which is bad news!More"
[English],208,3,,5,"October 15, 2015 ",Simply the best in Lund...,"Lund, Sweden","I often dine there and been disappointed. Great food, excellent selection of wines, perfect cocktails and top level service - what else are you looking for?! Go for it..."
[English],208,44,15.0,5,"October 15, 2016 ",Perfect service and beautiful food ,"Bergen, Norway","This restaurant fulfilled all our expectations: dinner was perfect, the wine and akvavitt selection good, and the service spot on. 

I liked that the table was round, as it makes the conversation more inclusive and fluid. 

We were a group of six, so we had...More"
[English],208,33,12.0,5,"October 17, 2015 ",Food and cocktails are great,"Lund, Sweden","I dine here often and it is always a great pleasure. The food, atmosphere and the service are superb. And do not forget to order one of the award winning cocktails."
[English],208,1,,5,"October 17, 2015 ",The place to go to...,"Lund, Sweden","very good good and wonderfull cocktails. A must when you want to give yourself a treat just because...
And the straff i so nice!"
[English],208,16,8.0,2,"October 18, 2015 ",Trying to make Swedish cooking fancy - fail!,"Lund, Sweden","This is a restaurant that represents that a really good thing can go bad. We have seen a number of fantastic restaurants where the Scandinavian idea of mixing berries with dark meet, apples with pork, mushrooms with figs, excell. But now this restaurant is trying...More"
[English],208,280,54.0,5,"October 18, 2016 ",Wonderful restaurant,"Malmo, Sweden",Had reserved a table well in advance as we wanted to celebrate our wedding anniversary on a Saturday. The service was good with friendly yet professional staff. Dishes were adapted to seasonal and local specialities and tasty as well as beautifully served. Not seamingly too...More
[English],208,83,64.0,5,"October 2, 2014 ",Swoon....can't say enough good things about this place,"County Dublin, Ireland","I've eaten at Mat & Destillat a few times, for lunch mostly and once for the most amazing 'Wine Menu' where a new range of wines were introduced.  I realised only towards the end of the night that we were one of very few 'joe...More"
[English],208,33,9.0,5,"October 2, 2017 ",The restaurant with the best service in Lund.,Sweden,"This is a nice restaurant that focuses on service. Now, food is good too but unusual for Sweden service is the key."
[English],208,42,9.0,4,"October 20, 2016 ",Expensive,,"Ok food.... 
expensive..... 
very nice staff..... 
We enjoyed everything.... 
IF you have 2000 sek that you don't need then go for it,  otherwise there are plenty of better options in Malmö"
[English],208,649,117.0,5,"October 20, 2017 ",Best in town,"Istanbul, Turkey",Generally business fine dining is standart however this restaurant all the way from staff to different set of menu to hospitality are by far best in town
[English],208,143,70.0,5,"October 21, 2014 ","Excellent place, good food selection","London, United Kingdom","This is probably one of the more upmarket restaurants in Lund, filled with what appears to be business people (we went in the evening).

The food was more traditional Swedish/European and it was really good. The drinks selection and service was also excellent.

This is...More"
[English],208,131,45.0,4,"October 24, 2015 ","Good food, quick service, in Lund centrum","Leuven, Belgium","This is the first restaurant we tried in Lund. Choice is limited, but service was really quick and the food is very good. I took the scallops and the veal cheeks. The are both ingredients you can easily spoil, but that wasn't all at all...More"
[English],208,7,,5,"October 26, 2015 ",Tasteful,"Lund, Sweden","We chose 3 different  things to eat among us and everybody was very satisfied.

Sorry that coffee was not included in the price."
[English],208,158,88.0,4,"October 27, 2016 ","Excellent food, but popular and noisy","Tampere, Finland","Had a business dinner here, the food was preordered by the hosts, but no complaints.

For starter we had Salsify with salted pike perch, black radish and squid dressing. That's not all that had gone into the portion, interesting combination, and suitably light as a...More"
[English],208,1,,5,"October 28, 2015 ",Best place in Lund,"Lund, Sweden","Not only do they do the most delicious cocktails (any hour is cocktail hour by the way), you’ll never get disappointed when it comes to the food. They do undersell the tastiness in the menu – but have faith – I’ve always been more than...More"
[English],208,93,37.0,3,"October 28, 2017 ",Not sure yet.,"Gothenburg, Sweden","I am not sure about this place. Went there on a paycheck friday, wish means that ”all” swedes leave their homes, goes to a close by restaurant, drinks their heads off and acts like erupting vulcanos. It was so loud and noicy that even our...More"
[English],208,14,6.0,5,"October 3, 2012 ",No Doubts - The Best Restaurant In Lund,,I just love this restaurant I think it's the best restaurant in Lund. The food is great and the staff is nice and well mannered. What ever you order you will not be disappointed. It almost deserve a Michelin star... When you are here you...More
[English],208,35,18.0,5,"October 9, 2012 ",Lovely restaurant with excellent food and service,"Brussels, Belgium",We have visited Mat och Destilat twice and have left with a smile on our face both times. The food simply is amazing! You can tell that the kitchen knows what they are doing and that they love food. The menu varies according to supply...More
[English],208,38,19.0,5,"October 9, 2018 ",Veggie option,"Lund, Sweden","I came for a business lunch with a colleague. It was busy and loud, but not noisy. Clientele well mannered. 

It was relaxed and cosmopolitan. 

The waitress and waiter who dealt with our order were both charming and deserve plaudits. 

The food was interesting and...More"
[English],208,87,16.0,5,"September 1, 2015 ",Excellent kitchen,"Lund, Sweden","Here you can eat what is out of the ordinary, not only filet Mignon, but instead a nice piece of venison, or oxtail or some other unusual meat made in a gourmet fashion. Furthermore, nice staff."
[English],208,35,6.0,4,"September 10, 2016 ",Creative Cooking,"Gothenburg, Sweden","We booked Mat & Destillat based on the reviews on Trip Advisor. Limited menu, but all of them were done with creativity and great flavor. Extra plus for the rooster breast!
The restaurant was packed (good sign). A bit warm and not the best acoustics....More"
[English],208,15,4.0,5,"September 10, 2017 ","So new, yet so traditional",Virum,"Booked in advance - table for 2. The restaurant/bar was filled. Good atmosphere and room at the table. Attentive waiters. Seated right away. Presented with 3 cards: Drinks, wine and menu (starters and main course). Both courses were very(!) tasty, well balanced and the size...More"
[English],208,57,33.0,5,"September 11, 2015 ",superb meal,"Manchester, England, United Kingdom","Went there for dinner.

Like all the restaurants in Lund, the menu is very small with only about half a dozen choices for starter and the same for main courses.

However, what they do is superb and my chicken dish was cooked to perfection with...More"
[English],208,4,,5,"September 12, 2017 ",Gem in Lund,,"Had a great dinner at this lovely place which was close to my hotel. I was greeted by the bartender who is very enthusiastic about their selection of cocktails. I actually tried TWO cocktails and both were excellent and made with original, local ingredients. I...More"
[English],208,14,6.0,4,"September 13, 2016 ",Classical swedish dishes prepared with an experimental twist,"Lund, Sweden","Classical, mostly swedish dishes prepared with an experimental twist and one of my favorite places to eat in Lund. It is a busy place so could be a good thing to book a table. More a place for people watching and eating than a romantic...More"
[English],208,8,1.0,5,"September 13, 2016 ",Good Restaurant for a Well Prepared Dinner,"Lund, Sweden","I have eaten here several times for business occasions, most recently last week, and have not been disappointed yet. The waiter was attentive, knowledegable and made very good suggestions. We had a choice of tables and elected to sit in the back in order to...More"
[English],208,19,11.0,5,"September 13, 2016 ",A nice palace to eat,"Lund, Sweden","Restaurant with very good food, nice and helpful staff and cosy environment in the heart of medieval Lund."
[English],208,35,6.0,4,"September 14, 2016 ",A good choice,"Formigine, Italy",The food is good and well prepared. The wine selection is not too sophisticated but good. I recommend it for any kind of dinner
[English],208,22,14.0,4,"September 15, 2015 ",Great Find,Nashville,Wonderful find in Lund.  The atmosphere is great as is the food and cocktails!  I had the duck which was fabulous.
[English],208,32,11.0,5,"September 21, 2017 ",Really classy restaurant,"Winchester, United Kingdom","Was recommended this place by our hotel (supported by Tripadvisor comments). It was a very busy weekend in Lund with students returning with their parents, but they managed to fit us in at quite short notice. They were clearly very busy and if there's a...More"
[English],208,129,35.0,5,"September 21, 2018 ",Tasty food and excellent service!,"Lund, Sweden","Perfect service and great tasting food perfectly paired with a wine menu. We had the three course set menu with the complimenting wines. The food was excellent, especially the starter - snow crab with the deep fried corn - our favorite dish! The other dishes...More"
[English],208,6,,5,"September 21, 2018 ",Excellent,"Lund, Sweden","Pleasant place, excellent service and delicious food. Staff has a well balanced sense of being always available but do not disturb."
[English],208,597,80.0,5,"September 26, 2016 ",Excellent Swedish/European food in a trendy place,"Paris, France","This restaurant, located near Lund city gardens and the cathedral, is one of the good surprise of the city. A narrow choice of dishes, but excellent taste, and original combination of ingredients. Friendly staff (as the cocktail I had chosen took too long to arrive,...More"
[English],208,42,13.0,4,"September 28, 2015 ",Nice restaurant with good food.,"Bolingbrook, Illinois","My team, with families, had a very nice dinner here.  We were about 13 people, including some small children.  The service was generally good, although there was a mix up with one dish.  

I had the veal, which was very tasty.  My wife and I...More"
[English],208,8,2.0,5,"September 29, 2015 ",Excellent,"Santiago, Chile","It's very good restaurant... Food and service are wonderful. 
It is my first time in Lund and my first time in this restaurant.....i recommend it 100%"
[English],208,29,12.0,5,"September 30, 2013 ",Really nice food and atmosphere,"Lund, Sweden","I really like this place. For food it's important to have booked a table, since the place is so popular. For drinks I've come many times without having booked anything. It's high quality food and service. Although the prices are a bit on the higher...More"
[English],208,26,7.0,5,"September 4, 2015 ",Amazing food and service,"Malmo, Sweden","Food was amazing, I had the oxcheek and it was perfect, practially fell apart when poked with the fork. Wine was recommended as a good pairing and it was indeed! Service was top notch, and the overall experience was really good! A little high sound...More"
[English],208,10,1.0,4,"September 6, 2017 ",Wow vegan ,"Izamal, Mexico",I had a meal ordered in advance vegan and gluten free it was really tasty. Although I think the chef was in love it was very salty (Swedish saying). The gluten free crackers were so tasty that I had to order more. Since it was...More
[English],208,4,1.0,4,"September 6, 2017 ",Successful work event,"Lund, Sweden",Good food and nice place made for a successful work event. Slightly pricey but the quality certainly matched prices.
[English],208,71,24.0,2,"September 7, 2016 ",Below average,"Lund, Sweden","I really don't understand how this place can be positioned as one of the higher class places in Lund, and serve the food they do.
Got a vegetarian alternative for lunch, which mainly consisted of one big burned on the grill cauliflower, some sour tomatoes...More"
[French],4,62,45.0,5,"April 1, 2016 ",Une parenthèse,"Athus, Belgium","Lundi soir, anniversaire à fêter en amoureux. Le cadre est agréable et l'accueil est prévenant et, comme souvent en Suède,...More"
[French],4,62,45.0,5,"April 1, 2016 ",Une parenthèse,"Athus, Belgium","Lundi soir, anniversaire à fêter en amoureux. Le cadre est agréable et l'accueil est prévenant et, comme souvent en Suède,...More"
[French],4,17,6.0,4,"May 9, 2015 ",Très sympa!,,"Un resto dans le centre de Lund que j'ai peu découvrir avec mes collègues. Nous avons été bien reçus, les...More"
[French],4,17,6.0,4,"May 9, 2015 ",Très sympa!,,"Un resto dans le centre de Lund que j'ai peu découvrir avec mes collègues. Nous avons été bien reçus, les...More"
[French],4,19,6.0,4,"November 10, 2015 ",Resto sympa,vulbens,"Nous sommes alllés un samedi  soir ( réservation ), malgré le restaurant plein á craquer le personnel est très disponible...More"
[French],4,19,6.0,4,"November 10, 2015 ",Resto sympa,vulbens,"Nous sommes alllés un samedi  soir ( réservation ), malgré le restaurant plein á craquer le personnel est très disponible...More"
[French],4,94,35.0,4,"November 12, 2013 ","Un peu cher, mais une bonne table suédoise !","Agde, France",Ce restaurant est situé non loin de la cathédrale de Lund. C'est une bonne table suédoise ! Le service est...More
[French],4,94,35.0,4,"November 12, 2013 ","Un peu cher, mais une bonne table suédoise !","Agde, France",Ce restaurant est situé non loin de la cathédrale de Lund. C'est une bonne table suédoise ! Le service est...More
[German],4,4,1.0,5,"June 16, 2016 ",Absolut das beste,,Liebe Freunde ich finde das beste Lokal ! Essen und Location so wie Bedienung! Ein Lokal mit Flair ! Sauberes...More
[German],4,4,1.0,5,"June 16, 2016 ",Absolut das beste,,Liebe Freunde ich finde das beste Lokal ! Essen und Location so wie Bedienung! Ein Lokal mit Flair ! Sauberes...More
[German],4,282,102.0,5,"June 21, 2017 ",ein Traum..,,unser erneuter Besuch in Hause Mat & Destillat. Jedes Gericht das serviert wurde war ein Traum. Alles perfekt abgestimmt. Von...More
[German],4,282,102.0,5,"June 21, 2017 ",ein Traum..,,unser erneuter Besuch in Hause Mat & Destillat. Jedes Gericht das serviert wurde war ein Traum. Alles perfekt abgestimmt. Von...More
