a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
Lund_03185,Building,Landmark,Town,Architecture,City,Human settlement,Neighbourhood,Sky,Mixed-use,,University Library H,Q Joar Lindén, Sep 2017
Lund_00613,Building,Property,Palace,Mansion,Landmark,Estate,Architecture,Classical architecture,,,Lundagérd,@ leva Paskauskait, Sep 2015
Lund_00430,Building,Landmark,Mansion,Palace,Estate,Property,Classical architecture,Stately home,Official residence,Architecture,Lundagérd,T Tomas Johanssc, Sep 2018
Lund_01261,Building,Palace,Landmark,Estate,Architecture,Mansion,Official residence,Stately home,Presidential palace,Classical architecture,Lundagérd,Prakash Kumar, Sep 2012
Lund_00598,Landmark,Medieval architecture,Architecture,Building,Place of worship,Church,Facade,Classical architecture,Cathedral,Gothic architecture,[T He 1 B,' Bartosz Klukacze, Sep 2014
Lund_02717,Natural landscape,Vegetation,Grass,Wilderness,Botany,Grass family,,,,,Lund,oy :, Sep 2017
Lund_00599,Building,Landmark,Architecture,Town,City,Medieval architecture,Sky,,,,[T L He 1 BT,‘g) Bartosz Klukacze, Sep 2014
Lund_02750,Factory,,,,,,,,,,MAX IV Laboratory,""" John Eckerdal", Sep 2018
Lund_00896,Estate,Property,Building,Mansion,Landmark,House,Architecture,Home,Palace,Sky,Lundagérd 9,‘Z) Dillon Cower, Sep 2018
Lund_01975,Natural landscape,Nature,Reflection,Tree,Natural environment,Leaf,Water,Nature reserve,Wilderness,Autumn,Botanical Garden,Sisse Nesgaard, Sep 2018
Lund_00139,Statue,Sculpture,Public space,Tree,Town,,,,,,e Saadiyah Darus,e Saadiyah Darus, Sep 2009
Lund_02905,Building,Houseplant,,,,,,,,,0spAB Plant Departr,D Day Time,Sep 2018
Lund_00938,Building,Château,Classical architecture,Property,Estate,Palace,Landmark,Architecture,Stately home,Mansion,Lundagérd 9,[’ J Joe Fernet, Sep 2017
Lund_01587,Fountain,Water feature,Grass,Garden,Tree,Public space,Water,,,,Stadsparken 9,Noelia Vilalta, Sep 2017
Lund_02070,Wall,Building,Tree,Architecture,,,,,,,Lundagérd ¢,(3} PR, Sep 2017
Lund_01726,Building,Architecture,Landmark,Property,Town,Medieval architecture,,,,,Juridicum 3,f@: Mister No, Sep 2017
Lund_01239,Building,Architecture,Landmark,Medieval architecture,Cathedral,Place of worship,,,,,Lund Cathedral ¢,L Logan Leske, Sep 2017
Lund_02206,Property,Transport,Building,Architecture,,,,,,,MAX IV Laboratory,6 IR DL, Sep 2016
Lund_03196,Building,Estate,Property,Château,Mansion,Stately home,Manor house,,,,Bantorget 8,(VGRG0, Sep 2017
Lund_01857,Property,Building,House,Architecture,Town,,,,,,Kulturen,Hassanain Goval, Sep 2016
Lund_02822,Landmark,Building,,,,,,,,,Lundagérd 9,P Pulak Barua, Sep 2017
Lund_03044,Residential area,Property,Architecture,Building,House,Apartment,Real estate,Facade,Neighbourhood,,ICA Supermarket Lin,[ETERTG RG], Sep 2017
Lund_00890,Building,Architecture,Landmark,Sky,Tree,,,,,,Lund Cathedral,C Carl O. Thygesen, Sep 2017
Lund_00746,Building,Sky,,,,,,,,,Lundagérd 9,L 1T T, Sep 2013
Lund_01021,Landmark,Architecture,Building,City,Sky,,,,,,Lundagérd c,L) Lurdes Otaegi, Sep 2016
Lund_00622,Building,Estate,Palace,Mansion,Property,Stately home,Château,,,,Lundagérd,[ BRI TS, Sep 2016
Lund_00241,Landmark,Estate,Building,Sky,Mansion,Architecture,Palace,Stately home,,,[T T VT,L AL e, Sep 2018
Lund_00390,Building,Architecture,Church,,,,,,,,Lundagérd 9,P Pulak Barua, Sep 2017
Lund_00567,Estate,Building,Mansion,Landmark,Palace,Architecture,Stately home,,,,Lundagérd,i Antanas Staskev, Sep 2009
Lund_02468,Body of water,Water resources,Water,Nature,Natural landscape,River,Reservoir,Natural environment,Sky,Bank,Nobbel6vs mosse,L  Lilja Skold, Sep 2016
Lund_00335,Architecture,Building,,,,,,,,,Botanical Garden,L AL e, Sep 2018
Lund_01968,Building,Estate,Mansion,Palace,Architecture,Official residence,Stately home,,,,Lundagérd,Anna Honkanen, Sep 2017
Lund_00289,Landmark,Building,Architecture,Estate,Tree,,,,,,[T L He 1 BT,‘g) Bartosz Klukacze, Sep 2014
Lund_00340,Building,Landmark,Sky,Architecture,Property,Town,Human settlement,City,Estate,Château,University Library,% Guillermo Fronte, Sep 2018
Lund_00727,Estate,Mansion,Property,Building,House,Home,Official residence,Palace,,,Lundagérd,@ leva Paskauskait, Sep 2015
Lund_00542,Building,Estate,Palace,Mansion,Property,Stately home,Château,,,,Lundagérd,[ BRI TS, Sep 2016
Lund_00029,Estate,Building,Mansion,Property,Palace,Official residence,Manor house,,,,[T 3,. ling zhang, Sep 2015 |
Lund_02481,Building,Commercial building,Architecture,Corporate headquarters,,,,,,,' Petar Novkovic,' Petar Novkovic, Sep 2016
Lund_01937,Building,Estate,Mansion,Landmark,Property,Palace,Architecture,Stately home,Official residence,House,LTI G T,f@: Mister No, Sep 2017
Lund_02810,Landmark,Palace,Building,Estate,Mansion,Property,Classical architecture,Architecture,House,Stately home,FLELLA T RO TY,9 Nattawat Palaka, Sep 2007
Lund_00032,Public space,City,Town,Human settlement,Architecture,Mode of transport,Building,,,,Rathaus,@ Hans Jirgen Klai, Sep 2018
Lund_00091,Building,Town,Architecture,City,Town square,Human settlement,Public space,,,,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009
Lund_02177,Landmark,Architecture,Tower,Building,,,,,,,Lundagérd 9,Jorn Green, Sep 2017
Lund_01643,Fountain,Garden,Water feature,Grass,Lawn,Sky,Public space,Tree,Water,Park,Stadsparken,Thomas Kuriako:, Sep 2017
Lund_00028,House,Property,Building,Architecture,,,,,,,@ Saadiyah Darus,@ Saadiyah Darus, Sep 2009
Lund_02202,Transport,Building,,,,,,,,,Steven Vancoillie,Steven Vancoillie, Sep 2016
Lund_01940,Sky,Landmark,Building,Architecture,Town,Medieval architecture,Church,Wall,Place of worship,Cathedral,[T T o1 T T,Steve Dark, Sep 2017
Lund_01089,Water,Architecture,Sky,Botany,,,,,,,Lundagérd 9,L 1T T, Sep 2013
Lund_02867,Spire,Steeple,Landmark,Church,Building,Architecture,Sky,Place of worship,Tower,,Allhelgonakyrkan,:}.h Jorge Gavilanes, Sep 2017
Lund_00437,Estate,Building,Palace,Mansion,Landmark,Property,Architecture,Château,Stately home,House,Lundagérd,E Eugenio Giudicia, Sep 2017
Lund_01995,Estate,Property,Natural landscape,,,,,,,,Botanical Garden,i;. Bjarne Rosengrel, Sep 2017
Lund_00838,Estate,Mansion,Property,Building,Palace,Manor house,House,Stately home,,,Lundagérd,U\ G IR G, Sep 2015
Lund_01852,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Cathedral,Gothic architecture,Church,Urban area,Lund Cathedral,Copaceanu Cons, Sep 2016
Lund_01540,Sky,Building,Yellow,,,,,,,,L E ),(UTEEIEY CERE, Sep 2017
Lund_01268,Building,House,Property,Estate,Mansion,Architecture,,,,,Lundagérd,@ ST EE ), Sep 2007
Lund_00101,Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
Lund_01297,Classical architecture,Landmark,Architecture,Building,Flag,Sky,,,,,Lundagérd 3,%) Lise Galuga, Sep 2017
Lund_01605,Building,Landmark,Property,Town,Architecture,Neighbourhood,Residential area,Urban area,,,Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_01532,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,Abdellah Maichn, Sep 2018
Lund_01519,Building,Architecture,Landmark,Town,City,Property,Human settlement,Facade,Public space,,Lundagérd,Nika Jikurashvili, Sep 2018
Lund_02990,Room,Building,Interior design,,,,,,,,Klostergardens Rest,‘ Christopher Svar, Sep 2018
Lund_00541,Building,Estate,Palace,Mansion,Property,Stately home,Château,,,,Lundagérd,[ BRI TS, Sep 2016
Lund_02830,Town,Plaza,Building,Property,Town square,City,Public space,Human settlement,Neighbourhood,Mixed-use,BMC - Biomedical Cq,6 IR DL, Sep 2016
Lund_00492,Landmark,Building,Château,Property,Palace,Architecture,Stately home,Estate,Tree,,Lund Cathedral,g b Per Pixel Peterss, Sep 2015
Lund_00479,Estate,Building,Mansion,Palace,Property,Château,Stately home,Landmark,Architecture,Official residence,Lundagérd 3,%) Lise Galuga, Sep 2017
Lund_00394,Estate,Mansion,Landmark,Building,Property,Architecture,House,Sky,Official residence,Botany,Lundagérd,@ leva Paskauskait, Sep 2015
Lund_01267,Building,House,Property,Estate,Mansion,Architecture,,,,,Lundagérd,@ ST EE ), Sep 2007
Lund_02084,Lawn,Grass,Garden,Green,Natural landscape,Grassland,Grass family,Land lot,,,Lund City Park,Joel Kouamé Bo, Sep 2017
Lund_00856,Landmark,Building,,,,,,,,,Lundagérd,'@ Olena Polishko, Sep 2017
Lund_00409,Landmark,Building,Architecture,City,Sky,Daytime,Classical architecture,Human settlement,Facade,Tower,Lund Cathedral,Lund Cathedral, Sep 2017
Lund_01154,Building,Architecture,Landmark,City,Town,Human settlement,Sky,,,,[T L He 1 BT,A RIEY NG T, Sep 2018
Lund_01481,Property,Building,Estate,House,Residential area,Real estate,Neighbourhood,Architecture,Apartment,,LTS GIETRTT T,fﬁ: BN, Sep 2017
Lund_00933,Building,Architecture,Medieval architecture,Landmark,Classical architecture,Place of worship,Cathedral,,,,Lundagérd,“’ Adrian Popescu, Sep 2016
Lund_00365,Landmark,Architecture,Building,City,Sky,Daytime,Facade,Human settlement,Tower,Town,Lund Cathedral,Lund Cathedral, Sep 2017
Lund_00942,Landmark,Architecture,Sky,Building,City,Town,Church,,,,Lund Cathedral ¢,Y Y 7, Sep 2018
Lund_00126,Landmark,Building,Architecture,Property,Stately home,Classical architecture,,,,,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
Lund_00765,Residential area,Property,Public space,Building,Daytime,Town,Architecture,Human settlement,City,Grass,BMC - Biomedical Ce,6 IR DL, Sep 2016
Lund_00055,Tree,Woody plant,Leaf,Plant,Trunk,,,,,,e Saadiyah Darus,e Saadiyah Darus, Sep 2009
Lund_01493,Tree,Architecture,Building,,,,,,,,[T L He 1 BT,. EECIen, Sep 2017
Lund_00917,Building,House,Property,Estate,Architecture,Mansion,,,,,Lundagérd,@ ST EE ), Sep 2007
Lund_02838,Landmark,Building,Town,Architecture,Transport,City,Vehicle,Church,,,Universitetshuset :,fﬂr: BN, Sep 2017
Lund_00678,Building,Palace,Estate,,,,,,,,Lundagérd 8,f} sasan fallahi, Sep 2016
Lund_00354,Landmark,Architecture,Building,Sky,City,Facade,Human settlement,Town,Tower,Classical architecture,[T L E e G T,s‘ LEERT oYY, Sep 2017
Lund_02039,Tower block,Building,Metropolitan area,Architecture,Condominium,Urban area,Residential area,City,Human settlement,Daytime,Ideon Science Park,Martin Mc Anesg, Sep 2017
Lund_01062,House,Tree,Building,Architecture,Palace,Estate,Château,Mansion,,,Lundagérd 9,i\ Bengt Jiirs, Sep 2013
Lund_00947,Building,Estate,Property,Mansion,Château,Palace,Landmark,Stately home,Manor house,,Lundagérd 9,= SR, Sep 2017
Lund_02364,Dish,Pizza,Food,Cuisine,Pizza cheese,Flatbread,California-style pizza,Ingredient,Fast food,Italian food,Klostergardens Rest,i:’% op Bsyas, Sep 2018
Lund_02264,Transport,Road,Sky,,,,,,,,Biltema 3,EEF S, Sep 2016
Lund_00174,Building,Architecture,Landmark,,,,,,,,. ling zhang,. ling zhang, Sep 2015
Lund_02808,Building,Landmark,Architecture,Sky,City,Cathedral,Medieval architecture,,,,Lund Cathedral,Ville Andersson, Sep 2018
Lund_00693,Estate,Building,Mansion,Landmark,Property,Palace,House,Architecture,Official residence,Manor house,Lundagérd,"@"" pieterjan vaneerc", Sep 2016
Lund_02618,Sidewalk,Lane,Road,Asphalt,Residential area,Public space,Sky,Daytime,Tree,Neighbourhood,Netto,% (UTEEIEY CERE, Sep 2017
Lund_02113,Water resources,Body of water,Pond,Watercourse,Water,Fish pond,Natural landscape,Nature reserve,Bank,Riparian zone,Stadsparken 9,@ Jonas Lundin, Sep 2018
Lund_02857,Building,Estate,Classical architecture,Landmark,Mansion,Official residence,Palace,Architecture,Presidential palace,,Lundagérd,Ibrahim Akkash, Sep 2016
Lund_00780,Building,Architecture,Medieval architecture,Landmark,Church,,,,,,Lund Cathedral {,Y Y 7, Sep 2018
Lund_02077,Water,Fountain,,,,,,,,,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016
Lund_02413,Town,Building,Property,Human settlement,Neighbourhood,City,Street,Mixed-use,,,Lundagérd g,“.3 Florian Lang, Sep 2011
Lund_00580,Estate,Building,Mansion,Palace,Property,Official residence,Stately home,Château,Architecture,Manor house,Lundagérd 8,@ Erik Westrup, Sep 2017
Lund_02685,Building,Interior design,,,,,,,,,0spAB Plant Departr,D Day Time, Sep 2018
Lund_00883,Building,Architecture,Landmark,Property,Classical architecture,,,,,,LTI G T,f@: Mister No, Sep 2017
Lund_01880,Medieval architecture,Building,Landmark,Architecture,Historic site,,,,,,[T L He 1 BT,. EECIen, Sep 2017
Lund_01546,Landmark,Building,Architecture,Classical architecture,Palace,Mansion,Official residence,,,,[T T VT,(é 7 Paulina Belenitsk, Sep 2018
Lund_02106,Tree,Building,Sky,Architecture,House,,,,,,Lundagérd,Lundagérd, Sep 2017
