Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
719,Lund_01113,Estate,Building,Property,Palace,House,Château,Mansion,Tree,Architecture,Stately home,Lundagérd 9,*g Bogdan Tatar, Aug 2018
720,Lund_01346,Landmark,Building,Medieval architecture,Tree,Estate,Architecture,Thoroughfare,Historic site,Château,,[T TV HTET 0 T,Fritz Winkler, Aug 2018
722,Lund_00352,Landmark,Building,Medieval architecture,Architecture,Stately home,Castle,Château,Estate,Palace,Historic house,Lundagérd {,&: SERAP PEKER, Apr 2018
732,Lund_02235,Natural landscape,Vegetation,Natural environment,Bank,Nature reserve,Wilderness,Grass,Tree,Waterway,Biome,Rinnebick Gorge 2,D  Dan Collin, Oct 2018
736,Lund_00466,Building,Landmark,Palace,Architecture,Château,Facade,Estate,Stately home,Classical architecture,Official residence,Lundagérd,G  Giliana Gallegra, Aug 2018
740,Lund_01859,Monument,Landmark,Grass,Obelisk,Sky,Memorial,Historic site,National historic landmark,Rock,,Monument Slaget vic,david stuart, Sep 2018
742,Lund_02455,House,Architecture,Building,Property,Wall,Neighbourhood,Home,Facade,Real estate,Residential area,Greenhouse,N ' New Greenhouse, Jan 2018
744,Lund_00431,Estate,Mansion,Building,Landmark,Property,Stately home,Palace,Château,Architecture,House,Lundagérd,V.Y T, May 2018
746,Lund_02046,Architecture,Building,Transport,Town,House,Vehicle,Facade,Tourism,City,Neighbourhood,Harrys,U André Malmgren, Jun 2018
752,Lund_02952,Property,Building,House,Home,Real estate,Neighbourhood,Rest area,Residential area,Facade,,Killbybadet,n Martin Nilsson, Jul 2018
755,Lund_01591,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Tourist attraction,City,Official residence,Mansion,Lundagérd 9,*9 Bogdan Tatar, Aug 2018
756,Lund_01174,Sky,Cloud,Landmark,Architecture,Town,Wilderness,Tree,Mountain,Urban area,City,Lundagérd g,ﬁ' paul fackler, Apr 2018
765,Lund_02373,Building,Glass,Architecture,Door,Interior design,Room,Window,Flooring,Ceiling,Shade,Maria Magdalena ky,&% Florian Weissbac, May 2018
769,Lund_01137,Town,Public space,Town square,City,Human settlement,Plaza,Sky,Building,Architecture,Spring,Stortorget Restaurar,ﬂ Dara Banna, Jul 2018
780,Lund_01235,Estate,Building,Mansion,Palace,Official residence,Property,Stately home,Manor house,Château,Architecture,Lundagérd,l\i) Stana Minincic, May 2018
783,Lund_02890,Garden,Sky,Tree,Grass,Cloud,Spring,Park,Botany,Water,Leaf,Stadsparken ¢,ﬁ John Eckerdal, Jan 2018
788,Lund_02990,Room,Building,Interior design,Furniture,Restaurant,Table,Barware,Countertop,Ceiling,Bar,Klostergardens Rest,‘ Christopher Svar, Sep 2018
790,Lund_01669,Town,Building,Architecture,Human settlement,City,House,Neighbourhood,Street,Mixed-use,Facade,[T T o1 T T T,(o) JoL RV, Aug 2018
791,Lund_01955,Building,Landmark,Palace,Estate,Architecture,Mansion,Official residence,House,Classical architecture,Stately home,Lundagérd 9,Luisa Cunial, Aug 2018
792,Lund_02044,Property,Building,Town,House,Architecture,Facade,Real estate,Home,Window,Street,Direkt Optik ¢,ﬁ Meta Larsson, Aug 2018
795,Lund_02861,Estate,Property,Landmark,Building,Architecture,Mansion,House,Tree,Grass,Castle,Lundagérd 9,M Maria Klanac, Apr 2018
796,Lund_00983,Landmark,Building,Architecture,Steeple,Church,Town,Cathedral,City,Sky,Place of worship,Lundagérd 9,@ Daniel Klein, Aug 2018
799,Lund_00271,Building,Estate,Landmark,Palace,Mansion,Château,Architecture,Official residence,Botany,Spring,Lundagérd,E Eliot Montesino, May 2018
803,Lund_01154,Building,Architecture,Landmark,City,Town,Human settlement,Sky,Facade,Plaza,Metropolis,[T L He 1 BT,A RIEY NG T, Sep 2018
806,Lund_00759,Landmark,Architecture,Building,Medieval architecture,Cathedral,Sky,Facade,Gothic architecture,Place of worship,City,Lundagérd,@ Pedro J Martin, May 2018
810,Lund_00008,Landmark,Spire,Building,Architecture,Steeple,Church,Place of worship,Parish,Tree,Sky,%~ Juliane Vigané,%~ Juliane Vigané, Apr 2018
817,Lund_02456,Sport venue,Stadium,Team sport,Player,Grass,Ball game,Soccer-specific stadium,Atmosphere,Sports,Arena,Klostergérdens IP,Florian Weissbac, Jul 2018
848,Lund_01415,Building,Tree,Architecture,Château,Plant,Castle,,,,,Lundagérd 9,~ 9 JanosKiss, Sep 2018
850,Lund_02417,Landmark,Architecture,Building,Wall,Church,Town,Medieval architecture,Sky,Facade,Cathedral,Lund Cathedral,Birgit & P&r Sven, Aug 2018
859,Lund_02573,Land lot,Vegetation,Natural environment,Plain,Grass,Grassland,Ecoregion,Prairie,Grass family,Meadow,Klosteréngshojden,Q Peter Nordensva, May 2018
862,Lund_01198,Garden,Botanical garden,Tree,Botany,Park,Grass,Shrub,Spring,Plant,Estate,"»\1,;; Aktham Yousef","»\1,;; Aktham Yousef", May 2018
864,Lund_01318,Architecture,Classical architecture,Building,Landmark,Property,Facade,Town,Sky,House,Palace,Lundagérd,L) UIf Zimmermann, Aug 2018
865,Lund_02124,Town,Public space,Water,Architecture,Sculpture,Tree,Tourism,Statue,Town square,Palace,£ (g T,M) M2 BEGONA DEL, Mar 2018
867,Lund_01814,Landmark,Architecture,Building,Medieval architecture,Baptistery,Church,Tree,Place of worship,Cathedral,City,Lundagérd,Risto Lazarevic, Jan 2018
871,Lund_01558,Property,House,Cottage,Home,Building,Roof,Residential area,Real estate,Estate,Farmhouse,Kulturen,Daniel Jarl, Aug 2018
878,Lund_01668,Landmark,Palace,Château,Flower,Spring,Estate,Stately home,Plant,Garden,Building,Lundagérd,% Mohammad A.M, May 2018
884,Lund_01960,Road,Natural landscape,Lane,Thoroughfare,Asphalt,Grass,Path,Trail,Tree,Infrastructure,Sankt Hans Hill,Rafael Schwartz, May 2018
887,Lund_02511,Grassland,Sky,Plain,Field,Natural landscape,Natural environment,Prairie,Steppe,Pasture,Grass,L TR TR,L TR TR, Jul 2018
891,Lund_01519,Building,Architecture,Landmark,Town,City,Property,Human settlement,Facade,Public space,Town square,Lundagérd,Nika Jikurashvili, Sep 2018
892,Lund_01112,Landmark,Architecture,Building,Sky,City,Town,Urban area,Steeple,Facade,Church,LT T o1 T T T,@ Daniel Klein, Aug 2018
896,Lund_01886,Building,Landmark,Property,Architecture,Facade,Town,Palace,House,Classical architecture,Stately home,Kulturen,M) M2 BEGONA DEL, Mar 2018
899,Lund_00860,Town,Town square,City,Human settlement,Public space,Plaza,Building,Street,Mixed-use,Sky,Lundagérd,'v Rafael Schwartz, May 2018
903,Lund_01457,Landmark,Architecture,Classical architecture,Building,Facade,City,Palace,Urban area,Sky,House,Kulturen,Colin Nelson, Aug 2018
913,Lund_03182,Building,Mansion,Property,Estate,Landmark,House,Architecture,Palace,Home,Sky,Lundagérd,""" a, Pavlo Sviatnenkc", Jun 2018
916,Lund_03181,Sky,Tree,Garden,Leaf,Grass,Daytime,Wilderness,Lawn,Autumn,Park,Stadsparken,5 m Anna Sadowska, Oct 2018
927,Lund_02707,Water resources,Water,Sky,River,Bank,Waterway,Lake,Natural environment,Reservoir,Shore,Rabysjon och Raby s,EEL\FETEEt], May 2018
931,Lund_01410,Estate,Building,Mansion,Property,Tree,Manor house,Stately home,House,Architecture,Historic house,ISLK International Sc,Alba Mercado Di:, Aug 2018
939,Lund_00410,Landmark,Architecture,Building,City,Town,Sky,Tower,Facade,Downtown,Classical architecture,Lund Cathedral,{j Pascal BASROGE, Jun 2018
943,Lund_02447,Transport,Public space,Building,Architecture,Bus stop,City,Facade,Shade,Glass,Kiosk,Linero pub & pizzeri,LR R EFA ¢, Apr 2018
946,Lund_02584,Landmark,Building,City,Town,Architecture,Street,Urban area,Human settlement,Neighbourhood,Sky,Lundagérd,R Ryan Lannigan, Oct 2018
947,Lund_01078,Residential area,Sky,Daytime,Architecture,Urban area,Property,Tree,Metropolitan area,Condominium,Neighbourhood,Bjeredsparken ¢,@ NI R, Apr 2018
949,Lund_00368,Building,Architecture,City,Landmark,Town,Human settlement,Sky,Public space,Urban area,Tree,[T T o1 T T T,&: Sayel Cortes, Sep 2018
950,Lund_00756,Town,Architecture,Building,Landmark,City,Sky,Human settlement,Street,Public space,Neighbourhood,Kulturkrogen,"{:’, Pascal BASROGE", Jun 2018
953,Lund_02152,Town,Landmark,Building,Architecture,Street,City,Infrastructure,House,Road,Facade,Lund Cathedral,M. Rasmussen, Feb 2018
957,Lund_01328,Building,Estate,Property,Landmark,Mansion,Palace,Architecture,Official residence,Stately home,House,Lundagérd 8,qﬁi Maxime LMA, Aug 2018
960,Lund_00406,Building,Estate,Landmark,Property,Architecture,Mansion,House,Château,Stately home,Manor house,Lundagérd 9,(o) JoL RV, Aug 2018
962,Lund_02755,Tree,Leaf,Sky,Autumn,Woody plant,Yellow,Daytime,Plant,Botany,Grass,Lundagérd ¢,& Obbie Hadrian, Oct 2018
965,Lund_01654,Sky,Property,House,Architecture,Tree,Building,Cloud,Home,Botany,Estate,Lundagérd,Marco Piccinini, Jun 2018
969,Lund_01823,Landmark,Architecture,Building,Medieval architecture,Classical architecture,Sky,Church,Facade,Place of worship,Historic site,[T T o1 T T T I,[T T o1 T T T I, Apr 2018
973,Lund_02766,Landmark,Architecture,Winter,Building,Freezing,Snow,Sky,Medieval architecture,Tower,Tourism,[T He 1 L T,OZRONK CARPE|, Oct 2018
981,Lund_00572,Building,Landmark,Estate,Mansion,Property,Architecture,Palace,House,Official residence,Château,[T TV HTET 0 T,A Anna Gester, Jun 2018
987,Lund_02931,Sky,Landmark,Estate,Building,Mansion,Château,Atmospheric phenomenon,Morning,House,Palace,Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
988,Lund_00311,Landmark,Sky,Building,Architecture,Property,House,Palace,Mansion,Estate,Tree,Lundagérd,T Terese Larsson E, Jul 2018
993,Lund_03194,Building,Property,Estate,Mansion,Palace,Architecture,Stately home,House,Manor house,Sky,Lundagérd,Pattara Kiatisevi, Sep 2018
994,Lund_02606,Property,Building,House,Architecture,Brick,Home,Residential area,Town,Neighbourhood,Facade,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
996,Lund_01586,Building,Architecture,Medieval architecture,Church,Place of worship,Parish,Facade,Historic site,Sky,Tree,Lundagérd,Oldfich Kamensk, Aug 2018
997,Lund_00699,Landmark,Building,Architecture,Medieval architecture,Classical architecture,Facade,Place of worship,Sky,Cathedral,Historic site,[T T o1 T 1T,:‘:_ King Lee, Aug 2018
998,Lund_02685,Building,Interior design,Ceiling,Room,Architecture,Floor,Furniture,House,Beam,Flooring,0spAB Plant Departr,D Day Time, Sep 2018
1000,Lund_01849,Landmark,Building,Architecture,Town,Facade,Steeple,City,Church,Tower,Spire,[T L He 1 BT,qﬁi Maxime LMA, Aug 2018
1004,Lund_00969,Sky,Cloud,Building,Landmark,Architecture,Town,Human settlement,Estate,Château,House,Bantorget 8,g% PO, Jul 2018
1009,Lund_02601,Sky,Body of water,Nature,Sunset,Reflection,Water,Afterglow,Evening,Cloud,Dusk,Raby Sjopark,N R - UE T TR T T, Aug 2018
1017,Lund_00349,Landmark,Building,Architecture,Medieval architecture,Sky,Place of worship,Church,Facade,Classical architecture,Cathedral,[T T o1 T T T,m Juan Pierna, Jun 2018
1024,Lund_00966,Building,Landmark,Architecture,Classical architecture,Estate,House,Mansion,Palace,Facade,Arch,Lundagérd 9,@ Daniel Klein, Aug 2018
1025,Lund_02517,Greenhouse,Building,Houseplant,Botany,Architecture,Roof,Botanical garden,Tree,Plant,Floristry,0spAB Plant Departr,D Day Time, Sep 2018
1035,Lund_01939,Garden,Botanical garden,Spring,Botany,Park,Reflecting pool,Flower,Water,Plant,Tree,Lundagérd,lefteris Bakosis, May 2018
1038,Lund_01520,Building,Property,Architecture,House,Black-and-white,Almshouse,Estate,Historic house,Monochrome,Tree,Stadsparken,RV O A, Mar 2018
1047,Lund_02381,House,Town,Property,Sky,Building,Architecture,Urban area,Neighbourhood,Tree,Wall,Lundagérd,ﬁg‘ Orfeas Kalipolitis, Oct 2018
1049,Lund_01903,Estate,Property,Building,House,Mansion,Architecture,Palace,Château,Tree,Sky,Lundagérd 8,f} Filipe Naif, Jun 2018
1051,Lund_01175,Landmark,Architecture,Building,Estate,Mansion,Stately home,Château,Grass,Tree,House,Lund Cathedral,M. Rasmussen, Feb 2018
1053,Lund_00851,Building,Landmark,Architecture,Estate,Tree,House,Mansion,Stately home,Sky,Castle,Lundagérd,@ Carsten Andreas, Feb 2018
1054,Lund_01245,Landmark,Building,Estate,Architecture,Mansion,Sky,Palace,Stately home,House,Classical architecture,Lundagérd 9,A) Anna Riggio, Aug 2018
1058,Lund_01826,White,Black,Mansion,Building,Black-and-white,Estate,Landmark,House,Property,Monochrome,Lundagérd,B Benjamin Kiintze, Aug 2018
1062,Lund_00119,Bicycle,Tree,Vehicle,Architecture,Autumn,Spring,Cycling,Road bicycle,Plant,Cyclo-cross bicycle,"‘é"" [N","‘é"" [N", Aug 2018
1065,Lund_01404,Classical architecture,Landmark,Architecture,Building,Courthouse,Sky,Facade,City,Tourist attraction,Seat of local government,Lundagérd,»@ Aktham Yousef, Jun 2018
1068,Lund_00573,Building,Property,Landmark,Architecture,Estate,House,Mansion,Palace,Official residence,Tree,Lundagérd,ﬁ Jaime Mora Salv, Jun 2018
1069,Lund_01599,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Tourist attraction,City,Official residence,Mansion,Lundagérd 9,*9 Bogdan Tatar, Aug 2018
1071,Lund_02404,Snow,Winter,Urban area,Neighbourhood,Town,Building,Architecture,City,Tree,Signage,Lundagérd,Lundagérd, Mar 2018
1072,Lund_02808,Building,Landmark,Architecture,Sky,City,Cathedral,Medieval architecture,Tower,Place of worship,Facade,Lund Cathedral,Ville Andersson, Sep 2018
1073,Lund_02463,Pasture,Grassland,Sky,Grazing,Natural environment,Bovine,Natural landscape,Farm,Rural area,Grass,Nobbelbvs mosse,g ) Andreas Ahlgvist, May 2018
1075,Lund_02709,Natural landscape,Land lot,Dirt road,Vegetation,Grass,Natural environment,Sky,Trail,Grassland,Road,Nobbelbvs mosse,Q Peter Nordensva, Jun 2018
1078,Lund_00058,Grassland,Field,Pasture,Land lot,Grass,Natural environment,Lawn,Plain,Meadow,Natural landscape,"‘é"" [N","‘é"" [N", Aug 2018
1079,Lund_00228,Landmark,Estate,Building,Château,Architecture,Stately home,Castle,Mansion,Palace,Manor house,Stadsparken ¢,Stadsparken ¢, Jun 2018
1091,Lund_00179,Landmark,Building,Architecture,Clock tower,Medieval architecture,Facade,Classical architecture,Arch,Listed building,House,‘i’) [N,‘i’) [N, Aug 2018
1092,Lund_00247,Estate,Building,Mansion,Property,Palace,Landmark,Stately home,Official residence,Château,Architecture,Lundagérd,% William Térneber, Apr 2018
1098,Lund_00188,Sky,Landmark,Tower,Building,Cloud,Shot tower,Cumulus,Architecture,,,l\i) Stana Minincic,l\i) Stana Minincic, May 2018
1101,Lund_00940,Natural landscape,Body of water,Reflection,Nature,Water,Sky,Tree,River,Bank,Natural environment,Stadsparken,ﬁ Jaime Mora Salv, Jun 2018
1104,Lund_02657,Sky,Cloud,Architecture,Natural environment,Daytime,Grass,Water,Sea,Coast,Grassland,MAX IV Laboratory,‘ John Eckerdal, Sep 2018
1107,Lund_01936,Landmark,Architecture,Tower,Building,Place of worship,Sky,Steeple,Historic site,Medieval architecture,Church,[T T o1 T 1T,Lynn Dow, May 2018
1115,Lund_02876,Building,Architecture,Estate,Tree,Town,Stately home,Grass,City,House,Château,Lundagérd 9,-& PN, Jul 2018
1119,Lund_00285,Building,Estate,Landmark,Property,Mansion,Architecture,Palace,House,Château,Sky,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1120,Lund_02462,Landmark,Tree,Sky,Garden,Leaf,Park,Botany,Public space,Grass,Autumn,Lundagérd,%@‘ Orfeas Kalipolitis, Oct 2018
1121,Lund_01428,Natural landscape,Reflection,Pond,Nature,Water,Vegetation,Bank,Garden,Reflecting pool,Nature reserve,Botanical Garden,Jesper Svensson, May 2018
1129,Lund_00014,Landmark,Medieval architecture,Architecture,Building,Place of worship,Classical architecture,Church,Sky,Facade,Cathedral,%~ Juliane Vigané,%~ Juliane Vigané, Apr 2018
1138,Lund_02027,Garden,Botanical garden,Tree,Botany,Park,Spring,Plant,Leaf,Sky,Estate,Stadsparken,% William Térneber, May 2018
1140,Lund_00229,Landmark,Building,Palace,Estate,Architecture,Classical architecture,Mansion,Stately home,Official residence,Château,% William Térneber,% William Térneber, Apr 2018
1142,Lund_01532,Building,Estate,Palace,Mansion,Official residence,Château,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,Abdellah Maichn, Sep 2018
1144,Lund_00905,Garden,Landmark,Spring,Botany,Botanical garden,Plant,Estate,Stately home,Flower,Building,Lundagérd,S Sorina Gorcenco, May 2018
1149,Lund_02823,Building,Property,Estate,Mansion,Architecture,Palace,House,Official residence,Presidential palace,Tree,Lundagérd &,‘ Ménica Plaza, Jun 2018
1158,Lund_00356,Landmark,Property,Building,Sky,Estate,Architecture,Palace,House,Mansion,City,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1166,Lund_00976,Landmark,Palace,Estate,Building,Plaza,Architecture,City,Mansion,Official residence,Château,Lundagérd 8,N Nikhil Dharap, May 2018
1168,Lund_00101,Town,Neighbourhood,Building,Street,Property,Architecture,Human settlement,City,House,Mixed-use,@ Hans Jirgen Klai,@ Hans Jirgen Klai, Sep 2018
1174,Lund_02949,First-class cricket,Sport venue,Sky,Cloud,Grassland,Natural environment,Team sport,Grass,Player,Mountain,Klostergérdens IP,il VPN YV U 3o ), Jun 2018
1176,Lund_01863,Body of water,Natural landscape,Reflection,Nature,Water,Bank,Tree,River,Natural environment,Water resources,Stadsparken 3,Stadsparken 3, May 2018
1180,Lund_02561,Natural landscape,Vegetation,Natural environment,Nature reserve,Prairie,Grass,Plant,Grass family,Plant community,Sky,L TR TR,vg Aymeric Rivollier, Jul 2018
1187,Lund_02568,Natural landscape,Tree,Nature reserve,Grass,Rural area,Farm,Table,Spring,Grassland,Furniture,Nobbelbvs mosse,3 Michael Hanssor, Jan 2018
1193,Lund_00005,Building,Estate,Property,Architecture,House,Landmark,Mansion,Official residence,Stately home,Tree,Botanical Garden #L,@ Hans Jirgen Klai, Sep 2018
1196,Lund_00677,Building,Landmark,Architecture,Sky,Human settlement,Town,City,Public space,Town square,Plaza,Bantorget 3,49 Ancrii Gelion, Jul 2018
1201,Lund_02508,Building,Fast food,Retail,Business,Advertising,Facade,Fast food restaurant,,,,CircleK,m  meelis melsusi@, Apr 2018
1204,Lund_02872,Building,Property,Estate,Mansion,Landmark,House,Architecture,Palace,Classical architecture,Château,Lundagérd,Annette Friberg, Aug 2018
1209,Lund_02057,Town,Landmark,City,Architecture,Building,Street,Pedestrian,Public space,Human settlement,Urban area,Lund Botulfsplatsen,Joseph Mukama, Jan 2018
1211,Lund_03048,Snow,Winter,Asphalt,Freezing,Road,Sky,Lane,Tree,Road surface,Frost,Raby Sjopark,N R - UE T TR T T, Aug 2018
1214,Lund_02030,Building,Architecture,Landmark,Sky,City,Church,Tower,Facade,Place of worship,Cathedral,Lund Cathedral :,H  Horst Hesener, Jun 2018
1217,Lund_00968,Architecture,Building,Medieval architecture,Landmark,Sky,Gothic architecture,Cathedral,Place of worship,Classical architecture,City,Lund Cathedral,Joseph Mukama, Jan 2018
1223,Lund_00130,Tree,Nature,Natural landscape,Water,Vegetation,Atmospheric phenomenon,Bank,Plant,Woody plant,Shore,"‘é"" [N","‘é"" [N", Aug 2018
1226,Lund_01902,Town,City,Human settlement,Landmark,Town square,Building,Public space,Plaza,Architecture,Street,Espresso House Stol,ZE N (Pe e, Apr 2018
1227,Lund_02439,Vegetation,Natural landscape,Nature,Grass,Grassland,Green,Nature reserve,Natural environment,Pasture,Plant community,Rinnebick Gorge 2,(U‘ ), May 2018
1233,Lund_00030,Property,Building,Mansion,Estate,Stately home,House,Palace,Architecture,Real estate,Manor house,@ Yamanbg BULGA,@ Yamanbg BULGA, Jan 2018
1236,Lund_00449,Landmark,Building,Property,Architecture,Estate,Sky,Mansion,Palace,House,Château,Lundagérd 9,ﬂ.«’. Ben Pittoors, Jul 2018
1242,Lund_00675,Building,Architecture,Landmark,Facade,Sky,Classical architecture,City,Church,Cathedral,Place of worship,[T e T T T,@ Daniel Klein, Aug 2018
1246,Lund_03162,Landmark,Building,Mansion,Estate,Palace,Classical architecture,Property,Architecture,Stately home,Official residence,Lundagérd,R Ryan Lannigan, Oct 2018
1247,Lund_00780,Building,Architecture,Medieval architecture,Landmark,Church,Place of worship,Château,Parish,Abbey,Tree,Lund Cathedral {,Y Y 7, Sep 2018
1252,Lund_00208,Town square,Town,Public space,City,Human settlement,Plaza,Neighbourhood,Street,Building,Photography,0 Valeria Maciu,0 Valeria Maciu, Mar 2018
1259,Lund_02435,Estate,Property,Building,Landmark,Sky,Architecture,House,Mansion,Home,Tree,Lundagérd,R Ryan Lannigan, Oct 2018
1263,Lund_01708,Property,Building,Architecture,House,Town,Estate,Château,Home,Manor house,Historic house,Kulturen,Kim nicolai Pede, Jul 2018
1267,Lund_00661,Estate,Building,Mansion,Property,House,Palace,Architecture,Landmark,Classical architecture,Home,Lundagérd {,fm Bogdan Kostiv, Feb 2018
1273,Lund_01780,Classical architecture,Architecture,Building,Landmark,Facade,Courthouse,Column,City,Tourist attraction,Seat of local government,Lundagérd 9,IR G, Apr 2018
1278,Lund_03177,Estate,Building,Mansion,Sky,Property,Landmark,Palace,House,Stately home,Architecture,Grand Hotel Lund,Fabio Romeo, Mar 2018
1282,Lund_02208,Sky,Land lot,Grass,Grass family,Road,Ecoregion,Rural area,Grassland,Plain,Landscape,Klosteréingshdjden,C ) Christer Annerste, Jul 2018
1284,Lund_00655,Estate,Building,Landmark,Mansion,Property,Palace,Château,Classical architecture,Architecture,Stately home,Historiska museet vi,@ Hans Jirgen Klai, Sep 2018
1286,Lund_01742,Natural landscape,Body of water,Nature,Bank,Water resources,Water,Nature reserve,Vegetation,Natural environment,Pond,Stadsparken,Martin Andersso, May 2018
1289,Lund_01391,Property,Building,House,Home,Town,Architecture,Estate,Historic house,Real estate,Mansion,Lundagérd 9,@ Daniel Klein, Aug 2018
1291,Lund_01018,Landmark,Sky,Building,Architecture,City,Daytime,Facade,Town,Human settlement,Urban area,(I LR G L,g\ Stefanie Graham, May 2018
1298,Lund_01522,Building,Property,Architecture,House,Black-and-white,Almshouse,Estate,Historic house,Monochrome,Tree,Stadsparken,RV O A, Mar 2018
1299,Lund_00480,Landmark,Building,Architecture,Property,Mansion,Estate,Palace,Classical architecture,House,Facade,Lundagérd,m  mandy gilchrist, Jun 2018
1300,Lund_00642,Building,Landmark,Palace,Mansion,Estate,Property,Architecture,Château,House,Stately home,[T T VT,C Carina Hagerblac, Jun 2018
1305,Lund_02525,Sky,Winter,Tree,Snow,Geological phenomenon,Spring,Cloud,Mountain,Rural area,Fence,Rinnebick Gorge ¢,e.h Ola Holmberg, Mar 2018
1307,Lund_01083,Landmark,Building,Architecture,Sky,Medieval architecture,Church,Facade,Place of worship,Cathedral,Classical architecture,(I LR L,"C"":} Leszek A Gasien", Jul 2018
1308,Lund_01592,Building,Architecture,Town,Facade,Tree,Medieval architecture,Stately home,City,Almshouse,Château,Kulturen,M) M2 BEGONA DEL, Mar 2018
1313,Lund_00805,Building,Property,Landmark,Estate,Architecture,Mansion,Palace,Stately home,City,House,Lundagard ¢,e; P, Sep 2018
1320,Lund_00088,Building,Property,Architecture,Facade,Vehicle,Neighbourhood,House,Bicycle,Arch,Urban design,"‘é"" [N","‘é"" [N", Aug 2018
1322,Lund_02909,Property,House,Roof,Building,Home,Vehicle,Tree,Car,Residential area,Real estate,bread Lab 1,§ Er Kent Lundgren, Jan 2018
1326,Lund_02007,Landmark,Building,Architecture,Palace,Classical architecture,City,Facade,Tourism,Tourist attraction,Presidential palace,Lundagérd,L) UIf Zimmermann, Aug 2018
1327,Lund_01029,Sky,Garden,Tree,Natural landscape,Estate,Leaf,Lawn,Botanical garden,Botany,Grass,Stadsparken,5 m Anna Sadowska, Oct 2018
1331,Lund_02628,Grassland,Grass,Pasture,Land lot,Green,Natural environment,Lawn,Meadow,Field,Grass family,Rabysjon och Raby s,620 Mikko Lauhakri, Aug 2018
1332,Lund_03151,Roof,Architecture,Sky,Technology,Asphalt,Road surface,Sport venue,Road,,,Killbybadet,Aleksander Szyci, Sep 2018
1339,Lund_02746,Building,Architecture,Restaurant,Font,Facade,Signage,,,,,V.ES.PA,@ Michael Bossett:, Oct 2018
1341,Lund_00460,Tree,Sky,Grass,Public space,Architecture,Botany,Church,Building,Park,Spring,[T L He 1 BT,% William Térneber, May 2018
1352,Lund_01678,Fountain,Nature,Tree,Daytime,Water,Sky,Natural landscape,Public space,Water feature,Botany,Stadsparken ¢,-1 LR, May 2018
1359,Lund_00668,Palace,Building,Estate,Mansion,Tree,Plaza,House,Tourism,Architecture,City,Lundagérd,Robert Schuhma, May 2018
1363,Lund_00116,Building,Facade,Architecture,Roof,House,,,,,,"‘é"" [N","‘é"" [N", Aug 2018
1366,Lund_00824,Estate,Building,Property,House,Architecture,Mansion,Landmark,Home,Tree,Stately home,Lundagérd 9,@ Daniel Klein, Aug 2018
1370,Lund_01320,Landmark,Building,Architecture,Sky,Medieval architecture,Facade,Church,Town,Place of worship,Cathedral,Lund Cathedral,Kim nicolai Pede, Jul 2018
1373,Lund_02523,Property,Residential area,Building,Architecture,House,Urban area,Neighbourhood,Sky,City,Roof,Lund Nordanvig,/ isam altaliqani, Apr 2018
1374,Lund_01285,Landmark,Architecture,Building,Church,Place of worship,Medieval architecture,Steeple,Town,Cathedral,Sky,Allhelgonakyrkan ¢,Jens Ngrbaek, May 2018
1377,Lund_00052,Landmark,Architecture,Medieval architecture,Building,Church,Cathedral,Gothic architecture,Place of worship,Sky,Spire,% UL ETLIHE,% UL ETLIHE, Mar 2018
1381,Lund_02315,Vegetation,Riparian zone,Nature reserve,Water resources,Biome,Watercourse,Plant community,Wilderness,Water,Tree,Rinnebéck Gorge,LCIECHIRENT, Jul 2018
1384,Lund_01145,Sky,Architecture,Building,Tree,House,City,Tourism,Cloud,Estate,Palace,Lundagérd,T Terese Larsson E, Jul 2018
1391,Lund_01744,Property,Landmark,Building,Town,Sky,Architecture,Tree,City,Human settlement,Public space,Lundagérd 9,ﬂ»«;‘ B, Jul 2018
1392,Lund_00257,Landmark,Architecture,Building,Medieval architecture,Sky,Classical architecture,Cathedral,Place of worship,Church,Gothic architecture,[T T o1 T T T,NI Kampfnase, Aug 2018
1393,Lund_00035,Statue,Landmark,Monument,Architecture,Building,Sculpture,Art,Campus,National historic landmark,Facade,"‘é"" [N","‘é"" [N", Aug 2018
1394,Lund_02378,Swimming pool,Leisure,Leisure centre,Water,Fun,Vacation,Recreation,Resort,Park,,Killbybadet b,M Maria Ponsler, Jul 2018
1395,Lund_00783,Water,Landmark,Fountain,Architecture,Sky,Tree,Botany,Garden,Water feature,Reflecting pool,Lundagérd,S GEERS Wy, Aug 2018
1396,Lund_01572,Landmark,Architecture,Building,Medieval architecture,Sky,Tower,Cathedral,Facade,Place of worship,Church,Lundagérd,Pattara Kiatisevi, Sep 2018
1405,Lund_01117,Classical architecture,Building,Architecture,Landmark,Palace,Facade,Official residence,Mansion,Presidential palace,Courthouse,Lundagérd c,‘ Ménica Plaza, Jun 2018
1407,Lund_00578,Building,Architecture,Estate,Campus,Grass,University,College,Stately home,Historic site,Facade,Lundagérd 9,N Nick Bourne, Jun 2018
