Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
1306,Lund_00718,Landmark,Building,Architecture,Sky,Medieval architecture,Place of worship,Church,Cathedral,City,Classical architecture,Lund Cathedral ¢,({‘ Lucija Cetin, Jul 2016
1309,Lund_00622,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016
1311,Lund_02830,Town,Plaza,Building,Property,Town square,City,Public space,Human settlement,Neighbourhood,Mixed-use,BMC - Biomedical Cq,6 IR DL, Sep 2016
1317,Lund_02795,Holy places,Architecture,Arch,Building,Basilica,Art,,,,,SONY DSC,e Ismo Kelokaski, Jul 2016
1330,Lund_00540,Building,Estate,Palace,Mansion,Property,Stately home,Château,House,Official residence,Architecture,Lundagérd,[ BRI TS, Sep 2016
1336,Lund_00420,Estate,Building,Property,Mansion,Palace,House,Official residence,Château,Stately home,Architecture,Lundagérd 8,4 ) ZKhaleel, Sep 2016
1338,Lund_00615,Landmark,Building,Architecture,Tree,Estate,Courthouse,House,Mansion,City,Tourist attraction,Lundagérd,@ loanna Giannopo, Aug 2016
1348,Lund_01624,Natural landscape,Garden,Vegetation,Plant,Botanical garden,Shrub,Tree,Flower,Grass,Botany,Botanical Garden,Nikhil Verma, Jun 2016
1353,Lund_02593,Body of water,Water resources,Natural landscape,Nature,Riparian zone,Water,River,Watercourse,Bank,Stream,Vackert stopp pa mii,[0 P, Aug 2016
1355,Lund_03190,Landmark,Architecture,Building,Church,Medieval architecture,Sky,Steeple,Town,Place of worship,Spire,Lundagérd ¢,Janek Friesen, May 2016
1356,Lund_03140,Playground,Public space,Outdoor play equipment,Human settlement,Recreation,City,Sport venue,Park,Asphalt,Leisure,Linero IP,.@ Martin Andersso, Jun 2016
1383,Lund_01910,Building,Church,Place of worship,Architecture,Parish,Chapel,Steeple,Medieval architecture,Listed building,Cathedral,Allhelgonakyrkan ¢,"@,: saad al saifi", Jun 2016
1386,Lund_01317,Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site,Kulturen |,Kulturen |, Aug 2016
1397,Lund_02265,Garden,Botanical garden,Botany,Park,Tree,Estate,Grass,Sky,Land lot,Shrub,Klostergérdens IP,reinder hoekstra, Jul 2016
1410,Lund_00631,Building,Estate,Mansion,Palace,Landmark,Stately home,Official residence,Architecture,Château,Presidential palace,Lundagérd,@ Juca Felix Galino, Jul 2016
1412,Lund_02383,Property,Architecture,Land lot,Real estate,Sky,Building,Facade,Soil,House,Landscape,MAX IV Laboratory,@ hormiai7é, May 2016
1414,Lund_00037,Landmark,Building,Architecture,Medieval architecture,Town,City,Church,Cathedral,Sky,Place of worship,,, Jul 2016
1422,Lund_02158,Garden,Property,Botanical garden,Daytime,Botany,Architecture,Tree,Sky,Spring,Estate,Botanical Garden,A  Alejandro Carrillc, Jul 2016
1427,Lund_02328,Grassland,Grass,Pasture,Land lot,Meadow,Grass family,Lawn,Tree,Recreation,Plant,Lunds Pistolklubb :,@ Jonas Ezzi, Aug 2016
1432,Lund_00708,Building,Landmark,Architecture,Grass,Church,Tree,Medieval architecture,Sky,Stately home,Estate,Lund Cathedral,A  Alejandro Carrillc, Aug 2016
1442,Lund_00776,Building,Landmark,Estate,Mansion,Palace,Property,Architecture,House,Official residence,Sky,,, Aug 2016
1448,Lund_00693,Estate,Building,Mansion,Landmark,Property,Palace,House,Architecture,Official residence,Manor house,Lundagérd,"@"" pieterjan vaneerc", Sep 2016
1460,Lund_00768,Building,Mansion,Estate,Landmark,Property,Architecture,Palace,House,Stately home,Château,Lundagérd 9,T ) Tom Zeitlos, Jun 2016
1470,Lund_01423,Garden,Botanical garden,Natural landscape,Plant,Shrub,Flower,Botany,Lawn,Landscaping,Landscape,Botanical Garden,Amelie Harms, Jul 2016
1472,Lund_02732,Sky,Natural landscape,Horizon,Grassland,Natural environment,Field,Grass,Atmospheric phenomenon,Plain,Line,Nobbel6vs mosse,Nobbel6vs mosse, Dec 2016
1481,Lund_02727,Retail,Building,Supermarket,Convenience store,Marketplace,Grocery store,Outlet store,Aisle,Floor,Trade,ICA Supermarket Lin,ﬂ) Mr.Roman Lak, Oct 2016
1483,Lund_01262,Natural landscape,Nature,Highland,Wilderness,Grass,Nature reserve,Geological phenomenon,Hill,Fell,Waterway,Virpinge Golfklubb,& Victor Kalbskopf, Oct 2016
1486,Lund_00345,Building,Landmark,Palace,Architecture,Classical architecture,Property,Mansion,Estate,Official residence,House,Lundagérd,A  Alejandro Carrillc, Jun 2016
1494,Lund_00173,Tree,Property,House,Town,Neighbourhood,Building,Urban area,Brick,Residential area,Architecture,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
1496,Lund_00820,Cobblestone,Town,Public space,Sky,Human settlement,Flooring,City,Town square,Tourism,Street,Stortorget c,(r;’ Mato Bo$njak, Aug 2016
1501,Lund_01603,Fountain,Daytime,Sky,Water feature,Public space,Park,Water,Botany,Tree,Grass,Stadsparken ¢,ﬁ John Eckerdal, Jul 2016
1519,Lund_01485,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,Michael Sturaro, Aug 2016
1526,Lund_00256,Building,Property,Estate,Mansion,Architecture,Château,Stately home,House,Home,Historic house,26/6/2016 8,& saad al saifi, Jun 2016
1528,Lund_01092,Landmark,Building,Mansion,Estate,Property,Architecture,House,Sky,Stately home,Home,Lundagérd H,"«’l‘é‘f"" ARG Y", Sep 2016
1538,Lund_02284,Building,Factory,Industry,Interior design,Loft,Floor,Hall,Architecture,Flooring,Engineering,MAX IV Laboratory,@ EONE Y, Oct 2016
1544,Lund_00180,Town,City,Human settlement,Public space,Transport,Downtown,Urban area,Architecture,Building,Street,[T ¢,@ Mato Bo$njak, Aug 2016
1545,Lund_02792,Landmark,Architecture,Building,Night,Sky,Light,Lighting,Medieval architecture,Cathedral,Facade,f.s Meghnath Saha,f.s Meghnath Saha, Sep 2016
1555,Lund_02541,Sky,Natural landscape,Sea,Horizon,Cloud,Water,Coast,Land lot,Grass,Plain,Klosteréngshojden,Klosteréngshojden, Aug 2016
1562,Lund_02266,Water resources,Body of water,Waterway,Stream,Watercourse,Bank,Water,Stream bed,Riparian zone,Arroyo,Rinnebick Gorge 2,Maria Tracz, Sep 2016
1575,Lund_00418,Building,Architecture,Landmark,Property,Stately home,Medieval architecture,Town,City,Château,Estate,Lund 2016 .4.29 :,& saad al saifi, Apr 2016
1577,Lund_02483,Building,Road,Signage,,,,,,,,Netto,» & E R Ry, Sep 2016
1578,Lund_02089,Property,Garden,House,Estate,Natural landscape,Lawn,Home,Landscaping,Building,Tree,Botanical Garden,Krisztina Boldisn, Aug 2016
1582,Lund_02712,Residential area,Building,Architecture,Neighbourhood,Property,Human settlement,Urban area,Town,City,Apartment,Virvelvindsviagen ¢,t Erik Lundgren, Oct 2016
1584,Lund_00625,Estate,Building,Mansion,Property,Palace,Stately home,Manor house,Château,House,Official residence,[T T VT,@ Adrian Popescu, Sep 2016
1588,Lund_00446,Building,Landmark,Architecture,Property,Palace,Estate,Stately home,Château,Facade,Medieval architecture,Lundagérd 8,@ PP\, Jul 2016
1590,Lund_02690,Vegetation,Grass,Lawn,Natural landscape,Green,Natural environment,Nature reserve,Tree,Property,Land lot,Hundrastgard ¢,& Mats Lund, Jul 2016
1594,Lund_00177,Spire,Steeple,Tree,Sky,Church,Woody plant,Architecture,Tower,Plant,Building,‘ CeBpanuna [yHi,‘ CeBpanuna [yHi, Dec 2016
1598,Lund_00744,Estate,Building,Mansion,Landmark,Property,Palace,Architecture,Stately home,Château,House,[T T VT,@ Adrian Popescu, Sep 2016
1599,Lund_00688,Building,Mansion,Estate,Classical architecture,Landmark,Palace,Official residence,Architecture,Property,Stately home,Lundagérd,@ Juca Felix Galino, Jul 2016
1607,Lund_00111,Building,Architecture,Town,Landmark,City,Property,Human settlement,Mixed-use,Urban area,Tree,' (&1 EY T,' (&1 EY T, Dec 2016
1609,Lund_01220,Building,Property,Estate,Architecture,Stately home,Palace,Human settlement,City,Campus,Grass,Lundagérd,@ Juca Felix Galino, Jul 2016
1614,Lund_01244,Classical architecture,Building,Architecture,Landmark,Facade,Courthouse,Tourist attraction,Column,Palace,Photography,Lundagérd,Centar Prevencij:, Oct 2016
1626,Lund_01271,Classical architecture,Architecture,Landmark,Building,Facade,House,Sky,Courthouse,Material property,Column,Lundagérd,Maria del Carme!, Sep 2016
1628,Lund_01492,Landmark,Building,Architecture,Medieval architecture,Cathedral,Place of worship,Classical architecture,Church,Facade,Gothic architecture,Lund Cathedral,RICUCEIEE, Aug 2016
1632,Lund_00667,Landmark,Sky,Building,Architecture,Palace,Estate,Mansion,City,Tree,Stately home,Lundagérd,% William Térneber, Aug 2016
1645,Lund_00833,Building,Estate,Landmark,Stately home,Architecture,Palace,Château,Mansion,Castle,Manor house,Lundagérd 8,é@l Luis Villeda, Mar 2016
1656,Lund_01896,Landmark,Sky,Architecture,Building,Town,Spire,City,Steeple,Urban area,Church,Lund Cathedral,Simone Pellegrin, Mar 2016
1665,Lund_01385,Building,Transport,Vehicle,Car,Architecture,Real estate,Commercial building,Compact car,Subcompact car,Facade,Nova i Lund,Nevruz Alievski, Oct 2016
1674,Lund_00645,Botany,Architecture,Water,Botanical garden,Garden,Flower,Plant,Spring,Tree,Building,Lundagérd,@ Juca Felix Galino, Jul 2016
1682,Lund_02314,Architecture,Land lot,Ecoregion,Sky,Grassland,Prairie,Plant community,Grass,House,Facade,MAX IV Laboratory,@ BT PR, Jun 2016
1697,Lund_00601,Building,Landmark,Medieval architecture,Architecture,Place of worship,Church,Facade,Cathedral,Classical architecture,City,Domkyrkoplatsen,a Mattias Nord, Jul 2016
1706,Lund_02020,Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area,Kulturen |,Kulturen |, Aug 2016
1712,Lund_01613,Building,Town,Property,Human settlement,Architecture,Neighbourhood,City,Mixed-use,House,Facade,University Library,(NN TR o= Tal o], Oct 2016
1715,Lund_01490,Property,Building,Architecture,Landmark,House,Estate,Wall,Castle,Mansion,Stately home,SONY DSC,Ismo Kelokaski, Jul 2016
1736,Lund_01290,Garden,Botanical garden,Shrub,Lawn,Tree,Natural landscape,Flower,Plant,Spring,Botany,Botanical Garden,Krisztina Boldisn, Aug 2016
1739,Lund_02304,Natural landscape,Grassland,Natural environment,Plain,Sky,Field,Pasture,Land lot,Grass,Prairie,L EENE,RCLEEL 0], Aug 2016
1759,Lund_00859,Estate,Landmark,Building,Mansion,Palace,Architecture,Property,Stately home,Official residence,Classical architecture,[TV T,1] Matthias McAllis, Oct 2016
1770,Lund_02869,Property,Building,Architecture,House,Town,Home,Real estate,Estate,Residential area,Sky,Kulturen 8,@ PP\, Jul 2016
1776,Lund_00370,Building,Palace,Estate,Mansion,Architecture,Official residence,Stately home,Château,Presidential palace,House,A LG,& Victor Kalbskopf, Aug 2016
1781,Lund_00158,Town,Building,Property,Street,Lane,Road,Architecture,House,Urban area,Neighbourhood,' (&1 EY T,' (&1 EY T, Dec 2016
1782,Lund_01448,Building,Classical architecture,Landmark,Architecture,Palace,Mansion,Estate,Facade,House,Château,Lundagérd,@ Juca Felix Galino, Jul 2016
1788,Lund_01359,Town,Building,Property,Mixed-use,Architecture,Neighbourhood,House,City,Real estate,Residential area,Park Inn by Radissor,l& Thom Seaman, Oct 2016
1809,Lund_00053,Landmark,Architecture,Building,Town,Facade,City,Urban area,House,Tree,Sky,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
1813,Lund_02425,Roof,Residential area,Town,Neighbourhood,Urban area,City,Human settlement,Suburb,Building,Metropolitan area,LT ELLER BT,"g R oo,", May 2016
1819,Lund_02647,Grassland,Natural landscape,Natural environment,Prairie,Plain,Sky,Steppe,Pasture,Grass,Ecoregion,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
1828,Lund_00765,Residential area,Property,Public space,Building,Daytime,Town,Architecture,Human settlement,City,Grass,BMC - Biomedical Ce,6 IR DL, Sep 2016
1831,Lund_02722,Tree,Grass,Sky,Natural landscape,Natural environment,Pasture,Grass family,Woody plant,Land lot,Lawn,Fredentorps Begravr,6 IR DL, Sep 2016
1833,Lund_02281,Factory,Industry,Building,Warehouse,Machine,Toolroom,Mass production,Hall,Interior design,Workshop,MAX IV Laboratory,@ EONE Y, Oct 2016
1836,Lund_01770,Landmark,Architecture,Building,Sky,Medieval architecture,Church,Place of worship,Town,Facade,Cathedral,[T T o1 T T T,oL 1T ], Jul 2016
1840,Lund_01306,Grass,Public space,Natural landscape,Walkway,Daytime,Tree,Road,Lawn,Land lot,Park,LRI EL Y T,5‘3.‘..@ LU G, May 2016
1855,Lund_02224,Building,Architecture,Facade,Shopping mall,Commercial building,Company,Vehicle,City,Mixed-use,,- [I1ET T,Christoffer Norér, Jul 2016
1859,Lund_00656,Medieval architecture,Landmark,Building,Architecture,Classical architecture,Historic site,Facade,Byzantine architecture,Place of worship,Church,Lund Cathedral,@ Andreas Schaller, May 2016
1865,Lund_02461,Architecture,Building,Headquarters,Mixed-use,Corporate headquarters,Sky,Commercial building,Facade,Urban design,Project,MAX IV Laboratory,6 IR DL, Jun 2016
1883,Lund_02910,House,Property,Building,Cottage,Tree,Home,Sky,Architecture,Botany,Estate,Ostra Torns Montess,g Mats Lund, Jul 2016
1885,Lund_01861,Swan,Bird,Water bird,Pond,Bank,"Ducks, geese and swans",Waterway,Water resources,Waterfowl,Water,Stadsparken :,Mr.Roman Lak, Sep 2016
1895,Lund_01679,Landmark,Building,Architecture,Winter,Property,Mansion,Classical architecture,Snow,Estate,Palace,Lundagérd {,Medar Simsek, Jan 2016
1896,Lund_00841,Tree,Garden,Botany,Park,Botanical garden,Grass,City,Sky,Architecture,Tourism,Lundagérd,S Srdjan Krajnalic, May 2016
1903,Lund_00316,Estate,Building,Landmark,Palace,Mansion,Classical architecture,Official residence,Architecture,Stately home,Château,Lundagérd,"@“,' Andrew Desmon", Mar 2016
1904,Lund_02956,Bridge,Waterway,Canal,Nonbuilding structure,Concrete bridge,,,,,,N[ AT T T,P =], Dec 2016
1905,Lund_00110,Sky,Transport,Town,Public space,Mode of transport,Urban area,Architecture,Tree,Iron,Asphalt,' (&1 EY T,' (&1 EY T, Dec 2016
1907,Lund_01685,Steeple,Landmark,Roof,Architecture,Property,Church,Building,Sky,House,Spire,Kulturen |,Kulturen |, Aug 2016
1909,Lund_00790,Medieval architecture,Architecture,Landmark,Building,Place of worship,Classical architecture,Cathedral,Facade,Gothic architecture,Church,OLYMPUS DIGITAL C,@ Mariusz Denkiew, May 2016
1914,Lund_02069,Sky,Architecture,Building,Landmark,Town,Tree,City,Neighbourhood,Cloud,Castle,Lundagérd,Riccardo Patriarc, Jun 2016
1926,Lund_01179,Building,Château,Estate,Stately home,Architecture,Mansion,Palace,Manor house,Historic house,Medieval architecture,Grand Hotel Lund,J Jason Chaikin, Oct 2016
1930,Lund_01509,Garden,Botanical garden,Tree,Natural landscape,Plant,Botany,Park,Spring,Flower,Leaf,Stadsparken,Patrik Ganhagen, Sep 2016
1932,Lund_00351,Classical architecture,Building,Landmark,Architecture,Palace,Mansion,Official residence,Stately home,Estate,Facade,Lundagérd,@ Jarek Kedzierski, Dec 2016
1941,Lund_00359,Building,Landmark,Architecture,Palace,Classical architecture,Property,Mansion,Estate,House,Official residence,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
1942,Lund_03107,Highland,Geological phenomenon,Hill station,Water,Watercourse,Sky,Rural area,Grass,Tree,Landscape,Rinnebick Gorge,D Davide De Martir, Oct 2016
1948,Lund_01639,Residential area,Building,Neighbourhood,Property,Town,Human settlement,Architecture,Metropolitan area,Urban area,Mixed-use,The More Hotel Lunc,@ Gabor Papp, Aug 2016
1959,Lund_02308,Tree,Natural landscape,Nature,Grass,Woody plant,Nature reserve,Natural environment,Branch,Spring,Sky,Nobbeldvs mosse,Karl Magnus Adit, May 2016
1961,Lund_00617,Building,Landmark,Town,Property,Neighbourhood,Architecture,City,Human settlement,Residential area,Urban area,AF Borgen AB ¢,EIE D1 (61, Aug 2016
1968,Lund_01977,Town,City,Landmark,Human settlement,Public space,Architecture,Building,Urban area,Town square,Street,Lund Tourist Center,Lund Tourist Center, Dec 2016
1974,Lund_00721,Estate,Building,Property,Mansion,Château,Palace,Castle,Stately home,Architecture,House,[T {,‘ John Eckerdal, May 2016
1985,Lund_02770,House,Property,Building,Cottage,Tree,Home,Sky,Architecture,Botany,Estate,Ostra Torns Montess,g Mats Lund, Jul 2016
1990,Lund_02228,Property,Grass,Transport,Residential area,Land lot,Public space,Tree,Architecture,Road,Neighbourhood,CircleK,Thanon Shamel, Aug 2016
2000,Lund_01972,Steeple,Landmark,Building,Church,Spire,Architecture,Place of worship,Parish,Tower,Sky,[T G VT T BT,YR REERS L, Sep 2016
2001,Lund_02934,Grass,Natural landscape,Lawn,Property,Walkway,Garden,Backyard,Yard,Grass family,Land lot,Ostratornskolan,= Anne-Lii Lindahl, Oct 2016
2003,Lund_02870,Building,Estate,Mansion,Palace,Property,Classical architecture,Stately home,Architecture,Official residence,Manor house,Alejandro Carrillc,Alejandro Carrillc, Aug 2016
2010,Lund_01924,Body of water,Natural landscape,Bank,Pond,Water resources,Nature,Natural environment,Water,Nature reserve,River,Stadsparken,jessica delgado, Aug 2016
2011,Lund_01182,Building,Chapel,Property,Landmark,Church,Architecture,Place of worship,Parish,House,Brick,North cemetery,6 IR DL, Jul 2016
2018,Lund_01777,Architecture,Building,Sky,Commercial building,Mixed-use,Real estate,City,Cloud,Vehicle,Car,Sigma Connectivity /,Birgit Pia Nghr, Aug 2016
2021,Lund_00134,Holy places,Byzantine architecture,Architecture,Basilica,Place of worship,Building,Landmark,Church,Chapel,Medieval architecture,Ll e,@ Ismo Kelokaski, Jul 2016
2031,Lund_02102,Property,Building,Architecture,Town,House,Facade,Real estate,Residential area,Tree,Home,Carglass®Lund ¢,LEOF S, Aug 2016
2032,Lund_00428,Estate,Property,Building,Architecture,Stately home,Manor house,Tree,Grass,House,Château,University Library,A  Alejandro Carrillc, Aug 2016
2035,Lund_00653,Estate,Property,Building,House,Mansion,Architecture,Tree,Grass,Palace,Château,Botanical Garden,Botanical Garden, Jul 2016
2067,Lund_02231,Natural landscape,Garden,Grass,Tree,Green,Property,Lawn,Sky,Shrub,Land lot,Fredentorps Begravn,6 IR DL, Sep 2016
2071,Lund_00982,Building,Palace,Estate,Landmark,Mansion,Architecture,House,Official residence,Château,Sky,Lundagérd 8,@ PP\, Jul 2016
2082,Lund_01196,Town,Building,Property,Architecture,Mixed-use,Human settlement,House,Neighbourhood,City,Real estate,Botulfsplatsen,‘Q Thom Seaman, Oct 2016
2084,Lund_02299,Motor vehicle,Road,Tree,Asphalt,Street,Plant,Thoroughfare,Building,Vehicle,Residential area,CircleK,e Thanon Shamel, Aug 2016
2090,Lund_00455,Property,Building,Public space,Architecture,Estate,City,Plaza,Tree,Sky,Real estate,Lundagérd,“’ Adrian Popescu, Sep 2016
2110,Lund_01852,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Place of worship,Cathedral,Gothic architecture,Church,Urban area,Lund Cathedral,Copaceanu Cons, Sep 2016
2112,Lund_03072,Natural landscape,Vegetation,Nature,Grassland,Natural environment,Sky,Land lot,Cloud,Nature reserve,Plain,Klosteréngshojden,:E‘J Fredrik Sjéberg, Jul 2016
2123,Lund_00943,Building,Landmark,Property,Palace,Mansion,Architecture,Estate,House,Official residence,Presidential palace,Lundagérd o,M M Wrotniak, Jul 2016
2131,Lund_01188,Public space,Sky,Building,Plaza,Town square,City,Architecture,Town,Human settlement,Estate,A  Alejandro Carrillc,A  Alejandro Carrillc, Aug 2016
2140,Lund_00081,Town,Street,Neighbourhood,Cobblestone,Human settlement,Yellow,City,Building,Road,Urban area,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
2145,Lund_01758,Property,Building,House,Architecture,Medieval architecture,Estate,Sky,Tree,Château,Real estate,Kulturen,Frida Olsson, Jun 2016
2162,Lund_00906,Landmark,Building,Estate,Architecture,Mansion,Sky,House,Tree,Historic site,City,John Eckerdal,John Eckerdal, May 2016
2166,Lund_01390,Building,Classical architecture,Property,Architecture,Landmark,Mansion,Estate,Stately home,Real estate,House,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016
2169,Lund_00712,Town,City,Human settlement,Public space,Town square,Building,Architecture,Plaza,Tourism,Mixed-use,Botulfsplatsen,‘Q Thom Seaman, Oct 2016
2170,Lund_02053,Architecture,Landmark,Building,Sky,Steeple,Spire,Facade,Tourism,Church,City,Lund Cathedral,Q Joost van der Ga, Aug 2016
2182,Lund_00353,Building,Landmark,Architecture,Property,Stately home,Estate,Medieval architecture,Château,Palace,Historic house,Lundagérd,@ Juca Felix Galino, Jul 2016
2196,Lund_00526,Landmark,Estate,Mansion,Building,Property,Architecture,Official residence,Palace,House,Presidential palace,LG T T,@ EEICL Y, Jul 2016
2201,Lund_00015,Building,Property,House,Architecture,Town,Home,Almshouse,Brick,Roof,Facade,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
2210,Lund_00673,Building,Landmark,Mansion,Estate,Palace,Architecture,Stately home,Official residence,Presidential palace,Plaza,"Light place, nice aro",‘; LEGENETELET, Jul 2016
2216,Lund_01934,Body of water,Natural landscape,Pond,Water,Nature,Bank,Fish pond,Nature reserve,Water resources,Vegetation,Stadsparken,A  Alejandro Carrillc, Jun 2016
2219,Lund_01778,Landmark,Architecture,Building,City,Medieval architecture,Metropolitan area,Facade,Sky,Place of worship,Cathedral,Lund Cathedral :,Albin Wilander, Jul 2016
2231,Lund_03155,Sky,Green,Grassland,Cloud,Land lot,Pasture,Grass,Rural area,Farm,Plain,Rinnebick Gorge 2,Maria Tracz, Sep 2016
2232,Lund_00156,Water,Town,Sky,City,Landmark,Reflection,Waterway,Human settlement,Evening,Public space,Lund,q} houzan suliman, Dec 2016
2251,Lund_00857,Building,Property,Architecture,Town,Landmark,Mansion,Facade,House,Real estate,Apartment,26/6/2016 8,& saad al saifi, Jun 2016
2254,Lund_00866,Garden,Botanical garden,Natural landscape,Lawn,Botany,Shrub,Plant,Landscaping,Estate,Grass,Botanical Garden,IM> Miklos Szakacs, Jul 2016
2256,Lund_00484,Landmark,Building,Architecture,City,Tower,Town,Metropolitan area,Urban area,Facade,Sky,Domkyrkoplatsen,a Mattias Nord, Jul 2016
2262,Lund_02783,Natural landscape,Atmospheric phenomenon,Fog,Land lot,Pasture,Natural environment,Grassland,Tree,Grass,Sky,|G AT,|G AT, Dec 2016
2267,Lund_02757,Body of water,Water,Bank,Natural landscape,Water resources,Lake,Vegetation,Reservoir,Natural environment,Pond,Alexanders Golv & K,zg{ Bygg Alexander, Aug 2016
2279,Lund_01605,Building,Landmark,Property,Town,Architecture,Neighbourhood,Residential area,Urban area,City,House,Lundagérd,“’ Adrian Popescu, Sep 2016
2280,Lund_02100,Garden,Hedge,Shrub,Maze,Grass,Botany,Plant,Toy,Labyrinth,Botanical garden,Kulturen,Chris Maljanovsk, Jun 2016
2282,Lund_02578,Water,Natural environment,Water resources,Sky,Ecoregion,Land lot,Plain,Grass,Landscape,Soil,Rabysjon och Raby s,g ) Ulrik Ivarsson, Sep 2016
2299,Lund_01788,Estate,Building,Palace,Mansion,Classical architecture,Landmark,Architecture,Property,Château,Stately home,Lundagérd c,ahmed adnan, Jan 2016
2304,Lund_01941,Urban area,Metropolitan area,City,Sky,Town,Human settlement,Cityscape,Photography,Building,Cloud,Elite Hotel Ideon,Renard Kutrzeba, Jul 2016
2307,Lund_00626,Building,Estate,Classical architecture,Mansion,Palace,Architecture,Stately home,Official residence,Château,Presidential palace,Lundagérd,ﬂ Dimitri Claerbout, Sep 2016
2322,Lund_01990,Landmark,Building,Estate,Mansion,Sky,Architecture,Palace,House,Tree,Stately home,Anna Welander T,Anna Welander T, Aug 2016
2327,Lund_01019,Estate,Property,Building,Mansion,Palace,House,Real estate,Panorama,Photography,Stately home,. Andreas Schaller,. Andreas Schaller, May 2016
2329,Lund_00792,Estate,Mansion,Building,Official residence,Palace,Property,Stately home,Manor house,Classical architecture,Presidential palace,Lundagérd,swarnendu chatt, Jun 2016
2348,Lund_01344,Building,Classical architecture,Landmark,Architecture,Palace,Official residence,Sky,Facade,Mansion,Estate,Lundagérd,Michael Dobson, May 2016
2350,Lund_02432,Water resources,Natural landscape,Natural environment,Water,Thermokarst,Watercourse,Riparian zone,Bank,Nature reserve,Wetland,Rinnebick Gorge 2,G; Emil Nilsson, Jun 2016
2354,Lund_01058,Building,Classical architecture,Landmark,Architecture,Property,Mansion,Estate,House,Stately home,Facade,Lundagérd,ﬂ Bnapgumup Tutos, Jun 2016
2366,Lund_02781,Sky,Cloud,Hill,Horizon,Grass,Meadow,Rural area,Atmosphere,Grassland,Urban area,Klosteréingshdjden,Klosteréingshdjden, Aug 2016
2370,Lund_02356,Grassland,Natural landscape,Natural environment,Prairie,Pasture,Land lot,Plain,Meadow,Vegetation,Field,Klosteréingshdjden,T Toheed Q, Aug 2016
2377,Lund_01308,Building,Landmark,Palace,Architecture,Estate,Classical architecture,Stately home,Mansion,Official residence,Presidential palace,Lundagérd,% Onga osborn G, Apr 2016
2382,Lund_00680,Building,Architecture,Landmark,Property,Town,Facade,House,City,Medieval architecture,Urban area,Juridiska institutione,EEF S, Aug 2016
2386,Lund_01251,Estate,Landmark,Building,Mansion,House,Sky,Architecture,Château,Stately home,Manor house,Stadsparken,Banepus Taxkof, Aug 2016
2389,Lund_01697,Property,House,Building,Architecture,Estate,Real estate,Home,Mansion,Roof,Residential area,Kulturen |,Kulturen |, Aug 2016
2394,Lund_02819,Estate,Building,Mansion,Landmark,Palace,Castle,Architecture,Château,Stately home,Official residence,Lundagérd,G) loanna Giannopo, Aug 2016
2399,Lund_02324,Land lot,Grassland,Grass,Natural landscape,Natural environment,Sky,Grass family,Meadow,Farm,Field,CircleK,e Thanon Shamel, Aug 2016
2400,Lund_00513,Estate,Building,Property,Mansion,Landmark,Stately home,Palace,Architecture,House,Official residence,[T T VT,@ Adrian Popescu, Sep 2016
2407,Lund_02206,Property,Transport,Building,Architecture,Commercial building,Asphalt,Roof,House,,,MAX IV Laboratory,6 IR DL, Sep 2016
2412,Lund_02747,Grassland,Shooting sport,Land lot,Shooting,Recreation,Clay pigeon shooting,Grass,Skeet shooting,Pasture,Lawn,Lunds Pistolklubb :,@ Jonas Ezzi, Jun 2016
2424,Lund_01486,Garden,Botanical garden,Property,Natural landscape,Lawn,Grass,Landscape,Shrub,Landscaping,Botany,Botanical Garden,M @ Michael Sturaro, Aug 2016
2426,Lund_01323,Landmark,Architecture,Sky,Building,Town,City,Urban area,Medieval architecture,Tower,Steeple,Lund C,( ;‘ Freetec Shen, Jul 2016
2427,Lund_00066,Landmark,Building,Town,Architecture,Grass,Property,Tree,Urban area,Brick,Neighbourhood,‘ (&1 EY T,‘ (&1 EY T, Dec 2016
2433,Lund_02614,Sport venue,Public space,Playground,Skatepark,Park,Recreation,Leisure,Asphalt,Road,City,Linero IP,.@ Martin Andersso, Jun 2016
2438,Lund_00915,Building,Estate,Property,Mansion,Palace,Official residence,Architecture,Stately home,House,Manor house,Lundagérd,@ Juca Felix Galino, Jul 2016
2440,Lund_01655,Building,Arch,House,Architecture,Chapel,Estate,Real estate,Brick,Place of worship,Home,Botanical Garden,f} sasan fallahi, Jul 2016
2448,Lund_01013,Property,Building,Architecture,Medieval architecture,House,Roof,Estate,Château,Facade,Historic site,Kulturen |,Kulturen |, Aug 2016
2453,Lund_00779,Building,Classical architecture,Estate,Palace,Mansion,Landmark,Official residence,Architecture,Stately home,Château,Lundagérd,% Onga osborn G, Apr 2016
