Unnamed: 0,a,b_x,c_x,d_x,e,f,g,h,i,j,k,b_y,c_y,d_y
484,Lund_02054,Architecture,Sky,Landmark,Building,Tree,Tower,Church,City,Cathedral,Place of worship,Lundagérd 2,‘T) Vesna Fati¢, May 2017
486,Lund_01632,Natural landscape,Body of water,Bank,Nature,Natural environment,Pond,Vegetation,Nature reserve,River,Tree,Stadsparken,Shan Xiao, Jul 2017
487,Lund_02784,Inflatable,bounce house,Games,Outdoor play equipment,Fun,Recreation,Leisure,,,,Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017
489,Lund_02845,Building,Estate,Palace,Mansion,Property,Official residence,Château,Stately home,Manor house,College,Lundagérd 9,Lundagérd 9, Sep 2017
492,Lund_01879,Building,Medieval architecture,Landmark,Architecture,Church,Place of worship,Wall,Arch,Cathedral,Historic site,[T T o1 11 T,Logan Leske, Sep 2017
494,Lund_01589,Nature,Garden,Sky,Grass,Tree,Property,Natural landscape,Lawn,Botany,Grass family,Botanical Garden,Mikael Sandstror, Sep 2017
497,Lund_00326,Architecture,Building,Landmark,Medieval architecture,Church,Place of worship,Sky,Cathedral,City,Facade,Lund Cathedral,ﬁ Sumeet Ranjan S, May 2017
498,Lund_02900,Property,Land lot,Natural landscape,Grass,Nature reserve,Tree,Farm,Yard,Real estate,Rural area,Greenhouse :,@ﬁ». ST, Jun 2017
503,Lund_01307,Building,Classical architecture,Landmark,Architecture,Palace,Facade,Mansion,Château,Official residence,Presidential palace,Lundagérd,Fernando Gémez, Aug 2017
505,Lund_01483,Fountain,Water feature,Water,Grass,Tree,Garden,Park,Landscape,Leisure,Landscaping,Stadsparken,Birgitta Porsbrin, Jun 2017
506,Lund_00265,Building,Mansion,Landmark,Property,Estate,Architecture,Classical architecture,Palace,Official residence,Stately home,Underground Street |,Underground Street |, Jul 2017
508,Lund_00810,Landmark,Medieval architecture,Sky,Architecture,Building,Place of worship,Classical architecture,Church,Town,Facade,Lund Cathedral,'Q Evita Virdziniece, Oct 2017
509,Lund_02117,Landmark,Building,Architecture,Town,Urban area,City,Neighbourhood,Tree,House,Facade,[T TV HTET 3 T,a Abubakar M, Aug 2017
512,Lund_01023,Property,Estate,Building,House,Courtyard,Stately home,Manor house,Architecture,Tree,Mansion,Kulturen,:g' Martin Andersso, Jun 2017
514,Lund_01661,Tree,Property,Architecture,Building,Estate,House,Grass,Plant,Mansion,City,University Library,l\‘ IEELEI VLT, Jul 2017
515,Lund_02286,Water,Sky,Natural environment,Wilderness,Water resources,River,Cloud,Vacation,Tree,Grass,Adam Matias Ho,Adam Matias Ho, Sep 2017
519,Lund_00409,Landmark,Building,Architecture,City,Sky,Daytime,Classical architecture,Human settlement,Facade,Tower,Lund Cathedral,Lund Cathedral, Sep 2017
522,Lund_00818,Landmark,Building,Palace,Architecture,Mansion,Public space,Plaza,Estate,City,House,Lundagérd c,g‘% Alicja Halgtka, Jun 2017
523,Lund_02253,Natural landscape,Road,Land lot,Trail,Property,Nature reserve,Thoroughfare,Dirt road,Tree,Rural area,[T ¢,. Sookyong Lee, Apr 2017
524,Lund_00131,Architecture,Building,Landmark,Town,Church,City,Facade,Medieval architecture,Cathedral,Tree,"l\i, Stana Minincic","l\i, Stana Minincic", Jul 2017
527,Lund_00488,Sky,Property,Landmark,Estate,Building,Architecture,Mansion,Cloud,Town,House,Lundagérd,C Christoffer Want:, Jun 2017
528,Lund_02002,Estate,Building,Mansion,Stately home,Palace,Château,Official residence,Architecture,Manor house,Castle,Lundagérd,Pinak Ranjan Sal, Oct 2017
531,Lund_02232,Natural landscape,Nature,Natural environment,Tree,Vegetation,Nature reserve,Green,Grass,Grassland,Sky,Rinnebick Gorge : H,Q Ani Vera, Aug 2017
532,Lund_00582,Building,Property,Estate,Architecture,Château,Stately home,Palace,House,Mansion,Tree,University Library ¢,Gm DIV ), Aug 2017
536,Lund_00408,Building,Landmark,Estate,Architecture,Classical architecture,Property,Mansion,Palace,Official residence,Stately home,LTI G T,f@: Mister No, Sep 2017
537,Lund_02740,Canopy,Tent,Games,Grass,Inflatable,Shade,Fair,,,,Klostergérdens IP,42‘ Mats Lundstrom, Jun 2017
539,Lund_03167,Vegetation,Natural landscape,Nature reserve,Grass,Pasture,Geological phenomenon,Biome,Land lot,Grassland,Tree,Rinnebick Gorge,#' Rhian Corbett-Co, Jul 2017
540,Lund_00367,Landmark,Building,Architecture,Mansion,Estate,Palace,Official residence,Presidential palace,Stately home,Sky,Lundagérd 8,%) David Smith, May 2017
543,Lund_00178,Aerial photography,Metropolitan area,Urban area,Bird's-eye view,Cityscape,City,Residential area,Suburb,Sky,Human settlement,DCIM\102MEDIA\DJ,Mohamed Elban, Oct 2017
547,Lund_02353,Interior design,Building,Room,Cabinetry,Countertop,Furniture,Coffeehouse,Food,Kitchen,House,,, Aug 2017
549,Lund_02756,Pasture,Grazing,Bovine,Grass,Grassland,Meadow,Rural area,Snout,Sky,Livestock,Nobbel6vs mosse,M Maria Tracz, Sep 2017
551,Lund_01481,Property,Building,Estate,House,Residential area,Real estate,Neighbourhood,Architecture,Apartment,Home,LTS GIETRTT T,fﬁ: BN, Sep 2017
552,Lund_01724,Public space,Playground,Sky,Leisure,City,Soil,Tree,Architecture,Park,Outdoor play equipment,Stadsparken g,Christian H, Jul 2017
554,Lund_00595,Building,Sky,Property,Architecture,Landmark,Estate,Palace,Human settlement,City,Stately home,Lundagérd ¢,"""\ Katerina Morfi .", Apr 2017
555,Lund_01806,Landmark,Medieval architecture,Architecture,Building,Classical architecture,Cathedral,Facade,Gothic architecture,Town,Place of worship,Lund Cathedral,A Adeel Tajammul, Apr 2017
557,Lund_02368,Water,Vegetation,Natural landscape,Natural environment,Nature reserve,Lake,Sky,Wilderness,Water resources,River,&) Mats Syde,&) Mats Syde, Jun 2017
559,Lund_02092,Building,Property,House,Home,Estate,Architecture,Mansion,Manor house,Real estate,Historic house,Sankt Lars sjukhus,6 IR DL, Aug 2017
561,Lund_02648,Natural landscape,Vegetation,Natural environment,Meadow,Grassland,Prairie,Grass,Nature reserve,Shrubland,Plant community,Brunnshdgs kojskog,# Viktor Erik Jense, May 2017
564,Lund_01719,Town,Neighbourhood,Building,Street,Transport,Human settlement,Architecture,Road,City,Residential area,‘ﬁ James Andrews,‘ﬁ James Andrews, May 2017
575,Lund_00726,Medieval architecture,Building,Architecture,Landmark,Property,Stately home,Estate,Historic site,Brick,Castle,Lundagérd,@ Anton Mozgovyi, Oct 2017
576,Lund_02298,Land lot,Grass,Natural landscape,Grassland,Lawn,Tree,Grass family,Pasture,Meadow,Park,Per Johan's Park pla,Karl Wittenmark, Jul 2017
579,Lund_00327,Landmark,Architecture,Estate,Building,House,Mansion,Grass,Tree,Château,Stately home,Stadsparken,D # Douglas William:s, May 2017
582,Lund_02337,Grassland,Pasture,Natural landscape,Natural environment,Land lot,Vegetation,Prairie,Meadow,Plain,Nature reserve,Nobbelbvs mosse,M Maria Tracz, Jul 2017
584,Lund_01408,House,Property,Home,Building,Residential area,Architecture,Estate,Town,Cottage,Rural area,Kulturen,(Z‘w Alexandra von Pe, Jun 2017
585,Lund_00855,Building,Architecture,Palace,City,Plaza,Official residence,Town square,Estate,Facade,Mansion,Stortorget 3,Stortorget 3, Sep 2017
586,Lund_02868,Building,Classical architecture,Landmark,Architecture,Facade,Palace,House,City,Château,Tourist attraction,Genial Barani,Genial Barani, Jun 2017
587,Lund_00751,Building,Classical architecture,Château,Landmark,Palace,Mansion,Architecture,Estate,Manor house,Official residence,Lundagérd {,Lundagérd {, Jun 2017
589,Lund_02040,Landmark,Architecture,Building,Sky,Estate,Classical architecture,Palace,Tourist attraction,Stately home,Mansion,Lundagérd,4;9 Diego Reyes Gon, Oct 2017
591,Lund_02696,Sky,Pole,Cloud,Event,Tree,Adaptation,Tradition,Ceremony,,,L TR DR,BB BB Beigi, Jun 2017
592,Lund_01005,Building,Town,City,Human settlement,Landmark,Architecture,Public space,Plaza,Town square,Mixed-use,The Bishops Arms,J) JAKAWAT PUMP, May 2017
594,Lund_02039,Tower block,Building,Metropolitan area,Architecture,Condominium,Urban area,Residential area,City,Human settlement,Daytime,Ideon Science Park,Martin Mc Anesg, Sep 2017
596,Lund_00433,Classical architecture,Building,Landmark,Architecture,Facade,Palace,Courthouse,Official residence,House,Seat of local government,Mat & Destillat,A  Anna-Grethe Sore, May 2017
600,Lund_02186,Property,Home,House,Building,Real estate,Architecture,Roof,Sky,Estate,Residential area,Rabylunds Gard ¢,Kurt Petersen, Aug 2017
603,Lund_01190,Landmark,Building,Architecture,Medieval architecture,Tower,City,Sky,Historic site,Church,Place of worship,[T T BT T T,f@: Mister No, Sep 2017
610,Lund_01954,Nature,Water resources,Water,Vegetation,River,Wilderness,Watercourse,Sky,Natural environment,Waterway,Rinnebidck Gorge,Jesper Bohlin, Aug 2017
613,Lund_00562,Building,Classical architecture,Palace,Mansion,Landmark,Architecture,Official residence,Estate,Presidential palace,Stately home,Lundagérd,fﬁ“’ Aleksas Aleksas, Oct 2017
617,Lund_00683,Landmark,Building,Architecture,Town,Facade,City,Medieval architecture,Church,Sky,Cathedral,Lundagérd,< RN YR, Jun 2017
626,Lund_02248,Water resources,Body of water,Water,Bank,River,Waterway,Natural environment,Natural landscape,Reservoir,Watercourse,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
627,Lund_00663,Landmark,Monument,Building,Property,Architecture,Stately home,Estate,City,Memorial,Plaza,Lundagérd 8,% Rehan Niazi, Mar 2017
631,Lund_02527,Water resources,Public space,Water,Asphalt,Road,Sky,Land lot,Road surface,River,Thoroughfare,Rabysjon och Raby s,A ) Aliaksei Pukhavy, Aug 2017
632,Lund_01108,Building,Estate,Mansion,Property,Palace,Manor house,Stately home,Architecture,House,Château,Lundagard ¢,Lundagard ¢, Mar 2017
633,Lund_01033,Sky,Water,Tree,Daytime,Garden,Urban area,Wilderness,Botany,Leaf,Architecture,Lund LTH,% William Térneber, Oct 2017
634,Lund_01191,Estate,Building,Grass,Architecture,Mansion,Palace,Castle,Tree,Fortification,Historic site,Stadsparken,padma ravindran, Jun 2017
638,Lund_03136,Building,Architecture,Facade,Commercial building,Sky,Company,Corporate headquarters,Car,,,Rinnebéck Gorge,Miroslav Bobrik, Jun 2017
639,Lund_00752,Landmark,Mansion,Architecture,Garden,Building,Spring,Estate,Palace,Stately home,Botany,g Oleg Izyumenko,g Oleg Izyumenko, May 2017
642,Lund_01505,Garden,Botanical garden,Grass,Botany,Shrub,Tree,Grass family,Lawn,Park,Plant,Stadsparken g,Ermias Bsrat, Jul 2017
643,Lund_00504,Body of water,Waterway,Canal,Water,Property,River,Pond,Bank,Reflection,Town,Botanical Garden,@ Christian Stahibe, May 2017
644,Lund_01760,Building,Commercial building,Facade,Architecture,Signage,Mixed-use,Corporate headquarters,City,,,Audi Lund - Toveks C,Rebecca nohlgre, May 2017
647,Lund_02852,Building,Architecture,Classical architecture,Landmark,House,Mansion,Estate,Palace,Facade,Courthouse,Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017
648,Lund_01983,Medieval architecture,Building,Architecture,Landmark,Church,Place of worship,Sky,Cathedral,Facade,Steeple,Lund Cathedral,\g\ Thomas Crahay, Aug 2017
649,Lund_00978,Landmark,Architecture,Sky,Building,Tree,Spring,Castle,Grass,Estate,House,Lundagérd 9,% Vesna Fati¢, May 2017
653,Lund_01015,Building,Estate,Stately home,Mansion,Palace,Château,Architecture,Manor house,Grass,Castle,University Library,-’ Thomas MAGNY, Aug 2017
654,Lund_02831,Classical architecture,Building,Landmark,Architecture,Facade,Palace,Stately home,Sky,Mansion,Seat of local government,Bantorget H,e IS Y Ty, Mar 2017
658,Lund_00576,Estate,Building,Landmark,Mansion,Architecture,Stately home,Sky,Palace,Water,Château,Lundagérd,@ Bjarne Rosengrel, Apr 2017
659,Lund_02068,House,Property,Town,Building,Roof,Cottage,Rural area,Home,Architecture,Grass,Onsjostugan,@ BN PN R, Jul 2017
660,Lund_01630,Building,Property,House,Architecture,Town,Home,Facade,Real estate,Estate,Window,Kulturen,(Z‘w Alexandra von Pe, Jun 2017
661,Lund_01662,Landmark,Building,Mansion,Architecture,Estate,Palace,Official residence,House,Presidential palace,Spring,Lundagérd,@ Felicia Johansso, May 2017
663,Lund_01971,Building,Architecture,Wall,Place of worship,Sky,Steeple,Tourism,Facade,City,Medieval architecture,Café Ariman ¢,' Krist Kogi, Nov 2017
670,Lund_00548,Landmark,Architecture,Building,Sky,City,Facade,Church,Classical architecture,Medieval architecture,Cathedral,Lund Cathedral,"f“""‘ Benjamin Zingse", Aug 2017
671,Lund_00346,Architecture,Landmark,Building,Medieval architecture,Cathedral,Classical architecture,Sky,Place of worship,City,Church,[T e T T T,R LI EE], Aug 2017
677,Lund_02943,Field,Land lot,Soil,Plain,Rural area,Line,Road,Tree,Farm,Agriculture,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
678,Lund_02797,Landmark,Building,Architecture,Medieval architecture,Sky,Town,Classical architecture,Facade,City,Church,Lundagérd,@ cissio Oliveira, Oct 2017
680,Lund_01383,Building,Landmark,Architecture,Medieval architecture,Classical architecture,Church,Facade,Cathedral,Place of worship,Arch,Lundagérd,% LEVL GRGET ), Oct 2017
682,Lund_00950,Building,Classical architecture,Estate,Property,Architecture,Mansion,Palace,Stately home,Official residence,Manor house,Lundagérd 8,@ Merlin Blyth, Jul 2017
684,Lund_01400,Town,Property,Building,Public space,City,Town square,Sky,Architecture,Plaza,Photography,Stortorget :,UIf Danielsson, Aug 2017
689,Lund_02445,Building,Architecture,Property,Neighbourhood,Residential area,House,Apartment,Human settlement,Urban area,Estate,Asylen,ﬁ BN PN R, Aug 2017
697,Lund_01080,Medieval architecture,Architecture,Building,Landmark,Place of worship,Classical architecture,Church,Facade,Historic site,Parish,[T L He 1 BT,. EECIen, Sep 2017
700,Lund_00671,Building,Estate,Palace,Architecture,Mansion,Property,Landmark,Official residence,Classical architecture,Stately home,Lundagérd ¢,@ Kiryl Shantyka, Jun 2017
701,Lund_00416,Building,Classical architecture,Landmark,Architecture,Property,Palace,Mansion,Official residence,Facade,House,Lundagérd,ESRVNTISVIN: Y, Aug 2017
703,Lund_02217,Water resources,Waterway,Water,River,Canal,Bank,Architecture,Tree,Watercourse,Sky,Killbybadet g,Gl Daniel Kretz, Jun 2017
707,Lund_03159,Sky,Leisure centre,Leisure,Swimming pool,Public space,Cloud,Tree,Architecture,Recreation,Vacation,Rinnebidck Gorge,a‘ Prashant Bari, May 2017
708,Lund_02502,Public space,Playground,Tree,Recreation,Playground slide,Park,Plant,Leisure,Outdoor play equipment,City,Rostréttsgatan lekpl:,L) Leka Lekplats, Jul 2017
710,Lund_01065,Landmark,Architecture,Building,Town,Medieval architecture,Sky,Church,City,Steeple,Place of worship,Lundagérd,[ Q‘ Ronan Watson, Aug 2017
711,Lund_01017,Medieval architecture,Classical architecture,Landmark,Architecture,Building,Place of worship,Cathedral,Gothic architecture,Sky,Facade,Akademibokhandeln,    , May 2017
712,Lund_02631,Plain,Grassland,Natural environment,Land lot,Pasture,Field,Grass,Ecoregion,Soil,Steppe,Klosteréngshojden,& YRt, May 2017
713,Lund_00922,Landmark,Building,Architecture,City,Tower,Wall,Facade,Tourism,Sky,Historic site,Lund Cathedral,c’} Robert Jacobsen, Jul 2017
715,Lund_00793,Building,Palace,Estate,Mansion,Château,Official residence,Stately home,Manor house,Architecture,Classical architecture,[T TV HTET 3 T,a Abubakar M, Aug 2017
723,Lund_02176,Town,Street,Human settlement,Building,Cobblestone,Road,City,Road surface,Neighbourhood,Architecture,Lund Cathedral ¢,H Helena Qin, May 2017
724,Lund_01667,Building,Classical architecture,Landmark,Architecture,Palace,Facade,Château,City,Estate,Official residence,[TV T,Q Jonas Kirkegaart, Aug 2017
725,Lund_00654,Classical architecture,Building,Architecture,Landmark,Palace,Facade,City,Official residence,Tourist attraction,Tourism,Lundagérd,I\ IEELEI VLT, Jul 2017
727,Lund_02173,Architecture,Building,Landmark,Property,Town,Facade,Urban area,City,Neighbourhood,House,Lundagérd,l\‘ ) Stana Minincic, Jul 2017
728,Lund_02984,Grassland,Plain,Sky,Field,Natural environment,Prairie,Steppe,Natural landscape,Land lot,Pasture,Nobbel6vs mosse,@ Jian Wang, Apr 2017
729,Lund_00947,Building,Estate,Property,Mansion,Château,Palace,Landmark,Stately home,Manor house,Official residence,Lundagérd 9,= SR, Sep 2017
731,Lund_02644,Rapeseed,Field,Yellow,Mustard,Mustard plant,Natural landscape,Agriculture,Crop,Plant,Brassica rapa,1BO-Design,M Mari-Ann Nielsen, May 2017
734,Lund_02291,Body of water,Natural landscape,Water resources,Freshwater marsh,Water,Natural environment,Bank,Fen,Marsh,Nature reserve,Nobbelbvs mosse,:&‘ Shaon Mazi, Apr 2017
738,Lund_02540,Body of water,Natural landscape,Natural environment,Marsh,Freshwater marsh,Water,Tidal marsh,Wetland,Fen,Salt marsh,Vistra bron vid nébb,Q Thomas Herman, Mar 2017
745,Lund_02105,Grassland,Sky,Natural landscape,Green,Nature,Pasture,Grass,Natural environment,Land lot,Meadow,Sankt Hans Hill,Tommy Borglin, Jul 2017
748,Lund_01046,Architecture,Landmark,Medieval architecture,Sky,Building,Tower,Classical architecture,Facade,Church,City,Lund Cathedral,VR LEE L C e Ll, Aug 2017
754,Lund_01099,Building,Landmark,Architecture,City,Tree,Facade,Metropolitan area,Cathedral,Medieval architecture,Church,Lund Cathedral,Q Tiinde Vigyinszki, Aug 2017
758,Lund_00038,Spire,Steeple,Landmark,Tower,Architecture,Sky,Building,Church,Tree,Place of worship,Lund - Nov 2017,M) Manos Orfanos, Nov 2017
760,Lund_00317,Landmark,Building,Architecture,Sky,Medieval architecture,Town,City,Church,Facade,Classical architecture,[T L He 1 BT,";“""‘ Benjamin Zingse", Aug 2017
761,Lund_00989,Landmark,Public space,Building,Plaza,Town square,Human settlement,City,Estate,Architecture,Official residence,Lundagérd 8,"@,‘ (=11 E", May 2017
762,Lund_02233,Building,Estate,Property,Manor house,Mansion,Stately home,Château,Architecture,Palace,House,Lundagérd,Manuel Barbosa, Jun 2017
766,Lund_01834,Landmark,Medieval architecture,Architecture,Building,Church,Cathedral,Gothic architecture,Place of worship,Steeple,Classical architecture,[T T o1 T T T,Erik Nilsson, Mar 2017
767,Lund_00364,Medieval architecture,Building,Landmark,Architecture,Place of worship,Church,Classical architecture,Cathedral,Facade,Gothic architecture,Lund Cathedral,a Sumeet Ranjan S, May 2017
768,Lund_02859,Estate,Property,Building,Mansion,House,Architecture,Palace,Stately home,Manor house,Historic house,Lund Cathedral :,UIf Danielsson, Aug 2017
772,Lund_01000,Landmark,Sky,Architecture,Building,Town,City,Church,Urban area,Human settlement,Cathedral,Lundagérd,D Daniel Zimmerm, Aug 2017
776,Lund_00147,Landmark,Building,Medieval architecture,Architecture,Tower,Turret,Historic site,Sky,Observation tower,Tree,"C"":} Leszek A Gasien","C"":} Leszek A Gasien", Jul 2017
777,Lund_02864,Winter,Landmark,Property,Snow,Building,Architecture,Tree,Home,Freezing,Town,Grand Hotel Lund ¢,@ Roger Olsson, Jan 2017
778,Lund_02406,Building,Commercial building,,,,,,,,,L RN LT,    , Apr 2017
782,Lund_02448,Grassland,Pasture,Grass,Meadow,Rural area,Plain,Sport venue,Lawn,Land lot,Landscape,Klostergérdens IP,M Michael Damgaa, Jul 2017
785,Lund_02762,Property,Sky,Architecture,House,Home,Transport,Tree,Real estate,Grass,Botany,AR LT,o Travel to, Jul 2017
787,Lund_01305,Classical architecture,Building,Palace,Landmark,Architecture,Facade,Mansion,Official residence,Estate,Stately home,5 Joseph Noussair,5 Joseph Noussair, Feb 2017
793,Lund_02382,Grass,Lawn,Land lot,Grass family,House,Residential area,Yard,Grassland,Garden,Meadow,Per Johan's Park pla,K Karl Wittenmark, Jul 2017
797,Lund_02446,Tree,Property,Natural landscape,Residential area,Sky,Architecture,Grass,House,Road,Woody plant,HSB BRF Linero I Lui,9 Travel to, Apr 2017
801,Lund_00507,Body of water,Water resources,Stream,Watercourse,Water,Waterway,Natural landscape,River,Stream bed,Geological phenomenon,Rinnebiéck Gorge,a Daniel Nilsson, Nov 2017
802,Lund_00634,Building,Architecture,Estate,Water,Mansion,Palace,Stately home,Tree,House,City,L (LT T,@ Robert Jacobser, Jul 2017
805,Lund_01007,Building,Medieval architecture,Architecture,Landmark,Church,Place of worship,Cathedral,Facade,Steeple,Spire,\/ | Vincenzo De Bert,\/ | Vincenzo De Bert, Jun 2017
807,Lund_02260,Asphalt,Transport,Property,Road surface,Public space,Driveway,Roof,House,Road,Vehicle,AR LT,o Travel to, Jul 2017
809,Lund_02221,Sky,Property,Cloud,House,Architecture,Land lot,Tree,Rural area,Hill,Residential area,Moyo Klostergarden,M  Minghua Zhang, Jul 2017
811,Lund_01421,Building,Classical architecture,Landmark,Architecture,Palace,Facade,City,Tourist attraction,Seat of local government,Château,Lundagérd,0 Joachim Maxein, Aug 2017
812,Lund_01545,Transport,Building,Architecture,House,Vehicle,Real estate,Restaurant,Home,Plant,Rest area,Renaissance rest. &,Alexander denstc, Aug 2017
813,Lund_02515,Freshwater marsh,Natural landscape,Natural environment,Marsh,Nature reserve,Wetland,Bank,Fen,Tidal marsh,Salt marsh,Nobbelbvs mosse,M Maria Tracz, Jul 2017
815,Lund_02200,Sky,Tree,Swimming pool,Architecture,Leisure,Summer,River,Vacation,Park,Mountain,Killbybadet 8,Daniel Kretz, Jul 2017
816,Lund_02780,Asphalt,Land lot,Property,Road,Morning,Grass,Driveway,Rural area,Road surface,Thoroughfare,Masar Farhan,Masar Farhan, Aug 2017
819,Lund_00502,Property,House,Estate,Home,Building,Grass,Architecture,Mansion,Lawn,Real estate,Stadsparken c,% Melissa lisley, Sep 2017
820,Lund_02090,Building,Architecture,Medieval architecture,Classical architecture,Place of worship,Church,Facade,Arch,Historic site,Arcade,Lund Cathedral,@ Krystian Czernek, Oct 2017
821,Lund_01076,Building,Palace,Estate,Official residence,Architecture,Mansion,Stately home,Classical architecture,House,Presidential palace,Lundagérd,Stefanos Karidak, Jun 2017
822,Lund_01045,Medieval architecture,Classical architecture,Landmark,Architecture,Building,Place of worship,Cathedral,Gothic architecture,Sky,Facade,Akademibokhandeln,    , May 2017
823,Lund_00952,Classical architecture,Landmark,Building,Architecture,Facade,Sky,Palace,Courthouse,City,Basilica,Lundagérd 8,M) MrAR2407, Mar 2017
825,Lund_02692,Sky,Natural landscape,Natural environment,Plain,Cloud,Land lot,Field,Prairie,Rural area,Grass,Nobbelbvs mosse,M Maria Tracz, Jul 2017
826,Lund_02327,Building,Floor,Interior design,Flooring,Room,Retail,Hardwood,Ceiling,,,CircleK 9,Jill Miller, Aug 2017
827,Lund_01377,Estate,Building,Mansion,Property,Manor house,Lawn,Château,Palace,Grass,Stately home,Botanical Garden,Felicija, Jul 2017
828,Lund_01172,Building,Architecture,Landmark,Medieval architecture,Classical architecture,Cathedral,Facade,Place of worship,City,Church,Lund Cathedral,E ) Edwin Meulman, Sep 2017
830,Lund_01480,Landmark,Architecture,House,Building,Estate,Sky,Tree,Tower,Roof,Home,Stadsparken,Eulampius Frede, May 2017
831,Lund_02801,Landmark,Architecture,Building,Sky,Church,Place of worship,Town,City,Cathedral,Facade,Botanical Garden,9 Sumeet Ranjan S, May 2017
832,Lund_03186,Landmark,Sky,Architecture,Building,Town,City,Human settlement,Urban area,Facade,Tower,Lund Cathedral,C Carl O. Thygesen, Sep 2017
835,Lund_00473,Building,Property,Estate,Architecture,Stately home,Palace,Mansion,House,Almshouse,Manor house,Lundagérd,. KHADIJA SAIDI, Aug 2017
838,Lund_02084,Lawn,Grass,Garden,Green,Natural landscape,Grassland,Grass family,Land lot,Landscaping,Tree,Lund City Park,Joel Kouamé Bo, Sep 2017
839,Lund_01993,Fountain,Water,Water feature,Sky,Architecture,Tree,Font,City,Winter,Town square,Stadsparken ¢,Peter Aronson, May 2017
840,Lund_01237,Nature,Water,Natural landscape,Reflection,Pond,Waterway,Botany,Garden,Grass,Watercourse,Kulturen,ﬁ“l Anitha Sweder -T, Jul 2017
844,Lund_00720,Estate,Building,Landmark,Property,Sky,Mansion,Palace,Stately home,Architecture,House,Lundagérd,@ Bjarne Rosengrel, Apr 2017
845,Lund_02777,Building,Architecture,Property,Neighbourhood,House,Residential area,Facade,Metropolitan area,Real estate,Mixed-use,[ Y BTG RT,® | 22kort, Jul 2017
851,Lund_01459,Classical architecture,Landmark,Architecture,Building,Facade,Courthouse,Palace,Flag,Presidential palace,Official residence,[T TV HTET 3 T,a Abubakar M, Aug 2017
852,Lund_01255,Sky,Public space,Grass,Building,Campus,Tree,City,Architecture,Park,Cloud,Lundagérd,Helga Esteban M, Aug 2017
853,Lund_00707,Building,Estate,Palace,Landmark,Mansion,Official residence,Stately home,Architecture,Château,Castle,Lundagérd,&’ Suman Vummad, Jul 2017
854,Lund_00434,Building,Landmark,Estate,Palace,Property,Architecture,Stately home,Mansion,Official residence,City,Lund Cathedral,G Goran Wangenhe, Jun 2017
855,Lund_00819,Roof,Property,Sky,Town,Building,Architecture,Daytime,Public space,Urban design,Residential area,Svaneskolan 3,",&‘, Shaon Mazi", Jul 2017
861,Lund_02295,Property,House,Home,Building,Residential area,Roof,Real estate,Architecture,Facade,Siding,Klostergérdens IP,Minghua Zhang, Jul 2017
868,Lund_01312,Landmark,Building,Property,House,Architecture,Mansion,Town,Estate,Sky,City,LT T :,Oleg Prosekov, Aug 2017
873,Lund_02759,Asphalt,Road,Public space,Road surface,Land lot,Tree,Sky,Infrastructure,Signage,Real estate,MAX IV Laboratory,p‘ Indré Kolojanska, May 2017
874,Lund_00108,Landmark,Place of worship,Architecture,Spire,Church,Building,Parish,Sky,Chapel,Steeple,9 Sumeet Ranjan S,9 Sumeet Ranjan S, May 2017
875,Lund_01354,Medieval architecture,Architecture,Landmark,Building,Classical architecture,Place of worship,Historic site,Cathedral,Facade,Byzantine architecture,Per Tutti Glasscafé,Anne-Charlotte J, Sep 2017
879,Lund_01111,Classical architecture,Building,Landmark,Architecture,Palace,Estate,Château,Official residence,Mansion,Facade,Lunds universitet pa,@ (T QT T, Jan 2017
880,Lund_02070,Wall,Building,Tree,Architecture,Medieval architecture,Stately home,Grass,House,Estate,Plant,Lundagérd ¢,(3} PR, Sep 2017
882,Lund_01981,Property,Town,Building,House,Sky,Architecture,Real estate,Tree,Home,Road,Good Morning Lund,Jelte Kerker, Jul 2017
885,Lund_02118,Building,Medieval architecture,Classical architecture,Architecture,Landmark,Place of worship,Historic site,Cathedral,Facade,Neighbourhood,[T T o1 T T T,Helena Qin, May 2017
888,Lund_02772,Tree,Flag,Grass,Pole,Land lot,Woody plant,Plant,Park,Landscape,Lawn,,, Jun 2017
889,Lund_02542,Land lot,Pasture,Grassland,Natural environment,Meadow,Natural landscape,Grass,Tree,Prairie,Farm,Shaon Mazi,Shaon Mazi, Apr 2017
890,Lund_01901,Sky,Transport,Building,Vehicle,Architecture,Restaurant,Car,Real estate,Residential area,Suburb,Valentin Kuhn,Valentin Kuhn, Mar 2017
893,Lund_01253,City,Urban area,Roof,Town,Human settlement,Building,Architecture,Metropolitan area,Residential area,Sky,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
897,Lund_01144,Body of water,Waterway,Canal,River,Town,Property,Residential area,Human settlement,Bank,Neighbourhood,J. T,.}gg Genial Barani, Jun 2017
898,Lund_01224,Urban area,City,Metropolitan area,Town,Roof,Human settlement,Building,Landmark,Cityscape,Suburb,[TV T :,qf‘gu Kaveh Kamran, Aug 2017
902,Lund_01906,Grassland,Sport venue,Land lot,Pasture,Grass,Plain,Grass family,Lawn,Meadow,Field,Sankt Hans Hill ¢,Jonas Lundin, Jun 2017
